leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,2985.6304331999995,2985.6304331999995,0.49309518808129765,book,231.64624027949725,114.22364641894417,117.42259386055308,284.4483342854487
underlying,AMD,AMD,AMD (spot),2985.6304331999995,2985.6304331999995,1.0,book,0.0,0.0,0.0,0.0
etf,ASTN,ASTS,ASTN|ASTS,26476.903587180004,19615.68,0.36922229668745865,book,1869.5701324654701,690.2869781271772,1179.283154338293,1664.6389716323456
underlying,ASTS,ASTS,ASTS (spot),19615.68,19615.68,1.0,book,0.0,0.0,0.0,86.46890445063927
etf,BEZ,BE,BEZ|BE,18036.922752,18036.922752,0.49792861695347357,book,1016.666334751482,506.22726196596267,510.4390727855194,-1758.3275443787231
underlying,BE,BE,BE (spot),18036.922752,18036.922752,1.0,book,0.0,0.0,0.0,0.0
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CONI,COIN,CONI|COIN,568.8663433199999,568.8663433199999,0.5193065180757617,book,38.37934881940245,19.93064600141898,18.44870281798347,-19.34311148050043
underlying,COIN,COIN,COIN (spot),568.8663433199999,568.8663433199999,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,8929.935884870001,8929.935884870001,0.5033059652326306,book,706.046646832503,355.3574890832952,350.6891577492078,-2378.0005712608977
underlying,CRCL,CRCL,CRCL (spot),8929.935884870001,8929.935884870001,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,18974.681055750003,18974.681055750003,0.4984858492329549,book,1258.0196081103725,627.1049727006082,630.9146354097643,47.12748870016871
underlying,CRWV,CRWV,CRWV (spot),18974.681055750003,18974.681055750003,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,15683.921651805002,15683.921651805002,0.4982111727841186,book,221.34300564509203,110.27555843000309,111.06744721508895,2495.2288015517665
underlying,IREN,IREN,IREN (spot),15683.921651805002,15683.921651805002,1.0,book,0.0,0.0,0.0,0.0
etf,LITZ,LITE,LITZ|LITE,13360.30687628,13360.30687628,0.49953493297739804,book,586.0813637193107,292.7681147448279,293.3132489744828,605.7532529626598
underlying,LITE,LITE,LITE (spot),13360.30687628,13360.30687628,1.0,book,0.0,0.0,0.0,0.0
etf,MSDD,MSTR,MSDD|MSTR,3907.3,3907.2999999999993,0.9999999999999998,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,4996.8260928,4996.826092799999,0.5027591421722412,book,323.9276140476036,162.857569364474,161.0700446831296,-970.9698108306586
underlying,MSTR,MSTR,MSTR (spot),8904.1260928,8904.126092799997,0.9999999999999998,book,0.0,0.0,0.0,1730.5474009234465
etf,MUZ,MU,MUZ|MU,,,0.0,carry,0.0,0.0,0.0,4.4114826
etf,NBIZ,NBIS,NBIZ|NBIS,16173.601161558,16173.601161558,0.4910592836230746,book,2420.2984285948446,1188.5100124998376,1231.788416095007,5958.938117072742
underlying,NBIS,NBIS,NBIS (spot),16173.601161558,16173.601161558,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,20302.55223084,8061.820000000001,0.19877798271177016,book,3385.2173788425575,672.9066816071498,2712.3106972354076,7432.197955506366
underlying,QBTS,QBTS,QBTS (spot),8061.820000000001,8061.820000000001,1.0,book,0.0,0.0,0.0,797.8958168807003
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RGTZ,RGTI,RGTZ|RGTI,9741.45415815,4290.3,0.22168872297388947,book,-183.63392257480683,-40.70956979029502,-142.92435278451183,-183.63392257480683
underlying,RGTI,RGTI,RGTI (spot),4290.3,4290.3,1.0,book,0.0,0.0,0.0,0.0
etf,RKLZ,RKLB,RKLZ|RKLB,10551.4969966,6008.75,0.2843605448837654,book,742.0839113859515,211.01938539118504,531.0645259947664,-1148.293645144778
underlying,RKLB,RKLB,RKLB (spot),6008.75,6008.75,1.0,book,0.0,0.0,0.0,-3.333006021475057
etf,UVIX,SVIX,UVIX|SVIX,5831.46684096,3736.82527602376,0.3215036212954876,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),3736.82527602376,3736.82527602376,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
