sym,cur,name,con,isin,rebaterate,feerate,available,figi
IVBIY,USD,INNOVENT BIOLOGICS INC-ADR,362044593.0,XXXXXXXL1017,3.39,0.25,100,BBG00NXB3KL7
IVBT,USD,INNOVATION1 BIOTECH INC,464950803.0,XXXXXXXD2018,3.39,0.25,200,BBG008H3TJD0
IVCAF,USD,INVESTCORP AI ACQUISITION CO,570346658.0,KYG492191013,1.9941,1.6459,1000,BBG011FRCM26
IVCUF,USD,INVESTCORP EUROPE ACQUISITIO,532497641.0,KYG4923T1215,1.9941,1.6459,1000,BBG013QQ9HD5
IVDA,USD,IVEDA SOLUTIONS INC,728763141.0,XXXXXXXA3032,-61.5991,65.2391,600000,BBG000QWBG75
IVDN,USD,INNOVATIVE DESIGNS INC,30212922.0,XXXXXXXB1061,3.39,0.25,200000,BBG000BT94Y8
IVE,USD,ISHARES S&amp;P 500 VALUE ETF,9579975.0,XXXXXXX74089,3.2102,0.4298,450000,BBG000BWD2Y0
IVES,USD,DAN WEDBUSH AI REV ETF,789278741.0,XXXXXXX31099,2.9583,0.6817,550000,BBG01VCJ1325
IVF,USD,INVO FERTILITY INC,834657435.0,XXXXXXXF8077,-87.5962,91.2362,750000,BBG000GHH9P9
IVFH,USD,INNOVATIVE FOOD HOLDINGS INC,108685387.0,XXXXXXXH2022,-1.3965,5.0365,3500000,BBG000J51S04
IVFZF,USD,MAPATH CAPITAL CORP,604571875.0,CA56509K1030,3.39,0.25,1000,BBG000D0D321
IVII,USD,IVI COMMUNICATIONS INC,53654057.0,XXXXXXXA2087,3.39,0.25,2000,
IVLU,USD,ISHARES MSCI INTERNATIONAL V,197174257.0,XXXXXXXG4091,2.0006,1.6394,1000000,BBG009DR6410
IVOG,USD,VANGUARD S&amp;P MID-CAP 400 GRO,78645828.0,XXXXXXX28690,3.0873,0.5527,85000,BBG0015VYSH6
IVOI,USD,IVOICE INC,39025844.0,XXXXXXXL2051,3.39,0.25,>10000000,
IVOL,USD,QUADRATIC INT RTE VOL INFL H,365931926.0,XXXXXXX77363,2.3787,1.2613,20000,BBG00NW3SK84
IVOO,USD,VANGUARD S&amp;P MID-CAP 400 ETF,78645825.0,XXXXXXX28856,-0.0496,3.6896,40000,BBG0015VYRL3
IVOV,USD,VANGUARD S&amp;P MID-CAP 400 VAL,78645835.0,XXXXXXX28443,2.6251,1.0149,45000,BBG0015VYT93
IVPAF,USD,IVANHOE MINES LTD-CL A,782368594.0,CA46579R1047,3.3131,0.3269,550000,BBG003PGVGM6
IVPR,USD,INSPIRE VETERINARY PARTNE-A,756907471.0,XXXXXXXE3045,-6.5053,10.1453,4200000,BBG01G66Z3T7
IVR,USD,INVESCO MORTGAGE CAPITAL,560375049.0,XXXXXXXB7047,2.3382,1.3018,700000,BBG000GGLZZ7
IVR PRC,USD,IVR 7-12 PERP PFD,285542386.0,XXXXXXXB5066,-15.8247,19.4647,70000,BBG00HDT5DW5
IVRN,USD,INNOVEREN SCIENTIFIC INC,566871491.0,XXXXXXX43076,1.3446,2.2954,200,BBG0081J2WN1
IVRO,USD,INVITRO INTERNATIONAL,75216504.0,XXXXXXX31036,3.39,0.25,100000,BBG000G977D5
IVRS,USD,ISHARES FUT META TECH &amp; COMM,614065575.0,XXXXXXXE2476,-8.0153,11.6553,100,BBG01F5KSJV9
IVSI,USD,APPLIED FIN IVS INTL LRG ETF,837874842.0,XXXXXXXW2070,-110.9881,114.6281,900,BBG01YVN4ZK5
IVSS,USD,APPLIED FIN IVS US SMID ETF,836365973.0,XXXXXXXW1080,-13.168,16.808,900,BBG01YVNBB66
IVST,USD,INNOVEST GLOBAL INC,264327256.0,XXXXXXXQ1022,3.39,0.25,200000,BBG000QH38X6
IVT,USD,INVENTRUST PROPERTIES CORP,506993765.0,XXXXXXXJ2015,3.38,0.26,1100000,BBG000BJSP36
IVV,USD,ISHARES CORE S&amp;P 500 ETF,8991352.0,XXXXXXX72000,3.39,0.25,9900000,BBG000BVZ4F5
IVVB,USD,ISHARES LARGE CAP DEEP QUART,639605031.0,XXXXXXX88013,0.6183,3.0217,350000,BBG01H6XP3J8
IVVD,USD,INVIVYD INC,506993770.0,XXXXXXXA1025,2.6873,0.9527,4200000,BBG00W4ML039
IVVM,USD,ISHAR LC MD QUR LD ETF-US IN,639605032.0,XXXXXXX87023,-0.4378,4.0778,60000,BBG01H6XP5X7
IVVW,USD,ISHARES S&amp;P 500 BUYWRITE ETF,690418932.0,XXXXXXXG7117,-3.8477,7.4877,25000,BBG01LY49VL5
IVW,USD,ISHARES S&amp;P 500 GROWTH ETF,8991552.0,XXXXXXX73099,3.0948,0.5452,950000,BBG000BWDHF8
IVZ,USD,INVESCO LTD,47550606.0,BMG491BT1088,3.2266,0.4134,4000000,BBG000BY2Y78
IWAL,USD,IWALLET CORP,162332958.0,XXXXXXXR1041,3.39,0.25,550000,BBG001LZ5XR9
IWB,USD,ISHARES RUSSELL 1000 ETF,8991549.0,XXXXXXX76225,2.3789,1.2611,100000,BBG000CF7ZN2
IWC,USD,ISHARES MICRO-CAP ETF,35445810.0,XXXXXXX88691,-4.2443,7.8843,95000,BBG000HMYVY9
IWD,USD,ISHARES RUSSELL 1000 VALUE E,8991562.0,XXXXXXX75987,3.2159,0.4241,900000,BBG000CG9VP5
IWF,USD,ISHARES RUSSELL 1000 GROWTH,8991557.0,XXXXXXX76142,3.3019,0.3381,600000,BBG000BTR7Z0
IWL,USD,ISHARES RUSSELL TOP 200 ETF,69046163.0,XXXXXXX94467,0.7462,2.8938,50000,BBG000PBF2B4
IWLG,USD,NYLI WINSLOW LRG CAP GRW ETF,569541077.0,XXXXXXXF7693,-114.2097,117.8497,15000,BBG018CD2V80
IWM,USD,ISHARES RUSSELL 2000 ETF,9579970.0,XXXXXXX76555,2.8285,0.8115,450000,BBG000CGC9C4
IWMG,USD,I-WELLNESS MARKETING GROUP I,222035790.0,XXXXXXXW1053,3.39,0.25,30000,BBG001Y9H957
IWMI,USD,NEOS RUSSELL 2000 HIGH INC,712143742.0,XXXXXXXH6348,-0.2709,3.9109,150000,BBG01NH9PL79
IWMW,USD,ISHARES RUSSELL 2000 BUYWRIT,690418929.0,XXXXXXXG6952,-0.626,4.266,15000,BBG01LY4L7Z9
IWMY,USD,DEFIANCE R2000 WEEKLY DISTRI,716342254.0,XXXXXXXJ1390,-0.2438,3.8838,8000,BBG01JZ6HCY3
IWN,USD,ISHARES RUSSELL 2000 VALUE E,10435407.0,XXXXXXX76308,2.8097,0.8303,300000,BBG000C16Z27
IWO,USD,ISHARES RUSSELL 2000 GROWTH,10435402.0,XXXXXXX76480,1.8451,1.7949,25000,BBG000C17LW4
IWP,USD,ISHARES RUSSELL MID-CAP GROW,13002605.0,XXXXXXX74816,2.2685,1.3716,500000,BBG000BW05W9
IWR,USD,ISHARES RUSSELL MID-CAP ETF,13002600.0,XXXXXXX74998,3.0854,0.5546,800000,BBG000JWXHK2
IWS,USD,ISHARES RUSSELL MID-CAP VALU,13002611.0,XXXXXXX74733,2.5344,1.1056,300000,BBG000JWZ6F0
IWSH,USD,WRIGHT INVESTORS' SERVICE HO,122207227.0,XXXXXXX51003,3.39,0.25,450000,BBG000Q7GQ73
IWSY,USD,IMAGEWARE SYSTEMS INC,7979307.0,XXXXXXXS1087,0.3704,3.2696,3700000,BBG000BV1LP3
IWV,USD,ISHARES RUSSELL 3000 ETF,10205675.0,XXXXXXX76894,3.0601,0.5799,850000,BBG000BWDVW8
IWWI,USD,INFORM WORLDWIDE HLDGS INC,35814652.0,XXXXXXXX3052,3.39,0.25,300000,
IWX,USD,ISHARES RUSSELL TOP 200 VALU,69046900.0,XXXXXXX94202,0.3985,3.2415,30000,BBG000PBGXC4
IWY,USD,ISHARES RUSSELL TOP 200 GROW,69046928.0,XXXXXXX94384,2.5809,1.0591,200000,BBG000PBGFP9
IX,USD,ORIX - SPONSORED ADR,6608368.0,XXXXXXX01015,2.8514,0.7886,75000,BBG000BBBYZ7
IXAQF,USD,IX ACQUISITION CORP-A,528956299.0,KYG5000D1034,-38.3388,41.9788,600,BBG012LRQLP9
IXC,USD,ISHARES GLOBAL ENERGY ETF,13832153.0,XXXXXXX73412,2.6261,1.0139,200000,BBG000L74NQ7
IXEH,USD,IX ENERGY HOLDINGS INC,57531057.0,XXXXXXXX1046,3.39,0.25,200000,BBG000BP1XJ7
IXG,USD,ISHARES GLOBAL FINANCIALS ET,13832156.0,XXXXXXX73339,-0.7084,4.3484,15000,BBG000L77B26
IXHL,USD,INCANNEX HEALTHCARE INC,858465700.0,XXXXXXXF2083,-5.0904,8.7304,750000,BBG01J0814Y2
IXJ,USD,ISHARES GLOBAL HEALTHCARE ET,13832282.0,XXXXXXX73255,0.8748,2.7652,75000,BBG000L77VV0
IXMO,USD,IXI MOBILE INC,45182629.0,XXXXXXX61011,3.39,0.25,100000,
IXMOU,USD,IXI MOBILE INC,45182624.0,XXXXXXX62001,3.39,0.25,1000,
IXN,USD,ISHARES GLOBAL TECH ETF,13832150.0,XXXXXXX72919,2.8247,0.8153,450000,BBG000BBTL04
IXOG,USD,INDEX OIL &amp; GAS INC,33717021.0,XXXXXXX41040,3.39,0.25,900000,BBG000D79P59
IXP,USD,ISHARES GLOBAL COMM SERVICES,6604147.0,XXXXXXX72752,-1.1598,4.7998,30000,BBG000L7MB74
IXQUF,USD,IX ACQUISITION CORP,518943145.0,KYG5000D1299,2.176,1.464,100,BBG012LKFQK0
IXUS,USD,ISHARES CORE INTL STOCK ETF,115826952.0,XXXXXXXF8344,3.2156,0.4244,1700000,BBG003H6TM38
IYC,USD,ISHARES US CONSUMER DISCRETI,10190337.0,XXXXXXX75805,-2.4675,6.1075,60000,BBG000BXY2M8
IYE,USD,ISHARES U.S. ENERGY ETF,10190340.0,XXXXXXX77967,-1.0207,4.6607,150000,BBG000BXXRG1
IYF,USD,ISHARES U.S. FINANCIALS ETF,9579962.0,XXXXXXX77884,2.1406,1.4994,150000,BBG000CGFWK1
IYG,USD,ISHARES U.S. FINANCIAL SERVI,9930889.0,XXXXXXX77702,2.0623,1.5777,100000,BBG000BXXGQ4
IYH,USD,ISHARES U.S. HEALTHCARE ETF,10753238.0,XXXXXXX77629,0.1525,3.4875,150000,BBG000BXX310
IYJ,USD,ISHARES U.S. INDUSTRIALS ETF,10753241.0,XXXXXXX77546,0.9867,2.6533,100000,BBG000BXWM82
IYK,USD,ISHARES US CONSUMER STAPLES,10753235.0,XXXXXXX78122,-1.0149,4.6549,55000,BBG000BTYS13
IYLD,USD,ISHARES MORNINGSTAR MULTI-AS,105507912.0,XXXXXXXF8757,0.1035,3.5366,35000,BBG002VD61G6
IYM,USD,ISHARES U.S. BASIC MATERIALS,10753224.0,XXXXXXX78387,1.0138,2.6262,65000,BBG000BXYFZ5
IYR,USD,ISHARES US REAL ESTATE ETF,10209369.0,XXXXXXX77397,2.6658,0.9742,500000,BBG000BXW687
IYRI,USD,NEOS REAL EST HGH INC ETF,754102235.0,XXXXXXXH6181,-2.0616,5.7016,100000,BBG01RR003S2
IYT,USD,ISHARES US TRANSPORTATION ET,26337175.0,XXXXXXX71929,-0.2567,3.8967,15000,BBG000BPNZB6
IYW,USD,ISHARES USTECHNOLOGY ETF,10158652.0,XXXXXXX77215,3.0519,0.5881,500000,BBG000CF9GL4
IYXI,USD,INYX INC,30212956.0,XXXXXXX81013,3.39,0.25,10000,BBG000FK0RK6
IYY,USD,ISHARES DOW JONES U.S. ETF,10205678.0,XXXXXXX78460,2.9412,0.6988,65000,BBG000BXVV29
IYZ,USD,ISHARES US TELECOMMUNICATION,9579981.0,XXXXXXX77132,-0.6225,4.2625,150000,BBG000BWF7P7
IZEA,USD,IZEA WORLDWIDE INC,637485480.0,XXXXXXXH2040,1.7811,1.8589,500000,BBG0018XMPL3
IZM,USD,ICZOOM GROUP INC -CLASS A,619557147.0,KYG4760B1005,2.7773,0.8627,100000,BBG01293JHF4
IZNN,USD,IZON NETWORK INC,289901750.0,XXXXXXXN1054,3.39,0.25,2900000,BBG000CRQTY7
IZON,USD,INZON CORP,113451504.0,XXXXXXXP3001,3.39,0.25,35000,
IZOZF,USD,IZOTROPIC CORP,356937213.0,CA46604F1099,-1.2534,4.8934,200000,BBG00LVGR067
IZRL,USD,ARK ISRAEL INNOVATIVE TECHNO,298541826.0,XXXXXXXQ6098,3.2154,0.4246,65000,BBG00JDV6F05
J,USD,JACOBS SOLUTIONS INC,582332987.0,XXXXXXXL1089,3.351,0.2891,1700000,BBG019C1BQR4
JA,USD,JANUS HENDERSON AA-A CLO ETF,855469767.0,XXXXXXXU6139,-7.2034,10.8434,3000,BBG020B9K4W9
JAAA,USD,JANUS HENDERSON AAA CLO ETF,450862181.0,XXXXXXXU8457,1.9803,1.6597,200000,BBG00XX897J8
JABI,USD,JAB INTERNATIONAL INC,45003383.0,XXXXXXX81026,3.39,0.25,800,
JABS,USD,JANUS HDRSN ASS BKD SEC ETF,801327615.0,XXXXXXXU6881,3.39,0.25,200,BBG01W91MNT0
JACK,USD,JACK IN THE BOX INC,6477825.0,XXXXXXX71091,2.5968,1.0432,150000,BBG000GZYVY1
JACS,USD,JACKSON ACQUISITION CO-CL A,756555620.0,KYG4992A1105,2.895,0.745,700000,BBG01RXZJLR9
JACS U,USD,JACKSON ACQUISITION CO II,745721507.0,KYG4992A2012,2.42,1.22,300,BBG01Q324BS4
JADA,USD,JADE ART GROUP INC,51202337.0,XXXXXXX12068,3.39,0.25,100000,BBG000QQX621
JADE,USD,JPM ACTIV DEVELOP MKT EQ ETF,703681167.0,XXXXXXXQ6908,-9.4414,13.0814,3000,BBG01MLMK407
JAGGF,USD,JAGUAR MINING INC,441986547.0,CA47009M8896,-1.4328,5.0728,850000,BBG000BZ6GF1
JAGL,USD,JAAG ENTERPRISES LTD,722740654.0,XXXXXXX01009,3.39,0.25,35000,BBG01N1MW7L4
JAGR,USD,GREEN STREET CAPITAL CORP,77111286.0,XXXXXXXA1034,3.39,0.25,25000,BBG000BC6BZ1
JAGU,USD,JAGUAR URANIUM CORP-CL A,852129885.0,CA47010E1088,-19.3008,22.9408,400000,BBG01YYWRHL6
JAGX,USD,JAGUAR HEALTH INC,770378614.0,XXXXXXXC8881,-20.0452,23.6852,300000,BBG005Z20406
JAJL,USD,INNOVATOR EDP ETF - 6M JA-JY,713229020.0,XXXXXXXY2440,0.1138,3.5262,100000,BBG01NHZZ8V2
JAKK,USD,JAKKS PACIFIC INC,433117881.0,XXXXXXXE4035,3.3485,0.2915,450000,BBG000GPK708
JALC,USD,JOHN ADAMS LIFE CORP,79757985.0,XXXXXXX61027,3.39,0.25,300,BBG000BMCLT7
JAMN,USD,JAMMIN JAVA CORP,68650320.0,XXXXXXX11089,3.39,0.25,>10000000,BBG000QWFG80
JANB,USD,APTUS JANUARY BUFFER ETF,822490685.0,XXXXXXX18856,-26.1472,29.7872,10000,BBG01XWMZ398
JANH,USD,INNOV PREM INC 20 BARR - JAN,675388476.0,XXXXXXXY6573,-0.4378,4.0778,9000,BBG01KTV6ZC7
JANJ,USD,INNOV PREM INC 30 BARR - JAN,675388481.0,XXXXXXXY3760,-0.1672,3.8072,15000,BBG01KTTZDJ2
JANL,USD,JANEL CORP,191456849.0,XXXXXXXR1095,3.39,0.25,200,BBG000BCV577
JANM,USD,FT VEST US EQ MAX BUF JAN,755406545.0,XXXXXXXU4554,-10.1032,13.7432,8000,BBG01RP5D5T3
JANP,USD,PGIM S&amp;P 500 BUFFER 12 ETF -,675152131.0,XXXXXXXN1063,,,100000,BBG01KS9BVN8
JANT,USD,ALLIANZIM US EQ BFFR10 JN-US,463451424.0,XXXXXXXH7035,-0.8077,4.4477,15000,BBG00YPGMFG7
JANU,USD,ALLIANZIM US BF15 UNCAP JAN,751742306.0,XXXXXXXH5138,-1.2077,4.8477,9000,BBG01RF4NN26
JANW,USD,ALIANZIM US EQ BFR20 JAN-USD,463451429.0,XXXXXXXH8025,2.0831,1.5569,70000,BBG00YPGMCV7
JANX,USD,JANUX THERAPEUTICS INC,496085619.0,XXXXXXXJ1051,3.0027,0.6373,1300000,BBG00ZHSKH11
JANZ,USD,TRUESHARES STRUCT OUTC JAN,805705223.0,XXXXXXX26815,-2.304,5.944,2000,BBG01WJZL4B6
JAPAY,USD,JAPAN TOBACCO INC-UNSPON ADR,166961380.0,XXXXXXX52054,-1.095,4.735,200000,BBG0074G7168
JAPN,USD,HORIZON KINETICS JAPAN OWNER,783564847.0,XXXXXXXH8354,0.9153,2.7247,75000,BBG01TYJL137
JAPSY,USD,JAPAN AIRLINES CO-UNP ADR,137938805.0,XXXXXXX81090,-0.3106,3.9506,1000,BBG005K4M6Y2
JAVA,USD,JPMORGAN ACTIVE VALUE ETF,518627867.0,XXXXXXXQ1673,-2.0616,5.7016,25000,BBG012NLLBJ4
JAZZ,USD,JAZZ PHARMACEUTICALS PLC,100430853.0,IE00B4Q5ZN47,3.2319,0.4081,800000,BBG000G9CGL0
JBAXY,USD,JULIUS BAER GROUP LTD-UN ADR,75218897.0,XXXXXXXC1080,0.1035,3.5366,150000,BBG000PT2PG3
JBBB,USD,JANUS HENDERSON B-BBB CLO ET,537454625.0,XXXXXXXU7533,-39.8137,43.4537,600000,BBG014GFHHG6
JBDI,USD,JBDI HOLDINGS LTD,725492228.0,KYG508831008,-5.8503,9.4903,100000,BBG01LF2M2Z4
JBFCY,USD,JOLLIBEE FOODS CORP-UNSP ADR,107259356.0,XXXXXXX01010,-41.2345,44.8745,20000,BBG002Z9CBH1
JBGS,USD,JBG SMITH PROPERTIES,280803967.0,XXXXXXXV1008,3.1512,0.4888,2600000,BBG00F5FNKJ7
JBHT,USD,HUNT (JB) TRANSPRT SVCS INC,270825.0,XXXXXXX81077,3.2616,0.3784,2000000,BBG000BMDBZ1
JBI,USD,JANUS INTERNATIONAL GROUP IN,495752311.0,XXXXXXXN1063,3.3296,0.3104,1800000,BBG0100SH2C0
JBIO,USD,JADE BIOSCIENCES INC,780402000.0,XXXXXXX42061,2.5274,1.1126,15000,BBG00WGHZFH4
JBK,USD,LEHMAN ABS CORP CRP BACKED FLOATING RATE GOLDMAN,29857963.0,XXXXXXXK8595,-32.9128,36.5528,3000,BBG000007P32
JBL,USD,JABIL INC,4457282.0,XXXXXXX31039,3.39,0.25,1600000,BBG000BJNGN9
JBLU,USD,JETBLUE AIRWAYS CORP,14765981.0,XXXXXXX31016,3.3017,0.3383,6900000,BBG000BRQ6L2
JBND,USD,JPMORGAN ACTIVE BOND ETF,659068180.0,XXXXXXXQ7161,1.1005,2.5395,100000,BBG01J4V60G0
JBS,USD,JBS NV-A,790695214.0,NL0015002J37,3.351,0.2891,3900000,BBG01V30BCK5
JBSS,USD,JOHN B. SANFILIPPO &amp; SON INC,270840.0,XXXXXXX21078,3.1011,0.5389,95000,BBG000CHPMY5
JBTC,USD,JBT BANCORP INC,489540504.0,XXXXXXXB1089,2.3189,1.3211,100,BBG010SXP640
JBTM,USD,JBT MAREL CORP,52619008.0,XXXXXXX91049,3.3758,0.2642,350000,BBG000VLBCQ1
JBZY,USD,JB&amp;ZJMY HOLDING CO INC,310522396.0,XXXXXXX22099,3.39,0.25,75000,BBG000DNDXJ7
JCAP,USD,JEFFERSON CAPITAL INC,794915823.0,XXXXXXXR1032,1.4122,2.2278,350000,BBG01V5CXDX7
JCE,USD,NUVEEN CORE EQUITY ALPHA,43556526.0,XXXXXXXX1072,-0.4486,4.0886,45000,BBG000D154V4
JCHI,USD,JPMORGAN ACTIVE CHINA ETF,619557154.0,XXXXXXXQ8805,-4.7979,8.4379,10000,BBG01F7SD190
JCI,USD,JOHNSON CONTROLS INTERNATION,244164913.0,IE00BY7QL619,3.39,0.25,3000000,BBG000BVWLJ6
JCPB,USD,JPMORGAN CORE PLUS BOND ETF,351775799.0,XXXXXXXQ6706,2.2685,1.3716,200000,BBG00N6W8WP6
JCSE,USD,JE CLEANTECH HOLDINGS LTD,659766899.0,KYG508752055,-71.4317,75.0717,70000,BBG015ZJWKX1
JCTC,USD,JEWETT-CAMERON TRADING LTD,4813805.0,CA47733C2076,-7.4454,11.0854,250000,BBG000BKNVV4
JD,USD,JD.COM INC-ADR,152486141.0,XXXXXXXP1066,3.3079,0.3321,>10000000,BBG005YHY0Q7
JDEPY,USD,JDE PEETS BV - UNSP ADR,453419079.0,XXXXXXXQ1031,-0.9466,4.5866,4000,BBG00Y1C4GW2
JDHIY,USD,JD HEALTH INTERNA UNSP - ADR,468048819.0,XXXXXXXG1058,3.39,0.25,1000,BBG00Z17VTK5
JDOC,USD,JPMORGAN HEALTHCARE LEAD ETF,663593005.0,XXXXXXXQ7658,-6.1209,9.7609,1000,BBG01JNQF221
JDSPY,USD,JD SPORTS FASHION PLC-UN ADR,227257629.0,XXXXXXXQ1094,-0.4378,4.0778,10000,BBG00CGDXLK2
JDST,USD,DIR DLY JUN GM IB 2X ETF-USD,854072545.0,XXXXXXXA1714,-14.1586,17.7986,35000,BBG005CM7H38
JDVB,USD,JD BANCSHARES INC,408212617.0,XXXXXXXR1086,3.39,0.25,100,BBG000F5HBL5
JDVL,USD,JH DISC VALUE SELECT ETF,804495769.0,XXXXXXXJ6771,-1.5203,5.1603,9000,BBG01W6SLTS3
JDZG.OLD,USD,JIADE LTD CL-A,793649949.0,KYG7396L1115,-34.1342,37.7742,5000,BBG01KS9GK84
JEDI,USD,DEFIANCE DRONE &amp; MOD WAR ETF,817976191.0,XXXXXXXB3942,-8.5437,12.1837,90000,BBG01XK7F742
JEF,USD,JEFFERIES FINANCIAL GROUP IN,318911976.0,XXXXXXXW1099,3.1853,0.4547,3000000,BBG000BNHSP9
JELD,USD,JELD-WEN HOLDING INC,263852212.0,XXXXXXXP1030,3.1433,0.4967,1000000,BBG0019GM953
JEM,USD,707 CAYMAN HOLDINGS LTD,790162701.0,KYG8071C1033,-48.1183,51.7583,55000,BBG01PM33DR1
JEMA,USD,JPMORGAN ACTIVEBUILDERS EMER,476061807.0,XXXXXXXQ2663,-4.7929,8.4329,100000,BBG00Z6Q89Q2
JEMG,USD,JAGGED EDGE MTM,46627220.0,XXXXXXX22070,3.39,0.25,100,
JENA,USD,JENA ACQUISITION CORP II - A,799138460.0,KYG5093B1059,2.42,1.22,2800000,BBG01V9XZP13
JENA U,USD,JENA ACQUISITION CORP II,787755303.0,KYG5093B1216,2.42,1.22,200,BBG01TYMMMX0
JEPI,USD,JPMORGAN EQUITY PREMIUM INCO,423216410.0,XXXXXXXQ3323,2.3845,1.2555,600000,BBG00TSG0RS0
JEPQ,USD,JPM NASDAQ EQUITY PREMIUM,559931479.0,XXXXXXXQ2030,2.3154,1.3246,1800000,BBG016NKZDL5
JETD,USD,MAX -3X INVERSE LEVERAGED,638362078.0,XXXXXXX94846,-25.821,29.461,10000,BBG01GWQHJH2
JETMF,USD,GLOBAL CROSSING AIRLINES GRO,502252281.0,XXXXXXXG4010,-4.0913,7.7313,1400000,BBG000JZBR45
JETR,USD,STAR JETS INTERNATIONAL INC,306536579.0,XXXXXXX01099,3.39,0.25,750000,BBG000C48H83
JETS,USD,US GLOBAL JETS ETF,192643858.0,XXXXXXXA8421,-3.7724,7.4124,500000,BBG008LT6106
JETU,USD,MAX AIRLINES 3X LEVERAGED,638362082.0,XXXXXXX94929,-72.83,76.47,500,BBG01GWQNZ16
JEWL,USD,ADAMAS ONE CORP,597691625.0,XXXXXXXH1014,-3.479,7.119,300000,BBG00MS928N6
JEXYY,USD,JIANGSU EXPRESS CO-SPONS ADR,75221136.0,XXXXXXX31041,3.39,0.25,100,BBG000D2ZHM0
JF,USD,J AND FRIENDS HOLDINGS LTD,559931429.0,XXXXXXXG2066,2.6473,0.9927,200000,BBG00LG3Z509
JFB,USD,JFB CONSTRUCTION HOLDIN-CL A,766500054.0,XXXXXXXE1073,-31.7421,35.3821,15000,BBG01QRB5813
JFBC,USD,JEFFERSONVILLE BANCORP-N Y,4813820.0,XXXXXXXA1034,-5.4343,9.0743,70000,BBG000BCPFB7
JFBR,USD,JEFFS BRANDS LTD,854944939.0,IL0011808354,-145.6715,149.3115,50000,BBG015HK85R5
JFGI,USD,JACOBS FINANCIAL GROUP INC,30214483.0,XXXXXXXP1003,3.39,0.25,100000,BBG000BJTD96
JFIL,USD,JUBILANT FLAME INTERNATIONAL,195426171.0,XXXXXXXW1062,3.39,0.25,7000,BBG001MN21V3
JFIN,USD,JIAYIN GROUP INC-ADR,365606136.0,XXXXXXXC1045,3.2728,0.3672,800000,BBG00MV5JPY2
JFLI,USD,JPMORGAN FLEXIBLE INCOME ETF,760773324.0,XXXXXXXQ6411,-74.4537,78.0937,3000,BBG01S4LMRT1
JFLX,USD,JPMORGAN FLEXIBLE DEBT ETF,817976202.0,XXXXXXXQ5595,2.013,1.627,20000,BBG01X2PHNN4
JFR,USD,NUVEEN FLOATING RATE INCOME,28828789.0,XXXXXXXT1088,1.566,2.074,1800000,BBG000JS9VM5
JFTH,USD,JAPAN FOOD TECH HOLDINGS INC,588389172.0,XXXXXXXD2062,3.39,0.25,150000,BBG000BJCHK2
JFU,USD,9F INC - ADR,608473700.0,XXXXXXXR2085,-6.5269,10.1669,150000,BBG00JH7WJL4
JFWV,USD,JSB FINANCIAL INC,650768674.0,XXXXXXX21002,3.39,0.25,200,BBG01J35CX79
JG,USD,AURORA MOBILE LTD-ADR,670519106.0,XXXXXXX72096,-18.5306,22.1706,100000,BBG00LBL86W7
JGBO,USD,JIANGBO PHARMACEUTICALS INC,60152284.0,XXXXXXXR1014,0.3358,3.3042,40000,
JGH,USD,NUVEEN GLOBAL HIGH INCOME,174083995.0,XXXXXXXG1031,-0.8877,4.5277,250000,BBG007K9HBW4
JGLDF,USD,JAPAN GOLD CORP,256681304.0,CA4710821071,3.39,0.25,250000,BBG0042YXPT1
JGLO,USD,JPMORGAN GLBL SLCT EQ ETF,653757705.0,XXXXXXXQ7401,-27.5966,31.2366,45000,BBG01J1LP430
JGRO,USD,JPMORGAN ACTIVE GROWTH ETF,578413058.0,XXXXXXXQ6098,2.778,0.862,600000,BBG018R2GM74
JGRW,USD,JENSEN QUALITY GROWTH ETF,722303856.0,XXXXXXXG5624,-8.2859,11.9259,50000,BBG01P7FWPV7
JHAC,USD,JH FUNDAMENTAL ALL CAP CORE,663376399.0,XXXXXXXJ7357,-6.3829,10.0229,200,BBG01JZN5P34
JHAI,USD,JANUS HEN GLOBAL AI ETF,808619672.0,XXXXXXXU6709,-1.0858,4.7258,2000,BBG01WNMNKV0
JHCB,USD,JOHN HANCOCK CORPORATE BOND,479630105.0,XXXXXXXJ8181,-0.9182,4.5582,150000,BBG00ZSD82B8
JHCP,USD,JHANCOCK CORE PLUS BOND ETF,748617298.0,XXXXXXXJ6854,,,10000,BBG01R71CNM1
JHCR,USD,JOHN HANCOCK CORE BOND ETF,748617292.0,XXXXXXXJ6938,,,4000,BBG01R718VM8
JHG,USD,JANUS HENDERSON GROUP PLC,277376628.0,JE00BYPZJM29,3.2278,0.4122,2400000,BBG00GSNPM07
JHI,USD,JOHN HANCOCK INVESTORS TR,8691.0,XXXXXXX21034,1.265,2.375,15000,BBG000BBCFB3
JHMB,USD,JOHN HANCOCK MORTGAGE-BACKED,508811014.0,XXXXXXXJ7928,-0.7312,4.3712,10000,BBG0121D16F3
JHMD,USD,JOHN HANCOCK MF DEV INTL ETF,258905258.0,XXXXXXXJ8595,-19.9584,23.5984,100000,BBG00FJ5J860
JHML,USD,JOHN HANCOCK MULTI FACT LRG,208317013.0,XXXXXXXJ1079,0.3719,3.2681,25000,BBG00B2M8TC9
JHMM,USD,JOHN HANCOCK MULTI FACT MID,208317018.0,XXXXXXXJ2069,0.4337,3.2063,60000,BBG00B2MF4S9
