underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-5098.9485339,5098.9485339
AMD,DAMD,etf,5098.9485339,5098.9485339
ASTS,ASTS,underlying,-24155.819999999996,24155.819999999996
ASTS,ASTN,etf,29525.560494719997,29525.560494719997
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-12832.15239705,12832.15239705
COIN,CONI,etf,12832.15239705,12832.15239705
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-0.44154526007468475,0.44154526007468475
CRWV,CORD,etf,95448.06019518,95448.06019518
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-31990.005942224998,31990.005942224998
IREN,IREZ,etf,31990.005942224998,31990.005942224998
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-15481.199999999999,15481.199999999999
LITE,LITZ,etf,57777.23966184001,57777.23966184001
MSTR,MSTR,underlying,-15124.9,15124.9
MSTR,MSTZ,etf,21023.899995839998,21023.899995839998
MU,MU,underlying,-4469.5,4469.5
MU,MUZ,etf,4469.5,4469.5
NBIS,NBIS,underlying,-32218.940000000002,32218.940000000002
NBIS,NBIZ,etf,50262.30875327201,50262.30875327201
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QBTS,QBTZ,etf,66116.9133702,66116.9133702
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-10639.35,10639.35
RKLB,RKLZ,etf,21596.055226200002,21596.055226200002
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-43945.5,43945.5
SNDK,SNDQ,etf,48126.20250464,48126.20250464
SPCX,SPCX,underlying,-2715.254558406196,2715.254558406196
SPCX,SPCG,etf,1865.52,1865.52
SPCX,SSPC,etf,2337.76,2337.76
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-20671.035,20671.035
SVIX,UVIX,etf,20526.778968861,20526.778968861
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
