underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AAOI,AAOI,underlying,0.0,0.0
AMD,AMD,underlying,-2069.2450558671217,2069.2450558671217
AMD,DAMD,etf,13253.655612599998,13253.655612599998
ASTS,ASTS,underlying,0.0,0.0
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-8753.4466572672,8753.4466572672
COIN,CONI,etf,8753.4466572672,8753.4466572672
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-0.4296131768219756,0.4296131768219756
CRWV,CORD,etf,45886.06183889,45886.06183889
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,0.0,0.0
IREN,IREZ,etf,448.54094634905397,448.54094634905397
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-15913.64,15913.64
LITE,LITZ,etf,21083.56411392,21083.56411392
MSTR,MSTR,underlying,-9109.512368400001,9109.512368400001
MSTR,MSTZ,etf,9109.512368400001,9109.512368400001
MU,MU,underlying,-4231.5,4231.5
MU,MUZ,etf,4231.5,4231.5
NBIS,NBIS,underlying,-22843.516634947442,22843.516634947442
NBIS,NBIZ,etf,22843.516634947442,22843.516634947442
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
ORCL,ORCL,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QBTS,QBTZ,etf,72046.06820768,72046.06820768
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-13547.52,13547.52
RKLB,RKLZ,etf,26448.760786,26448.760786
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-37764.2245266,37764.2245266
SNDK,SNDQ,etf,37764.2245266,37764.2245266
SPCX,SPCX,underlying,-2453.733455219492,2453.733455219492
SPCX,SPCG,etf,495.36,495.36
SPCX,SSPC,etf,2787.68,2787.68
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-31341.15,31341.15
SVIX,UVIX,etf,29307.164608236002,29307.164608236002
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
