leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,13253.655612599998,2069.2450558671217,0.07713577836184872,book,1243.424991542715,95.91255455722248,1147.5124369854925,1396.9756670717877
underlying,AMD,AMD,AMD (spot),2069.2450558671217,2069.2450558671217,1.0,book,-177.67478847035093,-177.67478847035093,0.0,-170.60879474509034
etf,ASTN,ASTS,ASTN|ASTS,,,0.2685678452709261,carry,-45.849999999999454,-12.313835705671815,-33.53616429432764,-5758.77039042
etf,BEZ,BE,BEZ|BE,,,0.496781353609961,carry,0.0,0.0,0.0,708.12144603
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CONI,COIN,CONI|COIN,8753.4466572672,8753.4466572672,0.517535660794707,book,1043.0949944893973,539.8388572447216,503.25613724467576,2817.4076744510494
underlying,COIN,COIN,COIN (spot),8753.4466572672,8753.4466572672,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,,,0.5018430184853876,carry,0.0,0.0,0.0,-4281.42007207
etf,CORD,CRWV,CORD|CRWV,45886.06183889,0.4296131768219756,4.681095333422306e-06,book,4886.574486380257,0.022874521024615124,4886.551611859233,-17240.187620895027
underlying,CRWV,CRWV,CRWV (spot),,,1.0,carry,-0.030657192171531733,-0.030657192171531733,0.0,-137.41385860737412
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,EWV,EWJ,EWV|EWJ,,,0.2502564471268851,carry,-0.5299999999999727,-0.13263591697724228,-0.3973640830227304,-320.05621147
underlying,EWJ,EWJ,EWJ (spot),,,1.0,carry,0.0,0.0,0.0,-0.335
etf,IREZ,IREN,IREZ|IREN,448.540946349054,0.0,0.0,book,-43.869606785478936,-0.0,-43.869606785478936,-4916.075411483639
etf,LITZ,LITE,LITZ|LITE,21083.56411392,15913.64,0.3770385217076817,book,2386.9650357628107,899.9777684519337,1486.987267310877,-103.01796130906536
underlying,LITE,LITE,LITE (spot),15913.64,15913.64,1.0,book,0.0,0.0,0.0,3598.288574343557
etf,MSTZ,MSTR,MSTZ|MSTR,9109.5123684,9109.5123684,0.5014703109517104,book,397.43544442676125,199.30207589991917,198.13336852684208,1577.8133277748889
underlying,MSTR,MSTR,MSTR (spot),9109.5123684,9109.5123684,1.0,book,0.0,0.0,0.0,2460.352425004378
etf,MUZ,MU,MUZ|MU,4231.5,4231.5,0.5,book,654.8558673392397,327.42793366961985,327.42793366961985,380.4742872688176
underlying,MU,MU,MU (spot),4231.5,4231.5,1.0,book,0.0,0.0,0.0,0.0
etf,NBIZ,NBIS,NBIZ|NBIS,22843.51663494744,22843.51663494744,0.49402379416202197,book,6711.740316037638,3315.7594163591225,3395.9808996785155,3786.99450477273
underlying,NBIS,NBIS,NBIS (spot),22843.51663494744,22843.51663494744,1.0,book,0.0,0.0,0.0,621.8682718918602
etf,NVDQ,NVDA,NVDQ|NVDA,,,0.1644662608690461,carry,-5.5900000000001455,-0.9193663982579916,-4.6706336017421535,1118.96918369
etf,QBTZ,QBTS,QBTZ|QBTS,72046.06820768,0.0,0.0,book,5172.153424171542,0.0,5172.153424171542,-6094.31194778003
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RGTZ,RGTI,RGTZ|RGTI,,,0.4703138008534225,carry,0.0,0.0,0.0,-4336.6326752
etf,RKLZ,RKLB,RKLZ|RKLB,26448.760786,13547.52,0.25728586823820604,book,1490.3918927544928,383.45677214252294,1106.93512061197,-7480.56017286516
underlying,RKLB,RKLB,RKLB (spot),13547.52,13547.52,1.0,book,0.0,0.0,0.0,211.4191815727873
etf,SNDQ,SNDK,SNDQ|SNDK,37764.2245266,37764.2245266,0.49756615515207364,book,7357.507728595621,3660.84683201899,3696.6608965766313,-9588.781644789651
underlying,SNDK,SNDK,SNDK (spot),37764.2245266,37764.2245266,1.0,book,0.0,0.0,0.0,2277.9401003324188
etf,SPCG,SPCX,SPCG|SPCX,495.36,370.2304584706637,0.3736983794317907,book,12.993820214789139,4.855769556894743,8.138050657894397,-388.3029086811271
etf,SSPC,SPCX,SSPC|SPCX,2787.68,2083.502996748828,0.37369837943179063,book,82.0179550809512,30.64997689806086,51.36797818289034,-3326.076464233168
underlying,SPCX,SPCX,SPCX (spot),2453.733455219492,2453.7334552194916,0.9999999999999998,book,-75.58459130984534,-75.58459130984532,-1.4210854715202004e-14,601.4243195150003
etf,SDS,SPY,SDS|SPY,,,0.0693014970218851,carry,-0.7899999999999636,-0.0547481826472867,-0.735251817352677,687.4542207500001
etf,UVIX,SVIX,UVIX|SVIX,29307.164608236,31341.15,0.5384997401583341,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),31341.15,31341.15,1.0,book,0.0,0.0,0.0,0.0
etf,FAZ,XLF,FAZ|XLF,,,0.0,carry,-0.5099999999999909,-0.0,-0.5099999999999909,795.72551275
underlying,XLF,XLF,XLF (spot),,,0.0,carry,0.0,0.0,0.0,-19.015827
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
