underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-1063.81107305568,1063.81107305568
AMD,DAMD,etf,5136.858090000001,5136.858090000001
ASTS,ASTS,underlying,-26635.71306528,26635.71306528
ASTS,ASTN,etf,26635.71306528,26635.71306528
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-13364.745861297599,13364.745861297599
COIN,CONI,etf,13364.745861297599,13364.745861297599
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,9.925611181277322,9.925611181277322
CRWV,CORD,etf,77310.55417987,77310.55417987
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-27546.947944009997,27546.947944009997
IREN,IREZ,etf,27546.947944009997,27546.947944009997
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-9429.24,9429.24
LITE,LITZ,etf,63401.12339904001,63401.12339904001
MSTR,MSTR,underlying,-12205.7,12205.7
MSTR,MSTZ,etf,22900.692306240002,22900.692306240002
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-27025.0,27025.0
NBIS,NBIZ,etf,41576.676720314994,41576.676720314994
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QBTS,QBTZ,etf,54515.63005223999,54515.63005223999
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,-14989.486388759999,14989.486388759999
RGTI,RGTZ,etf,14989.486388759999,14989.486388759999
RKLB,RKLB,underlying,-8255.0,8255.0
RKLB,RKLZ,etf,20051.2015596,20051.2015596
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-26015.78,26015.78
SNDK,SNDQ,etf,45891.919458000004,45891.919458000004
SPCX,SPCX,underlying,-1856.7343773932403,1856.7343773932403
SPCX,SPCG,etf,1514.16,1514.16
SPCX,SSPC,etf,1904.56,1904.56
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-22091.64,22091.64
SVIX,UVIX,etf,20856.782690818,20856.782690818
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
