leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,5136.858090000001,181.3180789276476,0.017419028768812152,book,334.93594206443623,5.834258810529615,329.10168325390663,724.4722994917687
underlying,AMD,AMD,AMD (spot),181.3180789276476,181.3180789276476,1.0,book,-10.072867210035088,-10.072867210035088,0.0,-10.072867210035088
etf,ASTN,ASTS,ASTN|ASTS,26635.71306528,26635.71306528,0.5001345361902352,book,-410.5569685598989,-205.33371905037401,-205.2232495095249,765.341728863679
underlying,ASTS,ASTS,ASTS (spot),26635.71306528,26635.71306528,1.0,book,0.0,0.0,0.0,437.2897160519913
etf,BEZ,BE,BEZ|BE,,,0.496781353609961,carry,0.0,0.0,0.0,708.12144603
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CONI,COIN,CONI|COIN,13364.7458612976,13364.7458612976,0.518390418486217,book,-102.20679247347698,-52.98302192245967,-49.22377055101731,1587.593665282482
underlying,COIN,COIN,COIN (spot),13364.7458612976,13364.7458612976,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,,,0.5018430184853876,carry,0.0,0.0,0.0,-4281.42007207
etf,CORD,CRWV,CORD|CRWV,77310.55417987,9.925611181277322,6.413126421734672e-05,book,-422.41396098312543,-0.027089941340904804,-422.3868710417845,-5258.474559179702
underlying,CRWV,CRWV,CRWV (spot),9.925611181277322,9.925611181277322,1.0,book,0.0005523306273005346,0.0005523306273005346,0.0,-78.38378859119018
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,27546.94794401,27546.94794401,0.49854996741975965,book,-833.6258192025712,-415.6041250037123,-418.0216941988589,-4104.260123968821
underlying,IREN,IREN,IREN (spot),27546.94794401,27546.94794401,1.0,book,0.0,0.0,0.0,0.0
etf,LITZ,LITE,LITZ|LITE,63401.12339904001,9429.24,0.0743743431134285,book,8766.903815875996,652.0327124443869,8114.871103431609,-3310.5209798668807
underlying,LITE,LITE,LITE (spot),9429.24,9429.24,1.0,book,0.0,0.0,0.0,3598.288574343557
etf,MSTZ,MSTR,MSTZ|MSTR,22900.69230624,12205.7,0.2673254642895593,book,-15.21591627449618,-4.067601882670752,-11.148314391825428,-49.33129311062193
underlying,MSTR,MSTR,MSTR (spot),12205.7,12205.7,1.0,book,0.0,0.0,0.0,2460.352425004378
etf,MUZ,MU,MUZ|MU,,,0.0,carry,0.0,0.0,0.0,4.4114826
etf,NBIZ,NBIS,NBIZ|NBIS,41576.676720314994,27025.0,0.3208365053911845,book,-160.35411318843717,-51.44745330048063,-108.90665988795654,2936.002118753699
underlying,NBIS,NBIS,NBIS (spot),27025.0,27025.0,1.0,book,0.0,0.0,0.0,621.8682718918602
etf,QBTZ,QBTS,QBTZ|QBTS,54515.63005223999,0.0,0.0,book,1604.937169003638,0.0,1604.937169003638,3093.467018501721
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RGTZ,RGTI,RGTZ|RGTI,14989.48638876,14989.48638876,0.50445891232605,book,28.062742889122546,14.156500754732354,13.906242134390192,-3231.7709649021426
underlying,RGTI,RGTI,RGTI (spot),14989.48638876,14989.48638876,1.0,book,0.0,0.0,0.0,0.0
etf,RKLZ,RKLB,RKLZ|RKLB,20051.2015596,8255.0,0.20629970624141897,book,-184.86219909716647,-38.13701736888815,-146.7251817282783,-3986.6462031516794
underlying,RKLB,RKLB,RKLB (spot),8255.0,8255.0,1.0,book,0.0,0.0,0.0,211.4191815727873
etf,SNDQ,SNDK,SNDQ|SNDK,45891.919458,26015.78,0.2807871418212438,book,3596.660096363621,1009.8959085604605,2586.7641878031604,-4348.542990598009
underlying,SNDK,SNDK,SNDK (spot),26015.78,26015.78,1.0,book,0.0,0.0,0.0,2277.9401003324188
etf,SPCG,SPCX,SPCG|SPCX,1514.16,821.4880919123489,0.2712685884953865,book,37.33264828613709,10.12717480537512,27.205473480761974,33.60855679638193
etf,SSPC,SPCX,SSPC|SPCX,1904.56,1033.2946058095465,0.2712685884953865,book,42.006734249659985,11.395107507206072,30.611626742453915,-2870.967603971273
underlying,SPCX,SPCX,SPCX (spot),1854.7826977218956,1854.7826977218954,0.9999999999999999,book,-47.85693523041644,-47.85693523041643,-7.105427357601002e-15,2.8053065043847027
etf,UVIX,SVIX,UVIX|SVIX,20856.782690818,22091.64,0.5316303614779433,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),22091.64,22091.64,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
