underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
CLSK,CLSK,underlying,-15030.412649999995,15030.412649999995
COIN,COIN,underlying,-1216.2865884142648,1216.2865884142648
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-14950.527075,14950.527075
DKNG,DKNG,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IREN,IREN,underlying,-14979.759299999994,14979.759299999994
MSTR,MSTR,underlying,-10660.539252082126,10660.539252082126
NBIS,NBIS,underlying,-15182.023724999995,15182.023724999995
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-14899.264875,14899.264875
SOXX,SOXX,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
