underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AAOI,AAOI,underlying,0.0,0.0
AMD,AMD,underlying,-1530.8666475318387,1530.8666475318387
AMD,DAMD,etf,15774.655185900001,15774.655185900001
ASTS,ASTS,underlying,0.0,0.0
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-10788.129241344,10788.129241344
COIN,CONI,etf,10788.129241344,10788.129241344
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-0.5223169733571935,0.5223169733571935
CRWV,CORD,etf,55787.20203966,55787.20203966
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,0.0,0.0
IREN,IREZ,etf,472.09174041999995,472.09174041999995
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-14545.449999999999,14545.449999999999
LITE,LITZ,etf,25934.511075000002,25934.511075000002
MSTR,MSTR,underlying,-9918.379507919999,9918.379507919999
MSTR,MSTZ,etf,9918.379507919999,9918.379507919999
MU,MU,underlying,-5558.0,5558.0
MU,MUZ,etf,5558.0,5558.0
NBIS,NBIS,underlying,-30314.920000000002,30314.920000000002
NBIS,NBIZ,etf,36428.551689623004,36428.551689623004
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
ORCL,ORCL,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QBTS,QBTZ,etf,82422.33276144,82422.33276144
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-12885.039999999999,12885.039999999999
RKLB,RKLZ,etf,29476.55293803,29476.55293803
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-34773.75,34773.75
SNDK,SNDQ,etf,52590.5745462,52590.5745462
SPCX,SPCX,underlying,-2674.784376367544,2674.784376367544
SPCX,SPCG,etf,526.24,526.24
SPCX,SSPC,etf,2956.4,2956.4
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-30351.7,30351.7
SVIX,UVIX,etf,31028.4648975,31028.4648975
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
