underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-3020.7554971199997,3020.7554971199997
AMD,DAMD,etf,3020.7554971199997,3020.7554971199997
ASTS,ASTS,underlying,-1889.0667310362314,1889.0667310362314
ASTS,ASTN,etf,30273.782686680006,30273.782686680006
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-1190.1933229343354,1190.1933229343354
BE,BEZ,etf,11686.614912,11686.614912
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-596.2319348966859,596.2319348966859
COIN,CONI,etf,610.2754134,610.2754134
CRCL,CRCL,underlying,-9645.92183555,9645.92183555
CRCL,CRCD,etf,9645.92183555,9645.92183555
CRWV,CRWV,underlying,-6472.2625007462575,6472.2625007462575
CRWV,CORD,etf,15001.509093,15001.509093
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-1142.4334699736592,1142.4334699736592
IREN,IREZ,etf,16060.860207700003,16060.860207700003
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-3762.082703028108,3762.082703028108
LITE,LITZ,etf,16544.62872244,16544.62872244
MSTR,MSTR,underlying,-3289.0263035373964,3289.0263035373964
MSTR,MSDD,etf,3925.75,3925.75
MSTR,MSTZ,etf,6656.149474559999,6656.149474559999
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-1851.4415416723407,1851.4415416723407
NBIS,NBIZ,etf,13090.073264828,13090.073264828
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-2204.7247902250733,2204.7247902250733
QBTS,QBTZ,etf,21908.40381972,21908.40381972
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,-3585.583974463228,3585.583974463228
RGTI,RGTZ,etf,10610.651827295,10610.651827295
RKLB,RKLB,underlying,-1781.9103354526414,1781.9103354526414
RKLB,RKLZ,etf,10752.861443099999,10752.861443099999
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-2774.918402899876,2774.918402899876
SPCX,SSPC,etf,19320.0,19320.0
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-5289.599999999999,5289.599999999999
SVIX,UVIX,etf,5867.0245656,5867.0245656
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
