leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,3020.75549712,3020.75549712,0.4930951880812976,book,163.50798556244453,80.62500089370768,82.88298466873685,266.47230330319525
underlying,AMD,AMD,AMD (spot),3020.75549712,3020.75549712,1.0,book,0.0,0.0,0.0,0.0
etf,ASTN,ASTS,ASTN|ASTS,30273.78268668001,18067.84,0.29743446610650026,book,-1513.341249422225,-450.11984655884356,-1063.2214028633814,-308.051798194472
underlying,ASTS,ASTS,ASTS (spot),18067.84,18067.84,1.0,book,0.0,0.0,0.0,86.46890445063927
etf,BEZ,BE,BEZ|BE,11686.614912,11686.614912,0.49792861695347357,book,2519.992230959293,1254.776246295059,1265.215984664234,1327.3294930141142
underlying,BE,BE,BE (spot),11686.614912,11686.614912,1.0,book,0.0,0.0,0.0,0.0
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CONI,COIN,CONI|COIN,610.2754134,610.2754134,0.5193065180757616,book,-6.916136991682521,-3.5915950196856223,-3.3245419719968985,-42.58150179909728
underlying,COIN,COIN,COIN (spot),610.2754134,610.2754134,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,9645.92183555,9645.92183555,0.5033059652326305,book,-87.36558072078833,-43.97161793278566,-43.39396278800267,-2787.319659021606
underlying,CRCL,CRCL,CRCL (spot),9645.92183555,9645.92183555,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,15001.509093,15001.509093,0.49848584923295486,book,360.4435304592603,179.6759993815088,180.76753107775147,1995.2857228881687
underlying,CRWV,CRWV,CRWV (spot),15001.509093,15001.509093,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,16060.860207700003,16060.860207700003,0.4982111727841186,book,514.1101201545259,256.1354059023705,257.9747142521554,2249.3085316339875
underlying,IREN,IREN,IREN (spot),16060.860207700003,16060.860207700003,1.0,book,0.0,0.0,0.0,0.0
etf,LITZ,LITE,LITZ|LITE,16544.62872244,11900.0,0.3592988275625896,book,-388.3025405552411,-139.516647561073,-248.78589299416808,-988.6891453076338
underlying,LITE,LITE,LITE (spot),11900.0,11900.0,1.0,book,0.0,0.0,0.0,0.0
etf,MSDD,MSTR,MSDD|MSTR,3925.75,477.9917696657969,0.12175807671548032,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,6656.149474559999,810.4399583531805,0.06121498620201684,book,-227.94087184767727,-13.953397325031252,-213.987474522646,-1804.8232971720656
underlying,MSTR,MSTR,MSTR (spot),1288.4317280189773,1288.4317280189773,1.0,book,26.726611870168654,26.726611870168654,0.0,1757.2740127936152
etf,MUZ,MU,MUZ|MU,,,0.0,carry,0.0,0.0,0.0,4.4114826
etf,NBIZ,NBIS,NBIZ|NBIS,13090.073264828,13090.073264828,0.4910592836230746,book,288.33582458743786,141.58998346477574,146.7458411226621,7458.760635484169
underlying,NBIS,NBIS,NBIS (spot),13090.073264828,13090.073264828,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,21908.40381972,7579.830000000001,0.1731946793818138,book,1986.5916441597255,344.06710287283397,1642.5245412868917,6592.012944499509
underlying,QBTS,QBTS,QBTS (spot),7579.830000000001,7579.830000000001,1.0,book,0.0,0.0,0.0,797.8958168807003
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RGTZ,RGTI,RGTZ|RGTI,10610.641145325,4037.04,0.1915142778188068,book,664.3472779889363,127.23198916494123,537.1152888239951,-652.3601053022231
underlying,RGTI,RGTI,RGTI (spot),4037.04,4037.04,1.0,book,0.0,0.0,0.0,0.0
etf,RKLZ,RKLB,RKLZ|RKLB,10752.8614431,5898.2,0.27390169975175555,book,-54.11159453046844,-14.821257718173104,-39.29033681229534,-1292.299208069541
underlying,RKLB,RKLB,RKLB (spot),5898.2,5898.2,1.0,book,0.0,0.0,0.0,-3.333006021475057
etf,SSPC,SPCX,SSPC|SPCX,19320.0,0.0,0.0,book,725.2593469404277,0.0,725.2593469404277,725.2593469404277
etf,UVIX,SVIX,UVIX|SVIX,5867.0245656,3694.10809011236,0.3159021486191717,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),3694.10809011236,3694.10809011236,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
