symbol,underlying,bucket,pair,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
NVTS,NVTS,bucket_1,NVTS (spot),NAVITAS SEMICONDUCTOR CORP,12761.101463,21145.867897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33906.96936
AMD,AMD,bucket_1,AMD (spot),ADVANCED MICRO DEVICES,12964.000177186452,17027.545357509436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29991.545534695888
NBIS,NBIS,bucket_1,NBIS (spot),NEBIUS GROUP NV,8124.62690278,11631.091180720361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19755.71808350036
INTC,INTC,bucket_1,INTC (spot),INTEL CORP,14583.785464,2920.676511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17504.461975000002
MU,MU,bucket_1,MU (spot),MICRON TECHNOLOGY INC,9719.400688,2889.292829,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12611.693517
ALAB,ALAB,bucket_1,ALAB (spot),ASTERA LABS INC,2971.602805,9412.302192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12383.904997
MRVL,MRVL,bucket_1,MRVL (spot),MARVELL TECHNOLOGY INC,11153.762106999999,186.995369,8.76,0.0,0.0,0.0,0.0,0.0,0.0,11349.517475999999
PANW,PANW,bucket_1,PANW (spot),PALO ALTO NETWORKS INC,8986.20923509,357.548943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9343.75817809
SNDK,SNDK,bucket_1,SNDK (spot),SANDISK CORP,3050.740429,5683.603814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8734.344243
NVDA,NVDA,bucket_1,NVDA (spot),NVIDIA CORP,8375.80763365,184.579343,1.44,0.0,0.0,0.0,0.0,0.0,0.0,8561.82697665
RCAX,RCAT,bucket_1,RCAT | RCAX,DEFIANCE DY TAR 2X LO ETF,0.0,8186.635116,0.0,0.0,0.0,-130.55,32.04662651268728,0.0,0.0,8088.131742512687
AAOI,AAOI,bucket_1,AAOI (spot),APPLIED OPTOELECTRONICS INC,8022.297407999999,-48.837844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7973.459564
HUT,HUT,bucket_1,HUT (spot),HUT 8 CORP,1425.9899619999999,5921.862402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7347.852363999999
QUBT,QUBT,bucket_1,QUBT (spot),QUANTUM COMPUTING INC,5069.048767,2224.901736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7293.950503
AMD,AMD,bucket_2,AMD (spot),ADVANCED MICRO DEVICES,2420.1600628135507,4797.001577490562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7217.1616403041135
PLUG,PLUG,bucket_1,PLUG (spot),PLUG POWER INC,0.0,6896.537292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6896.537292
AVGO,AVGO,bucket_1,AVGO (spot),BROADCOM INC,5889.6255142,689.692679,34.45,0.0,0.0,0.0,0.0,0.0,0.0,6613.7681932
VRT,VRT,bucket_1,VRT (spot),VERTIV HOLDINGS CO-A,6032.010926,437.4294,2.06,0.0,0.0,0.0,0.0,0.0,0.0,6471.500326
BTFL,KEEL,bucket_1,KEEL | BTFL,,599.718214,5335.330752,0.0,0.0,0.0,-9.42,0.0,0.0,0.0,5925.628966
COYY,COIN,bucket_2,COIN | COYY,GRANITE YIELDBOOST COIN ETF,0.0,7254.646438,0.0,0.0,-1663.56,-152.05,322.3077526744601,0.0,0.0,5761.34419067446
CRDO,CRDO,bucket_1,CRDO (spot),CREDO TECHNOLOGY GROUP HOLDI,447.300125,4954.984286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5402.284411
GOOGL,GOOGL,bucket_1,GOOGL (spot),ALPHABET INC-CL A,5073.01643205,172.698134,11.34,0.0,0.0,0.0,0.0,0.0,0.0,5257.05456605
IONQ,IONQ,bucket_1,IONQ (spot),IONQ INC,0.0,4946.773629912863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4946.773629912863
