leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,ASTN,ASTS,ASTN|ASTS,11778.120624120002,10032.96,0.4245265226965403,book,200.02039655929423,84.91396341970021,115.10643313959402,818.5994415660483
underlying,ASTS,ASTS,ASTS (spot),10032.96,10032.96,1.0,book,0.0,0.0,0.0,86.46890445063927
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CRCD,CRCL,CRCD|CRCL,5906.884093110001,5906.884093110001,0.5033059652326305,book,8.899279591348204,4.479060504598557,4.420219086749647,-557.0112657483526
underlying,CRCL,CRCL,CRCL (spot),5906.884093110001,5906.884093110001,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,17805.279756,17805.279756,0.49848584923295486,book,281.986927171273,140.5664928635634,141.4204343077096,-1861.4977277184696
underlying,CRWV,CRWV,CRWV (spot),17805.279756,17805.279756,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,18070.53011214,18070.53011214,0.49821117278411864,book,2342.669768918624,1167.1442530188478,1175.525515899776,-1293.0459811270662
underlying,IREN,IREN,IREN (spot),18070.53011214,18070.53011214,1.0,book,0.0,0.0,0.0,0.0
etf,MSDD,MSTR,MSDD|MSTR,1824.2918,1824.2918,1.0,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,3205.6602552000004,3205.6602552000004,0.5027591421722413,book,16.618758604295635,8.355232819863227,8.263525784432408,-323.8387364397841
underlying,MSTR,MSTR,MSTR (spot),5029.9520552,5029.9520552,1.0,book,0.0,0.0,0.0,74.35194977886471
etf,NBIZ,NBIS,NBIZ|NBIS,23860.907207680004,23860.907207680004,0.4910592836230746,book,-597.496885370861,-293.40639249723336,-304.0904928736277,-1984.3403676710288
underlying,NBIS,NBIS,NBIS (spot),23860.907207680004,23860.907207680004,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,16472.1243521,16472.1243521,0.5005942053217168,book,1106.294280044518,553.8045059708463,552.4897740736717,-664.1710980818488
underlying,QBTS,QBTS,QBTS (spot),16472.1243521,16472.1243521,1.0,book,0.0,0.0,0.0,478.2292524070654
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RKLZ,RKLB,RKLZ|RKLB,1896.9912675,1896.9912675,0.49934336347702774,book,113.83153777974647,56.84102294470095,56.990514835045516,180.82936049824687
underlying,RKLB,RKLB,RKLB (spot),1896.9912675,1896.9912675,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
