symbol,underlying,bucket,leg_class,total_pnl
AALG,AAL,bucket_1,core_levered_etf,-53.049505280000005
AAOX,AAOI,bucket_1,core_levered_etf,-8821.206732064018
AAPB,AAPL,bucket_1,core_levered_etf,-2473.158445684899
AAPU,AAPL,bucket_1,core_levered_etf,-526.41102638
AAPX,AAPL,bucket_1,core_levered_etf,-285.34401598000005
ABNG,ABNB,bucket_1,core_levered_etf,-306.98013925
ADBG,ADBE,bucket_1,core_levered_etf,219.23394667167443
AFRU,AFRM,bucket_1,core_levered_etf,-952.4109128166932
AIYY,AI,bucket_2,yieldboost_etf,733.4852614600001
ALBG,ALB,bucket_1,core_levered_etf,208.86362960641816
AMDG,AMD,bucket_1,core_levered_etf,-12011.811749446693
AMDL,AMD,bucket_1,core_levered_etf,-12384.78108924817
AMDY,AMD,bucket_2,yieldboost_etf,762.54158561
AMUU,AMD,bucket_1,core_levered_etf,-12432.324379518614
AMYY,AMD,bucket_2,yieldboost_etf,-2165.4976461928745
AMZO,AMZN,bucket_3,flow_inverse,4392.474920299099
AMZU,AMZN,bucket_1,core_levered_etf,-1441.9893507696193
AMZW,AMZN,bucket_2,yieldboost_etf,808.3839427500001
AMZY,AMZN,bucket_2,yieldboost_etf,603.20038009
AMZZ,AMZN,bucket_1,core_levered_etf,-2831.0304424215788
ANEL,ANET,bucket_1,core_levered_etf,606.8805719246501
APHU,APH,bucket_1,core_levered_etf,249.27090233318177
APLY,AAPL,bucket_2,yieldboost_etf,-103.76495595
APPX,APP,bucket_1,core_levered_etf,865.3939070465316
ARCX,ACHR,bucket_1,core_levered_etf,253.94675414354455
ARMG,ARM,bucket_1,core_levered_etf,-1319.3685486808047
ARMW,ARM,bucket_2,yieldboost_etf,-394.01817473
ASMG,ASML,bucket_1,core_levered_etf,-480.20748736
ASMU,ASML,bucket_1,core_levered_etf,-657.9218928122393
ASTN,ASTS,bucket_4,inverse_b4_etf,818.5994415660483
ASTX,ASTS,bucket_1,core_levered_etf,1834.9662264599624
AVGG,AVGO,bucket_1,core_levered_etf,-3088.8330239187303
AVL,AVGO,bucket_1,core_levered_etf,-2677.2272882156294
AVXX,AVAV,bucket_1,core_levered_etf,623.2986126856798
AZYY,AMZN,bucket_3,flow_low_delta,99.42178575000001
BABO,BABA,bucket_2,yieldboost_etf,143.84432341000002
BABU,BABA,bucket_1,core_levered_etf,261.93998575
BABX,BABA,bucket_1,core_levered_etf,2007.4249788720144
BAIG,BBAI,bucket_1,core_levered_etf,-1343.3348768324342
BBYY,BABA,bucket_2,yieldboost_etf,127.2196657002206
BEG,BE,bucket_1,core_levered_etf,650.6715544325981
BEX,BE,bucket_1,core_levered_etf,-4504.915653250204
BIDG,BIDU,bucket_1,core_levered_etf,-91.71433125
BITU,IBIT,bucket_1,core_levered_etf,258.56831187677057
BITX,IBIT,bucket_1,core_levered_etf,145.0483609232091
BLSG,BLSH,bucket_1,core_levered_etf,907.9946536968124
BMNG,BMNR,bucket_1,core_levered_etf,545.0456186138834
BMNU,BMNR,bucket_1,core_levered_etf,652.9841809741494
BOEG,BA,bucket_1,core_levered_etf,856.8684292478215
BOEU,BA,bucket_1,core_levered_etf,1013.0551001981536
BTCL,IBIT,bucket_1,core_levered_etf,184.66374770436684
BULG,BULL,bucket_1,core_levered_etf,-305.01897854173086
CCUP,CRCL,bucket_1,core_levered_etf,-729.1150261935577
CEGX,CEG,bucket_1,core_levered_etf,1132.2070565186316
CHAU,ASHR,bucket_1,core_levered_etf,-194.36968233
CHNU,CHNL,bucket_1,core_levered_etf,-105.51749225
CIFG,CIFR,bucket_1,core_levered_etf,-1397.3567808840542
CIFU,CIFR,bucket_1,core_levered_etf,704.4483956742467
CLSX,CLSK,bucket_1,core_levered_etf,-4628.531515893215
CMGG,CMG,bucket_1,core_levered_etf,1514.8330723059921
CNCG,CNC,bucket_1,core_levered_etf,-3224.3005503041945
COHX,COHR,bucket_1,core_levered_etf,-44.69855102215706
COIA,COIN,bucket_1,core_levered_etf,-315.2361756151707
COIG,COIN,bucket_1,core_levered_etf,282.7105694792448
COIW,COIN,bucket_2,yieldboost_etf,1853.77306779
CONL,COIN,bucket_1,core_levered_etf,151.97710687099038
CONX,COIN,bucket_1,core_levered_etf,418.3845802689128
CONY,COIN,bucket_2,yieldboost_etf,58.32352075000001
COPZ,COPX,bucket_1,core_levered_etf,1197.4819635560436
CORD,CRWV,bucket_4,inverse_b4_etf,-1861.4977277184696
COTG,COST,bucket_1,core_levered_etf,-90.86399459
COYY,COIN,bucket_2,yieldboost_etf,5761.34419067446
COZX,CORZ,bucket_1,core_levered_etf,-3482.0171095402147
CRCA,CRCL,bucket_1,core_levered_etf,-1116.7029041467451
CRCD,CRCL,bucket_4,inverse_b4_etf,-557.0112657483526
CRCG,CRCL,bucket_1,core_levered_etf,236.80603515485504
CRDU,CRDO,bucket_1,core_levered_etf,-5004.767079240263
CRMG,CRM,bucket_1,core_levered_etf,2089.697024197531
CRMU,CRML,bucket_1,core_levered_etf,207.0182157617415
CRMX,CRML,bucket_1,core_levered_etf,569.2462222663689
CRWG,CRWV,bucket_1,core_levered_etf,2719.5875669391453
CRWL,CRWD,bucket_1,core_levered_etf,-415.5099351588729
CRWU,CRWV,bucket_1,core_levered_etf,1671.0791924048735
CSCL,CSCO,bucket_1,core_levered_etf,-1110.90422257
CSEX,CLS,bucket_1,core_levered_etf,569.9509968418333
CVNY,CVNA,bucket_2,yieldboost_etf,896.02958389
CWEB,KWEB,bucket_1,core_levered_etf,878.7439461410434
CWVX,CRWV,bucket_1,core_levered_etf,-263.0472141460577
DJTU,DJT,bucket_1,core_levered_etf,49.065728650000004
DKNX,DKNG,bucket_1,core_levered_etf,-1.3169922097793945
DLLL,DELL,bucket_1,core_levered_etf,-1864.353533523038
DNNG,DNN,bucket_1,core_levered_etf,376.135587632433
DRAY,DKNG,bucket_2,yieldboost_etf,91.72980849999999
DUOG,DUOL,bucket_1,core_levered_etf,-938.2961521243451
DUST,GDX,bucket_3,flow_inverse,-2414.997139097629
DXD,DIA,bucket_4,inverse_b4_etf,-26.10723037
ELIL,LLY,bucket_1,core_levered_etf,307.92315841
EOSU,EOSE,bucket_1,core_levered_etf,-2989.565307528829
ERX,XLE,bucket_1,core_levered_etf,-466.57183825
ETHT,ETHA,bucket_1,core_levered_etf,2166.078383259596
ETHU,ETHA,bucket_1,core_levered_etf,1494.3487524544098
ETU,ETHA,bucket_1,core_levered_etf,982.2165730584131
EWV,EWJ,bucket_3,flow_inverse,-306.81908329015556
FAZ,XLF,bucket_3,flow_inverse,4.433919892131469
FBL,META,bucket_1,core_levered_etf,596.9230874521929
FBY,META,bucket_2,yieldboost_etf,17.078057559999987
FBYY,META,bucket_2,yieldboost_etf,1141.217609472061
FCXG,FCX,bucket_1,core_levered_etf,-50.83820545176344
FGRU,FIGR,bucket_1,core_levered_etf,-2641.7301502725395
FIGG,FIG,bucket_1,core_levered_etf,2451.810062092351
FLYT,FLY,bucket_1,core_levered_etf,-1415.1748659632406
FUTG,FUTU,bucket_1,core_levered_etf,-32.487063250000006
GDXU,GDX,bucket_1,core_levered_etf,702.7380497893013
GEMG,GEMI,bucket_1,core_levered_etf,298.58705469712885
GEVG,GEV,bucket_1,core_levered_etf,30.534837904911836
GEVX,GEV,bucket_1,core_levered_etf,-2396.344490276448
GGLL,GOOGL,bucket_1,core_levered_etf,-1944.2878560716124
GLGG,GLXY,bucket_1,core_levered_etf,391.2460299394347
GLWG,GLW,bucket_1,core_levered_etf,197.7187944263067
GLXU,GLXY,bucket_1,core_levered_etf,-1976.745044314184
GMEU,GME,bucket_1,core_levered_etf,37.945890249824124
GOOX,GOOGL,bucket_1,core_levered_etf,-2653.959290564464
GOOY,GOOGL,bucket_2,yieldboost_etf,138.45614422000003
GRAG,GRAB,bucket_1,core_levered_etf,11.226025519999993
GUSH,XOP,bucket_1,core_levered_etf,-1301.6328842492464
