leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,ASTN,ASTS,ASTN|ASTS,13603.51201236,12009.168366217556,0.4399604469080926,book,0.0,0.0,0.0,-16.119253703405022
underlying,ASTS,ASTS,ASTS (spot),12009.168366217556,12009.168366217556,1.0,book,0.0,0.0,0.0,556.6555616977981
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CLSZ,CLSK,CLSZ|CLSK,8774.6,950.6954823618962,0.10834630437420466,book,0.0,0.0,0.0,0.0
underlying,CLSK,CLSK,CLSK (spot),950.6954823618962,950.6954823618962,1.0,book,0.0,0.0,0.0,99.20936566277688
etf,CRCD,CRCL,CRCD|CRCL,5668.222109550001,5668.222109550001,0.5033059652326305,book,0.0,0.0,0.0,-390.5499608308006
underlying,CRCL,CRCL,CRCL (spot),5668.222109550001,5668.222109550001,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,15986.752707749998,15986.752707749998,0.4984858492329549,book,0.0,0.0,0.0,-902.7384573229616
underlying,CRWV,CRWV,CRWV (spot),15986.752707749998,15986.752707749998,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,18855.2575959,18855.2575959,0.4982111727841186,book,0.0,0.0,0.0,-1569.755209319087
underlying,IREN,IREN,IREN (spot),18855.2575959,18855.2575959,1.0,book,0.0,0.0,0.0,0.0
etf,MSDD,MSTR,MSDD|MSTR,1604.6407,977.0059044155217,0.6088627219884936,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,2840.0279184,1729.1871289203395,0.30611129980759094,book,0.0,0.0,0.0,-134.22438779443667
underlying,MSTR,MSTR,MSTR (spot),2706.1930333358614,2706.1930333358614,1.0,book,0.0,0.0,0.0,-90.22827133315155
etf,NBIZ,NBIS,NBIZ|NBIS,18645.080757760003,18645.080757760003,0.49105928362307466,book,0.0,0.0,0.0,590.6673803815423
underlying,NBIS,NBIS,NBIS (spot),18645.080757760003,18645.080757760003,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,15241.88638,12437.443110154818,0.4084869677372581,book,0.0,0.0,0.0,-12.535284664881942
underlying,QBTS,QBTS,QBTS (spot),12437.443110154818,12437.443110154818,1.0,book,0.0,0.0,0.0,-310.1885172292859
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RKLZ,RKLB,RKLZ|RKLB,2234.2341595,2234.2341595,0.49934336347702774,book,0.0,0.0,0.0,20.788866510933744
underlying,RKLB,RKLB,RKLB (spot),2234.2341595,2234.2341595,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
