underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-5476.486912,5476.486912
AMD,DAMD,etf,5476.486912,5476.486912
ASTS,ASTS,underlying,-20442.42089892,20442.42089892
ASTS,ASTN,etf,20442.42089892,20442.42089892
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-13392.356788019997,13392.356788019997
COIN,CONI,etf,13392.356788019999,13392.356788019999
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-0.9897382180754413,0.9897382180754413
CRWV,CORD,etf,87776.62033139999,87776.62033139999
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-29272.27069312,29272.27069312
IREN,IREZ,etf,29272.27069312,29272.27069312
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-24643.976664265163,24643.976664265163
LITE,LITZ,etf,65096.41236228,65096.41236228
MSTR,MSTR,underlying,-3717.814935842512,3717.814935842512
MSTR,MSTZ,etf,23840.81756196,23840.81756196
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-7323.9846936516915,7323.9846936516915
NBIS,NBIZ,etf,39692.138826175,39692.138826175
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-30336.696899246934,30336.696899246934
QBTS,QBTZ,etf,27664.38654804,27664.38654804
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,-12980.26310724,12980.26310724
RGTI,RGTZ,etf,12980.26310724,12980.26310724
RKLB,RKLB,underlying,-2630.339582210496,2630.339582210496
RKLB,RKLZ,etf,10430.95437867,10430.95437867
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-19755.763104600177,19755.763104600177
SNDK,SNDQ,etf,42314.255250400005,42314.255250400005
SPCX,SPCX,underlying,-1419.5661952062728,1419.5661952062728
SPCX,SPCG,etf,1429.92,1429.92
SPCX,SSPC,etf,1796.64,1796.64
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-21980.91,21980.91
SVIX,UVIX,etf,18886.179463007997,18886.179463007997
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
