underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-4337.94539412,4337.94539412
AMD,DAMD,etf,4337.94539412,4337.94539412
ASTS,ASTS,underlying,-4586.4,4586.4
ASTS,ASTN,etf,26755.341387810004,26755.341387810004
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-16080.210000000001,16080.210000000001
BE,BEZ,etf,20986.743167999997,20986.743167999997
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-519.6934230964071,519.6934230964071
COIN,CONI,etf,729.8579679000001,729.8579679000001
CRCL,CRCL,underlying,-10023.80330952,10023.80330952
CRCL,CRCD,etf,10023.80330952,10023.80330952
CRWV,CRWV,underlying,-8790.27451149954,8790.27451149954
CRWV,CORD,etf,22019.54181225,22019.54181225
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-10837.432911590842,10837.432911590842
IREN,IREZ,etf,21632.995381800003,21632.995381800003
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-14671.035492804964,14671.035492804964
MSTR,MSTR,underlying,-4509.318185487448,4509.318185487448
MSTR,MSDD,etf,2745.4116,2745.4116
MSTR,MSTZ,etf,6203.606734079999,6203.606734079999
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-15120.22545,15120.22545
NBIS,NBIZ,etf,22579.38169541,22579.38169541
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-12592.800000000001,12592.800000000001
QBTS,QBTZ,etf,27643.58806572,27643.58806572
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-2487.736821161908,2487.736821161908
RKLB,RKLZ,etf,11356.954782599998,11356.954782599998
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-12018.046489759128,12018.046489759128
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-4883.76,4883.76
SVIX,UVIX,etf,7378.227862800001,7378.227862800001
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
