leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,4337.94539412,4337.94539412,0.49309518808129765,book,-370.5592219589538,-182.72096924710965,-187.83825271184415,-373.390860327909
underlying,AMD,AMD,AMD (spot),4337.94539412,4337.94539412,1.0,book,0.0,0.0,0.0,0.0
etf,ASTN,ASTS,ASTN|ASTS,26755.341387810004,4586.4,0.08543054508749588,book,-2722.1178816366564,-232.55201442063915,-2489.565867216017,1767.0104026764693
underlying,ASTS,ASTS,ASTS (spot),4586.4,4586.4,1.0,book,0.0,0.0,0.0,86.46890445063927
etf,BEZ,BE,BEZ|BE,20986.743168,16080.21,0.3815168776558887,book,-1731.420457491771,-660.5661268517908,-1070.8543306399802,-2929.058122838429
underlying,BE,BE,BE (spot),16080.21,16080.21,1.0,book,0.0,0.0,0.0,0.0
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CONI,COIN,CONI|COIN,729.8579679000001,729.8579679000001,0.5193065180757617,book,-47.567648173422995,-24.70218974599316,-22.865458427429836,-95.44730713229612
underlying,COIN,COIN,COIN (spot),729.8579679000001,729.8579679000001,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,10023.80330952,10023.80330952,0.5033059652326305,book,-941.79175490905,-474.0094082526324,-467.78234665641764,-2777.2349378632243
underlying,CRCL,CRCL,CRCL (spot),10023.80330952,10023.80330952,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,22019.54181225,22019.54181225,0.4984858492329549,book,-1370.847155606837,-683.3479085312549,-687.4992470755822,-1354.2318511174326
underlying,CRWV,CRWV,CRWV (spot),22019.54181225,22019.54181225,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,21632.995381800003,21632.995381800003,0.4982111727841186,book,-2103.5461841246915,-1048.01021139832,-1055.5359727263715,-217.90319259163456
underlying,IREN,IREN,IREN (spot),21632.995381800003,21632.995381800003,1.0,book,0.0,0.0,0.0,0.0
etf,MSDD,MSTR,MSDD|MSTR,2745.4116,2745.4116,1.0,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,6203.606734079999,6203.606734079999,0.5027591421722413,book,-359.3719457008549,-180.6775311413311,-178.6944145595238,-1561.1627936876712
underlying,MSTR,MSTR,MSTR (spot),8949.01833408,8949.01833408,1.0,book,0.0,0.0,0.0,1730.5474009234465
etf,NBIZ,NBIS,NBIZ|NBIS,22579.38169541,22579.38169541,0.49105928362307466,book,-2170.016560648414,-1065.6067777222183,-1104.4097829261955,2876.03492103658
underlying,NBIS,NBIS,NBIS (spot),22579.38169541,22579.38169541,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,27643.58806572,2189.930523910809,0.0396571721341178,book,-3013.8266139373873,-119.51984081130036,-2894.306773126087,3928.776020626344
underlying,QBTS,QBTS,QBTS (spot),2189.930523910809,2189.930523910809,1.0,book,530.7323129901354,530.7323129901354,0.0,1000.2498684344204
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RKLZ,RKLB,RKLZ|RKLB,11356.954782599998,3082.24,0.13552013881410224,book,-788.3856027529997,-106.84212632412618,-681.5434764288735,-1419.7656229818322
underlying,RKLB,RKLB,RKLB (spot),3082.24,3082.24,1.0,book,0.0,0.0,0.0,-3.333006021475057
etf,UVIX,SVIX,UVIX|SVIX,7378.227862800001,2030.2747316430475,0.1380586535982089,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),2030.2747316430475,2030.2747316430475,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
