leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,3828.63196728,3828.63196728,0.4930951880812976,book,344.3320178756954,169.78846111682876,174.54355675886663,-127.31888295294016
underlying,AMD,AMD,AMD (spot),3828.63196728,3828.63196728,1.0,book,0.0,0.0,0.0,0.0
etf,ASTN,ASTS,ASTN|ASTS,23135.649979620004,5951.16,0.12819517124765584,book,3515.090984692778,450.61769073378184,3064.4732939589962,3426.085231393571
underlying,ASTS,ASTS,ASTS (spot),5951.16,5951.16,1.0,book,0.0,0.0,0.0,86.46890445063927
etf,BEZ,BE,BEZ|BE,22328.50176,20905.92,0.4662048508058949,book,1564.1846844401593,729.2304874422903,834.9541969978691,-3749.3938598752825
underlying,BE,BE,BE (spot),20905.92,20905.92,1.0,book,0.0,0.0,0.0,0.0
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CLSZ,CLSK,CLSZ|CLSK,5469.099999999999,5469.099999999999,1.0,book,0.0,0.0,0.0,0.0
underlying,CLSK,CLSK,CLSK (spot),5469.099999999999,5469.099999999999,1.0,book,0.0,0.0,0.0,-58.89385719776859
etf,CONI,COIN,CONI|COIN,642.5107107,642.5107106999999,0.5193065180757614,book,29.505467628026786,15.322381658107686,14.1830859699191,-54.577658574929565
underlying,COIN,COIN,COIN (spot),642.5107106999999,642.5107106999999,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,9327.705857470002,9327.705857470002,0.5033059652326305,book,472.0001647485119,237.5604985087104,234.4396662398015,-2516.8507523143203
underlying,CRCL,CRCL,CRCL (spot),9327.705857470002,9327.705857470002,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,23950.429121250003,23950.429121250003,0.49848584923295486,book,43.18963336993784,21.52942106847343,21.66021230146441,-2377.252176058788
underlying,CRWV,CRWV,CRWV (spot),23950.429121250003,23950.429121250003,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,18256.937011610004,18256.937011610004,0.49821117278411864,book,2267.8392255204362,1129.8628402323639,1137.9763852880724,1311.9949527852602
underlying,IREN,IREN,IREN (spot),18256.937011610004,18256.937011610004,1.0,book,0.0,0.0,0.0,0.0
etf,MSDD,MSTR,MSDD|MSTR,2440.605,2440.605,1.0,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,6033.903206399999,6033.903206399999,0.5027591421722413,book,281.6839693923155,141.6191908153524,140.06477857696308,-1484.854019604826
underlying,MSTR,MSTR,MSTR (spot),8474.5082064,8474.5082064,1.0,book,0.0,0.0,0.0,1730.5474009234465
etf,NBIZ,NBIS,NBIZ|NBIS,23255.768459854,23255.768459854,0.4910592836230746,book,1297.7991327851257,637.2963124321113,660.5028203530144,2514.9584568487303
underlying,NBIS,NBIS,NBIS (spot),23255.768459854,23255.768459854,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,26324.49568914,13625.04,0.2590976918160072,book,639.4270252323226,165.67406632247062,473.75295890985205,4495.058627231678
underlying,QBTS,QBTS,QBTS (spot),13625.04,13625.04,1.0,book,-20.54849862527567,-20.54849862527567,0.0,797.8958168807003
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RKLZ,RKLB,RKLZ|RKLB,9987.6765464,3213.84,0.16067897952256527,book,1129.5677328354582,181.49779061361906,948.0699422218391,-810.3558289290735
underlying,RKLB,RKLB,RKLB (spot),3213.84,3213.84,1.0,book,0.0,0.0,0.0,-3.333006021475057
etf,UVIX,SVIX,UVIX|SVIX,7413.78558744,3121.731208100556,0.2112595604984068,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),3121.731208100556,3121.731208100556,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
