leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,5338.496451600001,5338.496451600001,0.4938469143704019,book,-202.0617339761626,-99.7875638364609,-102.2741701397017,622.8513206817556
underlying,AMD,AMD,AMD (spot),5338.496451600001,5338.496451600001,1.0,book,0.0,0.0,0.0,-31.610906352584045
etf,ASTN,ASTS,ASTN|ASTS,31100.56446315,23720.58,0.3820700309899355,book,-2151.6822117495954,-822.0932893236609,-1329.5889224259345,-1614.1926855835677
underlying,ASTS,ASTS,ASTS (spot),23720.58,23720.58,1.0,book,0.0,0.0,0.0,437.2897160519913
etf,BEZ,BE,BEZ|BE,,,0.496781353609961,carry,0.0,0.0,0.0,708.12144603
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CONI,COIN,CONI|COIN,13508.282464677,13508.282464677,0.5186921074771542,book,-176.02321895538444,-91.30185440488091,-84.72136455050352,1467.701944451986
underlying,COIN,COIN,COIN (spot),13508.282464677,13508.282464677,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,,,0.5018430184853876,carry,0.0,0.0,0.0,-4281.42007207
etf,CORD,CRWV,CORD|CRWV,88422.026285835,0.4090371323063755,2.313443655853197e-06,book,-5097.003500125809,-0.011791630411227593,-5096.991708495398,-10949.554675622698
underlying,CRWV,CRWV,CRWV (spot),,,1.0,carry,-59.04503377033021,-59.04503377033021,0.0,-137.40122055775626
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,31284.344339360003,31284.344339360006,0.4990189287860068,book,-1521.0624177909394,-759.0389383426881,-762.0234794482514,-6095.340418582531
underlying,IREN,IREN,IREN (spot),31284.344339360006,31284.344339360006,1.0,book,0.0,0.0,0.0,0.0
etf,LITZ,LITE,LITZ|LITE,65779.1219754,14594.85,0.11099309078763214,book,-2613.3074529786804,-290.0590713844584,-2323.248381594222,-4626.518733284815
underlying,LITE,LITE,LITE (spot),14594.85,14594.85,1.0,book,0.0,0.0,0.0,3598.288574343557
etf,MSTZ,MSTR,MSTZ|MSTR,23687.88732408,14275.5,0.3023307425965508,book,-577.8445051674444,-174.7001583526099,-403.1443468148345,-455.54307250939576
underlying,MSTR,MSTR,MSTR (spot),14275.5,14275.5,1.0,book,0.0,0.0,0.0,2460.352425004378
etf,MUZ,MU,MUZ|MU,4959.5,4959.5,0.5,book,35.41102800687811,17.705514003439056,17.705514003439056,39.82251060687811
underlying,MU,MU,MU (spot),4959.5,4959.5,1.0,book,0.0,0.0,0.0,0.0
etf,NBIZ,NBIS,NBIZ|NBIS,43496.975421152,34944.66,0.3968375634127168,book,-1601.6492865585428,-635.5946003196084,-966.0546862389344,1936.317037107217
underlying,NBIS,NBIS,NBIS (spot),34944.66,34944.66,1.0,book,0.0,0.0,0.0,621.8682718918602
etf,QBTZ,QBTS,QBTZ|QBTS,68422.38525052,0.0,0.0,book,-4270.947416918874,-0.0,-4270.947416918874,-3992.7973581564574
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RGTZ,RGTI,RGTZ|RGTI,,,0.4703138008534225,carry,-682.4707099864982,-320.97539358488376,-361.4953164016144,-4310.9026752
etf,RKLZ,RKLB,RKLZ|RKLB,22869.156144480003,10358.55,0.2271958245529699,book,-1103.3590341712252,-250.6785655465,-852.6804686247251,-5467.86283768052
underlying,RKLB,RKLB,RKLB (spot),10358.55,10358.55,1.0,book,0.0,0.0,0.0,211.4191815727873
etf,SNDQ,SNDK,SNDQ|SNDK,53665.8001386,41849.25,0.38728999640868106,book,-5504.297084737955,-2131.7591981804762,-3372.5378865574785,-8334.046204494829
underlying,SNDK,SNDK,SNDK (spot),41849.25,41849.25,1.0,book,0.0,0.0,0.0,2277.9401003324188
etf,SPCG,SPCX,SPCG|SPCX,1789.2,1208.0019112220718,0.33758157590601157,book,-74.37272385520215,-25.106861323461764,-49.26586253174039,-108.3990589709837
etf,SSPC,SPCX,SSPC|SPCX,2235.92,1509.610794399539,0.33758157590601157,book,-91.09686098483098,-30.752621891350103,-60.34423909348088,-3039.903648077855
underlying,SPCX,SPCX,SPCX (spot),2717.6127056216105,2717.612705621611,1.0,book,116.16553702416748,116.16553702416748,0.0,242.504649741952
etf,UVIX,SVIX,UVIX|SVIX,21072.011829078,20378.82,0.48656146153285984,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),20378.82,20378.82,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
