underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-5338.496451600001,5338.496451600001
AMD,DAMD,etf,5338.496451600001,5338.496451600001
ASTS,ASTS,underlying,-23720.579999999998,23720.579999999998
ASTS,ASTN,etf,31100.56446315,31100.56446315
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-13508.282464676999,13508.282464676999
COIN,CONI,etf,13508.282464676999,13508.282464676999
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-0.4090371323063755,0.4090371323063755
CRWV,CORD,etf,88422.026285835,88422.026285835
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-31284.344339360006,31284.344339360006
IREN,IREZ,etf,31284.344339360003,31284.344339360003
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-14594.85,14594.85
LITE,LITZ,etf,65779.1219754,65779.1219754
MSTR,MSTR,underlying,-14275.5,14275.5
MSTR,MSTZ,etf,23687.887324080002,23687.887324080002
MU,MU,underlying,-4959.5,4959.5
MU,MUZ,etf,4959.5,4959.5
NBIS,NBIS,underlying,-34944.659999999996,34944.659999999996
NBIS,NBIZ,etf,43496.975421152,43496.975421152
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QBTS,QBTZ,etf,68422.38525052,68422.38525052
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-10358.550000000001,10358.550000000001
RKLB,RKLZ,etf,22869.156144480003,22869.156144480003
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-41849.25,41849.25
SNDK,SNDQ,etf,53665.8001386,53665.8001386
SPCX,SPCX,underlying,-2717.6127056216105,2717.6127056216105
SPCX,SPCG,etf,1789.2,1789.2
SPCX,SSPC,etf,2235.92,2235.92
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-20378.82,20378.82
SVIX,UVIX,etf,21072.011829077997,21072.011829077997
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
