leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,16799.94844416,1629.5120089410966,0.04789907895523848,book,-444.03035422963444,-21.268644995767772,-422.76170923386667,1168.9652741449809
underlying,AMD,AMD,AMD (spot),1629.5120089410966,1629.5120089410966,1.0,book,19.47900171048053,19.47900171048053,0.0,-181.1557576973772
etf,ASTN,ASTS,ASTN|ASTS,,,0.2685678452709261,carry,0.0,0.0,0.0,-5758.77039042
etf,BEZ,BE,BEZ|BE,,,0.496781353609961,carry,0.0,0.0,0.0,708.12144603
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CONI,COIN,CONI|COIN,10246.91677744,10246.91677744,0.5179782480214525,book,-303.87672873202473,-157.40153556310435,-146.47519316892038,2025.914259581491
underlying,COIN,COIN,COIN (spot),10246.91677744,10246.91677744,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,,,0.5018430184853876,carry,0.0,0.0,0.0,-4281.42007207
etf,CORD,CRWV,CORD|CRWV,43815.5306316,28222.8,0.32203087641181105,book,-732.7901490346921,-235.98105391958356,-496.80909511510856,-16279.542804501629
underlying,CRWV,CRWV,CRWV (spot),28222.8,28222.8,1.0,book,0.0,0.0,0.0,479.0729002916536
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,EWV,EWJ,EWV|EWJ,,,0.2502564471268851,carry,0.0,0.0,0.0,-320.05621147
underlying,EWJ,EWJ,EWJ (spot),,,1.0,carry,0.0,0.0,0.0,-0.335
etf,IREZ,IREN,IREZ|IREN,464.126719158872,0.0,0.0,book,-8.28717064934699,-0.0,-8.28717064934699,-4925.084374810972
etf,LITZ,LITE,LITZ|LITE,21265.9408456,19173.72,0.4503261017421468,book,121.62796319562105,54.77224652872133,66.85571666689972,-223.76495740071655
underlying,LITE,LITE,LITE (spot),19173.72,19173.72,1.0,book,0.0,0.0,0.0,3598.288574343557
etf,MSTZ,MSTR,MSTZ|MSTR,10583.89051428,10583.89051428,0.5019808163011242,book,-574.0621496217609,-288.16818647470967,-285.89396314705124,831.7046952485837
underlying,MSTR,MSTR,MSTR (spot),10583.89051428,10583.89051428,1.0,book,0.0,0.0,0.0,2460.352425004378
etf,MUZ,MU,MUZ|MU,4060.476588000001,4060.476588000002,0.4982173782207263,book,126.60344094584781,63.07603442176285,63.52740652408496,466.792688035747
underlying,MU,MU,MU (spot),4060.476588000002,4060.476588000002,1.0,book,0.0,0.0,0.0,0.0
etf,NBIZ,NBIS,NBIZ|NBIS,21982.53765174849,21982.53765174849,0.49400890698059285,book,252.56181544190167,124.76778639148806,127.79402905041361,4183.602334210374
underlying,NBIS,NBIS,NBIS (spot),21982.53765174849,21982.53765174849,1.0,book,0.0,0.0,0.0,621.8682718918602
etf,NVDQ,NVDA,NVDQ|NVDA,,,0.1644662608690461,carry,0.0,0.0,0.0,1118.96918369
etf,QBTZ,QBTS,QBTZ|QBTS,77505.70722986001,0.0,0.0,book,-1124.7115870070138,-0.0,-1124.7115870070138,-8912.69946867035
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RGTZ,RGTI,RGTZ|RGTI,,,0.4703138008534225,carry,0.0,0.0,0.0,-4336.6326752
etf,RKLZ,RKLB,RKLZ|RKLB,25674.44070576,13718.04,0.26834400271995046,book,115.62530835556481,31.027358059860795,84.59795029570401,-7149.346014204941
underlying,RKLB,RKLB,RKLB (spot),13718.04,13718.04,1.0,book,0.0,0.0,0.0,211.4191815727873
etf,SNDQ,SNDK,SNDQ|SNDK,36660.026307600005,36660.026307600005,0.49749882465902673,book,214.30584400796215,106.61690551152189,107.68893849644026,-9097.19497731607
underlying,SNDK,SNDK,SNDK (spot),36660.026307600005,36660.026307600005,1.0,book,0.0,0.0,0.0,2277.9401003324188
etf,SPCG,SPCX,SPCG|SPCX,531.2,369.66717904163255,0.3479547995497294,book,13.743139025483856,4.781991184796299,8.961147840687557,-407.29477807816886
etf,SSPC,SPCX,SSPC|SPCX,2998.96,2087.005051315313,0.34795479954972935,book,78.44278195004699,27.29454246955173,51.14823948049526,-3433.9671145032357
underlying,SPCX,SPCX,SPCX (spot),2456.6722303569454,2456.6722303569454,1.0,book,-58.897056647459976,-58.897056647459976,0.0,706.9834147958017
etf,SDS,SPY,SDS|SPY,,,0.0693014970218851,carry,0.0,0.0,0.0,687.4542207500001
etf,UVIX,SVIX,UVIX|SVIX,32444.38777671,29619.25,0.46010843115166067,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),29619.25,29619.25,1.0,book,0.0,0.0,0.0,0.0
etf,FAZ,XLF,FAZ|XLF,,,0.0,carry,0.0,0.0,0.0,795.72551275
underlying,XLF,XLF,XLF (spot),,,0.0,carry,0.0,0.0,0.0,-19.015827
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
