underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AAOI,AAOI,underlying,0.0,0.0
AMD,AMD,underlying,-1629.5120089410966,1629.5120089410966
AMD,DAMD,etf,16799.94844416,16799.94844416
ASTS,ASTS,underlying,0.0,0.0
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-10246.91677744,10246.91677744
COIN,CONI,etf,10246.91677744,10246.91677744
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-28222.8,28222.8
CRWV,CORD,etf,43815.5306316,43815.5306316
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,0.0,0.0
IREN,IREZ,etf,464.126719158872,464.126719158872
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-19173.72,19173.72
LITE,LITZ,etf,21265.9408456,21265.9408456
MSTR,MSTR,underlying,-10583.89051428,10583.89051428
MSTR,MSTZ,etf,10583.89051428,10583.89051428
MU,MU,underlying,-4060.4765880000014,4060.4765880000014
MU,MUZ,etf,4060.476588000001,4060.476588000001
NBIS,NBIS,underlying,-21982.537651748495,21982.537651748495
NBIS,NBIZ,etf,21982.537651748495,21982.537651748495
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
ORCL,ORCL,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QBTS,QBTZ,etf,77505.70722986001,77505.70722986001
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-13718.039999999999,13718.039999999999
RKLB,RKLZ,etf,25674.44070576,25674.44070576
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-36660.026307600005,36660.026307600005
SNDK,SNDQ,etf,36660.026307600005,36660.026307600005
SPCX,SPCX,underlying,-2456.6722303569454,2456.6722303569454
SPCX,SPCG,etf,531.2,531.2
SPCX,SSPC,etf,2998.96,2998.96
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-29619.25,29619.25
SVIX,UVIX,etf,32444.38777671,32444.38777671
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
