leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,5435.9334354,2679.903878145928,0.24369958300365807,book,-168.09824009871522,-40.965471015705695,-127.13276908300952,571.0039863519031
underlying,AMD,AMD,AMD (spot),2679.903878145928,2679.903878145928,1.0,book,23.106232328100013,23.106232328100013,0.0,-8.504674024484032
etf,ASTN,ASTS,ASTN|ASTS,31897.580289300004,23274.81,0.3653352907924464,book,-1218.3529394293537,-445.1073254142548,-773.2456140150989,-2080.382912658148
underlying,ASTS,ASTS,ASTS (spot),23274.81,23274.81,1.0,book,0.0,0.0,0.0,437.2897160519913
etf,BEZ,BE,BEZ|BE,,,0.496781353609961,carry,0.0,0.0,0.0,708.12144603
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CONI,COIN,CONI|COIN,11901.35587641,11901.35587641,0.5185068041055368,book,471.6181276251434,244.5372081131503,227.0809195119931,2273.7553017560194
underlying,COIN,COIN,COIN (spot),11901.35587641,11901.35587641,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,,,0.5018430184853876,carry,0.0,0.0,0.0,-4281.42007207
etf,CORD,CRWV,CORD|CRWV,102177.15152832,0.4727494592866744,2.315530288374566e-06,book,-3395.93959851386,-0.007863400997849405,-3395.931735112862,-17905.907217693846
underlying,CRWV,CRWV,CRWV (spot),,,1.0,carry,0.0020370613035538554,0.0020370613035538554,0.0,-137.39066576430326
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,EWV,EWJ,EWV|EWJ,3173.7614451840004,1587.168,0.2500905245766811,book,-218.9194073818101,-54.74966943213303,-164.16973794967706,-218.9194073818101
underlying,EWJ,EWJ,EWJ (spot),1587.168,1587.168,1.0,book,-0.335,-0.335,0.0,-0.335
etf,IREZ,IREN,IREZ|IREN,32496.30762276,32496.30762276,0.49900099999800396,book,-288.58794730211775,-144.00567429112803,-144.58227301098972,-6770.069070550912
underlying,IREN,IREN,IREN (spot),32496.30762276,32496.30762276,1.0,book,0.0,0.0,0.0,0.0
etf,LITZ,LITE,LITZ|LITE,66774.91307724,14288.0,0.10707403394795743,book,-4544.901221839082,-486.64090771731105,-4058.2603141217705,-5204.332383651473
underlying,LITE,LITE,LITE (spot),14288.0,14288.0,1.0,book,0.0,0.0,0.0,3598.288574343557
etf,MSTZ,MSTR,MSTZ|MSTR,21017.38651236,15107.85,0.360415822480073,book,4.993589918338557,1.7997688175461917,3.1938211007923654,869.2160499158086
underlying,MSTR,MSTR,MSTR (spot),15107.85,15107.85,1.0,book,0.0,0.0,0.0,2460.352425004378
etf,MUZ,MU,MUZ|MU,5183.5,5183.5,0.5,book,-357.2813396368052,-178.6406698184026,-178.6406698184026,-74.6219413558278
