symbol,underlying,bucket,leg_class,total_pnl
AALG,AAL,bucket_1,core_levered_etf,-53.049505280000005
AAOG,AAOI,bucket_1,core_levered_etf,3566.443432571277
AAOX,AAOI,bucket_1,core_levered_etf,24618.791476950544
AAPB,AAPL,bucket_1,core_levered_etf,-2512.92475693
AAPU,AAPL,bucket_1,core_levered_etf,-526.41102638
AAPX,AAPL,bucket_1,core_levered_etf,-285.34401598000005
ABNG,ABNB,bucket_1,core_levered_etf,-306.98013925
ADBG,ADBE,bucket_1,core_levered_etf,197.53861027219207
AFRU,AFRM,bucket_1,core_levered_etf,-1410.6841307317393
AIYY,AI,bucket_2,yieldboost_etf,733.4852614600001
ALBG,ALB,bucket_1,core_levered_etf,699.9030563691787
AMA,AMAT,bucket_1,core_levered_etf,266.81512561590046
AMAU,AMAT,bucket_1,core_levered_etf,52.03872011735047
AMDG,AMD,bucket_1,core_levered_etf,-12289.126408657728
AMDL,AMD,bucket_1,core_levered_etf,-12668.174734203787
AMDY,AMD,bucket_2,yieldboost_etf,762.54158561
AMKL,AMKR,bucket_1,core_levered_etf,422.4416028738929
AMPU,AMPX,bucket_1,core_levered_etf,2604.4528547628606
AMUU,AMD,bucket_1,core_levered_etf,-12862.062962525586
AMYY,AMD,bucket_2,yieldboost_etf,-12684.88700142
AMZO,AMZN,bucket_3,flow_inverse,3789.1712161587193
AMZU,AMZN,bucket_1,core_levered_etf,-1465.6709020453036
AMZW,AMZN,bucket_2,yieldboost_etf,808.3839427500001
AMZY,AMZN,bucket_2,yieldboost_etf,603.20038009
AMZZ,AMZN,bucket_1,core_levered_etf,-3355.4632997264093
ANEL,ANET,bucket_1,core_levered_etf,320.20358189300066
APHU,APH,bucket_1,core_levered_etf,-246.4301215956737
APLY,AAPL,bucket_2,yieldboost_etf,-103.76495595
APPX,APP,bucket_1,core_levered_etf,-7.0555381054646205
ARCX,ACHR,bucket_1,core_levered_etf,1061.963129965358
ARMG,ARM,bucket_1,core_levered_etf,-1605.2754536598914
ARMW,ARM,bucket_2,yieldboost_etf,-394.01817473
ASMG,ASML,bucket_1,core_levered_etf,-480.20748736
ASMU,ASML,bucket_1,core_levered_etf,-1115.6754729078232
ASTN,ASTS,bucket_4,inverse_b4_etf,-2080.3829126581477
ASTX,ASTS,bucket_1,core_levered_etf,11169.173407224947
