symbol,underlying,bucket,pair,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
NFLX,NFLX,bucket_2,NFLX (spot),NETFLIX INC,53.76412938,3794.101428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.86555738
VRT,VRT,bucket_2,VRT (spot),VERTIV HOLDINGS CO-A,111.27785712,2420.68154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2531.95939712
ETHU,ETHA,bucket_1,ETHA | ETHU,2X ETHER ETF,14.30841033,2238.748155,0.0,0.0,-5.0,-6.0200000000000005,1.8161199439394973,0.0,0.0,2243.8526852739396
TER,TER,bucket_2,TER (spot),TERADYNE INC,-3.35040458,2236.849724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2233.49931942
SOLT,SOEZ,bucket_1,SOEZ | SOLT,2X SOLANA ETF,13.2908996,2231.572885,0.0,0.0,-12.1,-5.49,1.6412751474482727,0.0,0.0,2228.9150597474486
XXRP,XRPZ,bucket_1,XRPZ | XXRP,TEUCRIUM 2X LONG XRP ETF,1652.83345397,569.344835,0.0,0.0,-11.16,-7.7,1.839591456633781,0.0,0.0,2205.1578804266337
LABX,ALAB,bucket_1,ALAB | LABX,TRADR 2X LONG ALAB DAILY ETF,4e-07,2137.366169,0.0,0.0,0.0,-13.88,1.8062192169928255,0.0,0.0,2125.2923886169924
ETU,ETHA,bucket_1,ETHA | ETU,T-REX 2X LONG ETHER D TA ETF,1791.66418097,226.172144,0.0,0.0,0.0,-8.6,1.8289274284612789,0.0,0.0,2011.0652523984616
ETHT,ETHA,bucket_1,ETHA | ETHT,PROSHARES ULTRA ETHER ETF,0.0,1995.172271,0.0,0.0,-1.55,-12.03,0.45515829608177766,0.0,0.0,1982.0474292960819
COIW,COIN,bucket_2,COIN | COIW,ROUNDHILL COIN WEEKLYPAY ETF,2003.50306779,0.0,0.0,0.0,-136.06,-13.67,0.0,0.0,0.0,1853.77306779
BITU,IBIT,bucket_1,IBIT | BITU,PROSHARES ULTRA BITCOIN ETF,14.32960718,1843.306198,0.0,0.0,-3.66,-5.8,1.838881408981846,0.0,0.0,1850.014686588982
UXRP,XRPZ,bucket_1,XRPZ | UXRP,PROSHARES ULTRA XRP ETF,-1.7e-07,1833.172087,0.0,0.0,0.0,-9.09,1.8579106860537102,0.0,0.0,1825.9399975160536
BTCL,IBIT,bucket_1,IBIT | BTCL,T-REX 2X LONG BITCOIN DAILY,15.80522437,1713.773162,0.0,0.0,0.0,-11.8,1.822186413565719,0.0,0.0,1719.6005727835657
BITX,IBIT,bucket_1,IBIT | BITX,2X BITCOIN STRATEGY ETF,14.24840192,1727.222072,0.0,0.0,-6.93,-18.16,1.8339199510139486,0.0,0.0,1718.214393871014
PANG,PANW,bucket_1,PANW | PANG,LEVERAGE SHARES 2X PANW,0.0,1609.471323,0.0,0.0,0.0,-16.34,1.88443984144914,0.0,0.0,1595.0157628414493
