symbol,underlying,bucket,leg_class,total_pnl
AALG,AAL,bucket_1,core_levered_etf,-53.049505280000005
AAOX,AAOI,bucket_1,core_levered_etf,-7215.982201260518
AAPB,AAPL,bucket_1,core_levered_etf,-2426.201712553816
AAPU,AAPL,bucket_1,core_levered_etf,-526.41102638
AAPX,AAPL,bucket_1,core_levered_etf,-285.34401598000005
ABNG,ABNB,bucket_1,core_levered_etf,-306.98013925
ADBG,ADBE,bucket_1,core_levered_etf,350.66113573337753
AFRU,AFRM,bucket_1,core_levered_etf,-1383.9751561058295
AIYY,AI,bucket_2,yieldboost_etf,733.4852614600001
ALBG,ALB,bucket_1,core_levered_etf,636.9917177170252
AMDG,AMD,bucket_1,core_levered_etf,-12391.217033351235
AMDL,AMD,bucket_1,core_levered_etf,-12852.077652984386
AMDY,AMD,bucket_2,yieldboost_etf,762.54158561
AMUU,AMD,bucket_1,core_levered_etf,-12954.65799876411
AMYY,AMD,bucket_2,yieldboost_etf,-8453.41925976159
AMZO,AMZN,bucket_3,flow_inverse,2866.0865726325715
AMZU,AMZN,bucket_1,core_levered_etf,-1433.442401040214
AMZW,AMZN,bucket_2,yieldboost_etf,808.3839427500001
AMZY,AMZN,bucket_2,yieldboost_etf,603.20038009
AMZZ,AMZN,bucket_1,core_levered_etf,-3296.9138111984607
ANEL,ANET,bucket_1,core_levered_etf,385.6900970110772
APHU,APH,bucket_1,core_levered_etf,-309.7992099206213
APLY,AAPL,bucket_2,yieldboost_etf,-103.76495595
APPX,APP,bucket_1,core_levered_etf,-142.91502930284977
ARCX,ACHR,bucket_1,core_levered_etf,1228.7364860414448
ARMG,ARM,bucket_1,core_levered_etf,-2193.4776278960876
ARMW,ARM,bucket_2,yieldboost_etf,-394.01817473
ASMG,ASML,bucket_1,core_levered_etf,-480.20748736
ASMU,ASML,bucket_1,core_levered_etf,-1193.6344797018774
ASTN,ASTS,bucket_4,inverse_b4_etf,4143.10530023214
ASTX,ASTS,bucket_1,core_levered_etf,-6627.1068501191185
AVGG,AVGO,bucket_1,core_levered_etf,-2919.684621777692
AVL,AVGO,bucket_1,core_levered_etf,-2518.9985689025725
AVXX,AVAV,bucket_1,core_levered_etf,1321.3643240984632
AXTX,AXTI,bucket_1,core_levered_etf,-3380.3474717646877
AZYY,AMZN,bucket_3,flow_low_delta,99.42178575000001
BABO,BABA,bucket_2,yieldboost_etf,143.84432341000002
BABU,BABA,bucket_1,core_levered_etf,388.08634043591803
BABX,BABA,bucket_1,core_levered_etf,2452.5566348349857
BAIG,BBAI,bucket_1,core_levered_etf,-734.9622084237883
BBYY,BABA,bucket_2,yieldboost_etf,8088.351612607145
BEG,BE,bucket_1,core_levered_etf,719.2807296640057
BEX,BE,bucket_1,core_levered_etf,-5957.7124792872755
BEZ,BE,bucket_4,inverse_b4_etf,708.12144603
BIDG,BIDU,bucket_1,core_levered_etf,49.41582906911553
BITU,IBIT,bucket_1,core_levered_etf,446.3969073665539
BITX,IBIT,bucket_1,core_levered_etf,461.8528581116698
BLSG,BLSH,bucket_1,core_levered_etf,2511.6996905024475
BMNG,BMNR,bucket_1,core_levered_etf,3092.1368069694267
BMNU,BMNR,bucket_1,core_levered_etf,4026.745381037781
BOEG,BA,bucket_1,core_levered_etf,904.3634771031399
BOEU,BA,bucket_1,core_levered_etf,1064.009954891954
BTCL,IBIT,bucket_1,core_levered_etf,467.26345151877206
BULG,BULL,bucket_1,core_levered_etf,-274.4905390988917
CCUP,CRCL,bucket_1,core_levered_etf,2776.9756916706715
CEGX,CEG,bucket_1,core_levered_etf,1248.1918064667086
CHAU,ASHR,bucket_1,core_levered_etf,-194.36968233
