underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-2123.400217934283,2123.400217934283
AMD,DAMD,etf,5689.3680324,5689.3680324
ASTS,ASTS,underlying,-20401.897027980005,20401.897027980005
ASTS,ASTN,etf,20401.897027980005,20401.897027980005
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-1891.6666227212988,1891.6666227212988
COIN,CONI,etf,15189.930658350002,15189.930658350002
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-0.8483211029335411,0.8483211029335411
CRWV,CORD,etf,75336.14055000001,75336.14055000001
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-26336.533014055,26336.533014055
IREN,IREZ,etf,26336.533014055003,26336.533014055003
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-10216.8,10216.8
LITE,LITZ,etf,58666.88806992,58666.88806992
MSTR,MSTR,underlying,-10380.086985047386,10380.086985047386
MSTR,MSTZ,etf,24678.258353279998,24678.258353279998
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-32643.749999999996,32643.749999999996
NBIS,NBIZ,etf,33521.085027760004,33521.085027760004
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-7458.789999999999,7458.789999999999
QBTS,QBTZ,etf,27065.75476896,27065.75476896
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,-12130.254606765102,12130.254606765102
RGTI,RGTZ,etf,12130.2546067651,12130.2546067651
RKLB,RKLB,underlying,-10954.2258896,10954.2258896
RKLB,RKLZ,etf,10954.2258896,10954.2258896
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-16403.12,16403.12
SNDK,SNDQ,etf,44880.3997424,44880.3997424
SPCX,SPCX,underlying,-1149.33,1149.33
SPCX,SPCG,etf,1347.84,1347.84
SPCX,SSPC,etf,1697.84,1697.84
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-21692.3,21692.3
SVIX,UVIX,etf,19592.944083360002,19592.944083360002
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
