underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,-14116.05,14116.05
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
CLSK,CLSK,underlying,-13728.0,13728.0
COIN,COIN,underlying,-2989.045757858462,2989.045757858462
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-13949.244431759886,13949.244431759886
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,-3145.954921832096,3145.954921832096
IREN,IREN,underlying,-6421.874680165432,6421.874680165432
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-12826.64546320217,12826.64546320217
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-25896.537600000007,25896.537600000007
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-8767.404822721828,8767.404822721828
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,-3091.463292291287,3091.463292291287
RKLB,RKLB,underlying,0.0,0.0
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
