symbol,underlying,bucket,leg_class,total_pnl
AALG,AAL,bucket_1,core_levered_etf,122.98972318958211
AAOX,AAOI,bucket_1,core_levered_etf,-8882.78764735
AAPB,AAPL,bucket_1,core_levered_etf,-1019.727548432578
AAPU,AAPL,bucket_1,core_levered_etf,-526.41102638
AAPX,AAPL,bucket_1,core_levered_etf,-285.34401598000005
ABNG,ABNB,bucket_1,core_levered_etf,-306.98013925
ADBG,ADBE,bucket_1,core_levered_etf,201.67784927037292
AFRU,AFRM,bucket_1,core_levered_etf,-1023.7989994301831
AIYY,AI,bucket_2,yieldboost_etf,698.9320090025781
ALBG,ALB,bucket_1,core_levered_etf,41.426353999999996
AMDG,AMD,bucket_1,core_levered_etf,-7135.010944021792
AMDL,AMD,bucket_1,core_levered_etf,-7470.791791821937
AMDY,AMD,bucket_2,yieldboost_etf,762.54158561
AMUU,AMD,bucket_1,core_levered_etf,-7339.082717979168
AMZO,AMZN,bucket_3,flow_inverse,4607.397282458349
AMZU,AMZN,bucket_1,core_levered_etf,-1441.2541795500001
AMZW,AMZN,bucket_2,yieldboost_etf,808.3839427500001
AMZY,AMZN,bucket_2,yieldboost_etf,603.20038009
AMZZ,AMZN,bucket_1,core_levered_etf,-3154.3474240805344
ANEL,ANET,bucket_1,core_levered_etf,77.44618093356894
APHU,APH,bucket_1,core_levered_etf,-94.92613763783612
APLY,AAPL,bucket_2,yieldboost_etf,-103.76495595
APPX,APP,bucket_1,core_levered_etf,1339.9773296004716
ARCX,ACHR,bucket_1,core_levered_etf,205.5200813095575
ARMG,ARM,bucket_1,core_levered_etf,-809.965327162188
ARMW,ARM,bucket_2,yieldboost_etf,-394.01817473
ASMG,ASML,bucket_1,core_levered_etf,-480.20748736
ASMU,ASML,bucket_1,core_levered_etf,61.99786679728591
ASTX,ASTS,bucket_1,core_levered_etf,4625.103661052643
AVGG,AVGO,bucket_1,core_levered_etf,-2935.590244304312
AVL,AVGO,bucket_1,core_levered_etf,-2532.330669152134
AVXX,AVAV,bucket_1,core_levered_etf,324.57816899360074
AZYY,AMZN,bucket_3,flow_low_delta,99.42178575000001
BABO,BABA,bucket_2,yieldboost_etf,143.84432341000002
BABU,BABA,bucket_1,core_levered_etf,261.93998575
BABX,BABA,bucket_1,core_levered_etf,2080.074247492353
BAIG,BBAI,bucket_1,core_levered_etf,-1508.9392718920044
BEX,BE,bucket_1,core_levered_etf,-5249.050104936613
BIDG,BIDU,bucket_1,core_levered_etf,-91.71433125
BITU,IBIT,bucket_1,core_levered_etf,336.8476639171573
BITX,IBIT,bucket_1,core_levered_etf,191.1323770707058
BLSG,BLSH,bucket_1,core_levered_etf,278.10253957875915
BMNG,BMNR,bucket_1,core_levered_etf,79.43672946838711
BMNU,BMNR,bucket_1,core_levered_etf,-18.907932018829896
BOEG,BA,bucket_1,core_levered_etf,596.0314038077433
BOEU,BA,bucket_1,core_levered_etf,818.2158841510376
BTCL,IBIT,bucket_1,core_levered_etf,245.5579473545997
BULG,BULL,bucket_1,core_levered_etf,-289.8623056912341
CCUP,CRCL,bucket_1,core_levered_etf,-33.9833017211613
CEGX,CEG,bucket_1,core_levered_etf,-144.579487337806
CHAU,ASHR,bucket_1,core_levered_etf,-194.36968233
CHNU,CHNL,bucket_1,core_levered_etf,-105.51749225
CIFG,CIFR,bucket_1,core_levered_etf,-267.3233239365633
CLSX,CLSK,bucket_1,core_levered_etf,-1444.8832391428257
CMGG,CMG,bucket_1,core_levered_etf,1438.6472096371403
CNCG,CNC,bucket_1,core_levered_etf,-2036.8990970406785
COHX,COHR,bucket_1,core_levered_etf,-176.62146331180813
COIA,COIN,bucket_1,core_levered_etf,-311.4392997478224
COIG,COIN,bucket_1,core_levered_etf,265.06362439812233
COIW,COIN,bucket_2,yieldboost_etf,1853.77306779
