underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BLSH,BLSX,etf,2235.87,2235.87
CELH,CELH,underlying,0.0,0.0
CELH,CELT,etf,2540.962,2540.962
COIN,COIN,underlying,0.0,0.0
CRWV,CRWV,underlying,0.0,0.0
DKNG,DKNG,underlying,0.0,0.0
DKNG,DKUP,etf,2756.9376,2756.9376
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IREN,IREN,underlying,0.0,0.0
MSTR,MSTR,underlying,0.0,0.0
MU,MU,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
QQQ,QQQ,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
XRPZ,GXRP,etf,-5174.08,5174.08
XRPZ,XRP,etf,-5183.6900000000005,5183.6900000000005
