symbol,underlying,bucket,pair,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
NVTS,NVTS,bucket_1,NVTS (spot),NAVITAS SEMICONDUCTOR CORP,24468.166699999998,15228.244921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39696.411621
NBIS,NBIS,bucket_1,NBIS (spot),NEBIUS GROUP NV,13733.966333,23049.474869230657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36783.44120223066
AMD,AMD,bucket_1,AMD (spot),ADVANCED MICRO DEVICES,21268.353063414324,11035.549716530162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32303.90277994449
MTYY,MSTR,bucket_2,MSTR | MTYY,GRANITE YIELDBOOST MSTR ETF,830.7256868100001,42577.13835,0.0,0.0,-17347.63,-2053.43,612.8248273833275,0.0,0.0,24619.628864193328
SNDK,SNDK,bucket_1,SNDK (spot),SANDISK CORP,9779.269604,13400.440019222759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23179.709623222756
ALAB,ALAB,bucket_1,ALAB (spot),ASTERA LABS INC,8064.40195167,10652.962829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18717.36478067
INTC,INTC,bucket_1,INTC (spot),INTEL CORP,14743.08265,3735.731489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18478.814139000002
BE,BE,bucket_1,BE (spot),BLOOM ENERGY CORP- A,3137.2311259999997,14260.306388988174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17397.537514988173
COYY,COIN,bucket_2,COIN | COYY,GRANITE YIELDBOOST COIN ETF,2938.01197694,20903.937184,-9.370000000000001,0.0,-6510.88,-1200.94,363.79464107626796,0.0,0.0,16484.553802016268
MU,MU,bucket_2,MU (spot),MICRON TECHNOLOGY INC,6022.469394383888,10120.849082576526,2.379349328832558,0.0,0.0,0.0,0.0,0.0,0.0,16145.697826289246
BTFL,KEEL,bucket_1,KEEL | BTFL,,4683.1764934,10020.241956,0.0,0.0,0.0,-9.42,0.0,0.0,0.0,14693.9984494
AMD,AMD,bucket_2,AMD (spot),ADVANCED MICRO DEVICES,6690.19379858568,7324.194106817335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14014.387905403015
MRVL,MRVL,bucket_1,MRVL (spot),MARVELL TECHNOLOGY INC,11561.592616,935.865037,8.76,0.0,0.0,0.0,0.0,0.0,0.0,12506.217653
CRDO,CRDO,bucket_1,CRDO (spot),CREDO TECHNOLOGY GROUP HOLDI,3295.913721,8466.913071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11762.826792
HUT,HUT,bucket_1,HUT (spot),HUT 8 CORP,4572.68149244,6734.18437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11306.86586244
AAOI,AAOI,bucket_1,AAOI (spot),APPLIED OPTOELECTRONICS INC,8543.922664,2341.858884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10885.781547999999
LUNL,LUNR,bucket_1,LUNR | LUNL,DEF DAI TAR 2X LG LUNR ETF,-0.46989836,10606.515752,0.0,0.0,0.0,-576.49,28.225766552669807,0.0,0.0,10057.78162019267
IONQ,IONQ,bucket_2,IONQ (spot),IONQ INC,10622.81476286679,-798.7770623823149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9824.037700484476
PANW,PANW,bucket_1,PANW (spot),PALO ALTO NETWORKS INC,9164.01227489,428.818274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9592.830548889999
PLUG,PLUG,bucket_1,PLUG (spot),PLUG POWER INC,7718.977841999999,1037.11749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8756.095331999999
FLYT,FLY,bucket_1,FLY | FLYT,TRADR 2X LONG FLY DAILY ETF,-2.5e-07,8665.556661,0.0,0.0,0.0,-377.69,36.255531701869415,0.0,0.0,8324.122192451869
CIFR,CIFR,bucket_1,CIFR (spot),CIPHER DIGITAL INC,1987.47452675,6331.323152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8318.79767875
NVDA,NVDA,bucket_1,NVDA (spot),NVIDIA CORP,8097.35686824,48.277581,1.44,0.0,0.0,0.0,0.0,0.0,0.0,8147.07444924
QUBT,QUBT,bucket_1,QUBT (spot),QUANTUM COMPUTING INC,5706.63409,2430.384223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8137.018313
WULF,WULF,bucket_1,WULF (spot),TERAWULF INC,2504.461779,5290.307053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7794.768832000001
ASTX,ASTS,bucket_1,ASTS | ASTX,TRADR 2X LONG ASTS DAILY ETF,44.10290499,7623.671585,0.0,0.0,0.0,-253.47,65.39087812393397,0.0,0.0,7479.695368113934
NBIZ,NBIS,bucket_4,NBIS | NBIZ,TRADR 2X SHRT NBIS DAILY ETF,0.0,7384.035473,0.0,0.0,0.0,-129.65,25.75950191195087,0.0,0.0,7280.144974911951
MU,MU,bucket_1,MU (spot),MICRON TECHNOLOGY INC,4524.2379055361125,2640.012418423473,0.6206506711674418,0.0,0.0,0.0,0.0,0.0,0.0,7164.870974630753
MARA,MARA,bucket_2,MARA (spot),MARA HOLDINGS INC,3915.078925562264,3244.382657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7159.461582562264
HOOD,HOOD,bucket_2,HOOD (spot),ROBINHOOD MARKETS INC - A,733.8436732057893,6058.604784877622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6792.4484580834105
VRT,VRT,bucket_1,VRT (spot),VERTIV HOLDINGS CO-A,6032.010926,628.695893,2.06,0.0,0.0,0.0,0.0,0.0,0.0,6662.766819
SOXX,SOXX,bucket_1,SOXX (spot),ISHARES SEMICONDUCTOR ETF,4744.07971759,1840.08043,5.37,0.0,5.86,0.0,0.0,0.0,0.0,6595.390147589999
IONQ,IONQ,bucket_1,IONQ (spot),IONQ INC,5852.775591823212,710.2246823823141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6563.000274205527
XBTY,IBIT,bucket_2,IBIT | XBTY,GRANITE YIELDBOOST BITCOIN,840.68578316,11514.08519,-1.73,0.0,-5473.08,-678.03,278.5798908151348,0.0,0.0,6480.510863975136
AVGO,AVGO,bucket_1,AVGO (spot),BROADCOM INC,6081.02444872,345.074968,34.45,0.0,0.0,0.0,0.0,0.0,0.0,6460.5494167199995
QBTZ,QBTS,bucket_4,QBTS | QBTZ,DEF DAILY T2X SHORT QBTS,0.0,6812.588242,0.0,0.0,0.0,-468.73,43.40376535593235,0.0,0.0,6387.262007355933
CRCL,CRCL,bucket_4,CRCL (spot),CIRCLE INTERNET GROUP INC,0.0,6276.623596346291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6276.623596346291
BBYY,BABA,bucket_2,BABA | BBYY,GRANITE YBST BABA ETF,0.0,8611.447297,0.0,0.0,-1991.6,-604.38,186.6808770128403,0.0,0.0,6202.14817401284
IREN,IREN,bucket_1,IREN (spot),IREN LTD,419.51898600000004,5741.459645172132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6160.978631172132
RDW,RDW,bucket_1,RDW (spot),REDWIRE CORP,4338.932904,1455.692088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5794.624992
EOSE,EOSE,bucket_1,EOSE (spot),EOS ENERGY ENTERPRISES INC,5865.963068,-405.074712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5460.888356
