underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
AMD,DAMD,etf,2862.69270948,2862.69270948
ASTS,ASTS,underlying,0.0,0.0
ASTS,ASTN,etf,35842.538699280005,35842.538699280005
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BE,BEZ,etf,10431.916991999999,10431.916991999999
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,0.0,0.0
COIN,CONI,etf,598.602538539,598.602538539
CRCL,CRCL,underlying,0.0,0.0
CRCL,CRCD,etf,9685.698832810001,9685.698832810001
CRWV,CRWV,underlying,0.0,0.0
CRWV,CORD,etf,16691.035488375,16691.035488375
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,0.0,0.0
IREN,IREZ,etf,17699.723494200003,17699.723494200003
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
LITE,LITZ,etf,14863.46501484,14863.46501484
MSTR,MSTR,underlying,0.0,0.0
MSTR,MSTZ,etf,6995.55652992,6995.55652992
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,0.0,0.0
NBIS,NBIZ,etf,13428.26664705,13428.26664705
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QBTS,QBTZ,etf,22195.16303202,22195.16303202
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RGTI,RGTZ,etf,10495.8534304,10495.8534304
RKLB,RKLB,underlying,0.0,0.0
RKLB,RKLZ,etf,12162.412568599999,12162.412568599999
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPCX,SSPC,etf,25620.0,25620.0
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-5321.5199999999995,5321.5199999999995
SVIX,UVIX,etf,5831.46684096,5831.46684096
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
