leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,2862.69270948,2862.6927094800003,0.4930951880812977,book,76.1098658242754,37.52940860346341,38.580457220811994,342.58216912747065
underlying,AMD,AMD,AMD (spot),2862.6927094800003,2862.6927094800003,1.0,book,0.0,0.0,0.0,0.0
etf,ASTN,ASTS,ASTN|ASTS,35842.538699280005,16394.559999999998,0.22795690299821994,book,-2884.5157841102027,-657.5452847952438,-2226.970499314959,-3192.5675823046745
underlying,ASTS,ASTS,ASTS (spot),16394.559999999998,16394.559999999998,1.0,book,0.0,0.0,0.0,86.46890445063927
etf,BEZ,BE,BEZ|BE,10431.916992,10431.916992,0.49792861695347357,book,547.7273093072681,272.7291015910154,274.9982077162527,1875.0568023213823
underlying,BE,BE,BE (spot),10431.916992,10431.916992,1.0,book,0.0,0.0,0.0,0.0
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CONI,COIN,CONI|COIN,598.602538539,598.602538539,0.5193065180757617,book,3.995121584873168,2.0746926795298033,1.9204289053433645,-38.586380214224114
underlying,COIN,COIN,COIN (spot),598.602538539,598.602538539,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,9685.69883281,9685.69883281,0.5033059652326305,book,-88.16025611773193,-44.37158280049099,-43.78867331724094,-2875.479915139338
underlying,CRCL,CRCL,CRCL (spot),9685.69883281,9685.69883281,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,16691.035488375,16691.035488375,0.4984858492329549,book,-873.1883819716088,-435.27205212746725,-437.91632984414156,1122.09734091656
underlying,CRWV,CRWV,CRWV (spot),16691.035488375,16691.035488375,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,17699.723494200003,17699.723494200003,0.4982111727841186,book,-903.940807552829,-450.3534098583182,-453.58739769451086,1345.3677240811585
underlying,IREN,IREN,IREN (spot),17699.723494200003,17699.723494200003,1.0,book,0.0,0.0,0.0,0.0
etf,LITZ,LITE,LITZ|LITE,14863.46501484,12515.02,0.420607823994538,book,817.2079248116694,343.7240470061283,473.4838778055411,-171.4812204959644
underlying,LITE,LITE,LITE (spot),12515.02,12515.02,1.0,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,6995.55652992,6995.55652992,0.5027591421722413,book,-175.82612867533635,-88.39819362427822,-87.42793505105813,-1980.649425847402
underlying,MSTR,MSTR,MSTR (spot),6995.55652992,6995.55652992,1.0,book,34.79056370015883,34.79056370015883,0.0,1792.064576493774
etf,MUZ,MU,MUZ|MU,,,0.0,carry,0.0,0.0,0.0,4.4114826
etf,NBIZ,NBIS,NBIZ|NBIS,13428.26664705,13428.26664705,0.49105928362307466,book,-178.61566057221808,-87.71087832445566,-90.90478224776241,7280.144974911951
underlying,NBIS,NBIS,NBIS (spot),13428.26664705,13428.26664705,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,22195.16303202,7512.29,0.16943371117711611,book,-204.75093714357627,-34.69171114722856,-170.05922599634772,6387.262007355933
underlying,QBTS,QBTS,QBTS (spot),7512.29,7512.29,1.0,book,0.0,0.0,0.0,797.8958168807003
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RGTZ,RGTI,RGTZ|RGTI,10495.842864,4040.82,0.1937902470351021,book,-10.416066511097597,-2.018532102319657,-8.39753440877794,-662.7761718133207
underlying,RGTI,RGTI,RGTI (spot),4040.82,4040.82,1.0,book,0.0,0.0,0.0,0.0
etf,RKLZ,RKLB,RKLZ|RKLB,12162.4125686,5515.950000000001,0.22646436389455266,book,-753.840859154451,-170.7180906461358,-583.1227685083152,-2046.140067223992
underlying,RKLB,RKLB,RKLB (spot),5515.950000000001,5515.950000000001,1.0,book,0.0,0.0,0.0,-3.333006021475057
etf,SSPC,SPCX,SSPC|SPCX,25620.0,0.0,0.0,book,-3137.7313925802364,-0.0,-3137.7313925802364,-2412.4720456398086
etf,UVIX,SVIX,UVIX|SVIX,5831.46684096,5324.061735467069,0.4580639985861939,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),5324.061735467069,5324.061735467069,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
