leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,ASTN,ASTS,ASTN|ASTS,12212.73762132,9867.2,0.4026545858542781,book,172.88312954190832,69.6121849268886,103.27094461501972,618.5790450067541
underlying,ASTS,ASTS,ASTS (spot),9867.2,9867.2,1.0,book,-16.631356216354135,-16.631356216354135,0.0,86.46890445063927
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
underlying,CLSK,CLSK,CLSK (spot),,,1.0,carry,-75.27881576350717,-75.27881576350717,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,5946.661090370001,5946.661090370001,0.5033059652326305,book,-37.265618204616885,-18.756007940465388,-18.509610264151497,-565.9105453397008
underlying,CRCL,CRCL,CRCL (spot),5946.661090370001,5946.661090370001,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,18402.4080405,18402.4080405,0.4984858492329549,book,-656.0990136762866,-327.0560740133278,-329.0429396629588,-2143.4846548897426
underlying,CRWV,CRWV,CRWV (spot),18402.4080405,18402.4080405,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,22844.28897168,22844.28897168,0.49821117278411864,book,-1149.039014166522,-572.4640748226104,-576.5749393439116,-3635.71575004569
underlying,IREN,IREN,IREN (spot),22844.28897168,22844.28897168,1.0,book,0.0,0.0,0.0,0.0
etf,MSDD,MSTR,MSDD|MSTR,1843.9329,1843.9329,1.0,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,3242.5069248,3242.5069248,0.5027591421722413,book,-34.913992939564764,-17.55332914010327,-17.360663799461495,-340.45749504407974
underlying,MSTR,MSTR,MSTR (spot),5086.4398248,5086.4398248,1.0,book,0.0,0.0,0.0,74.35194977886471
etf,NBIZ,NBIS,NBIZ|NBIS,22661.866644480004,22661.866644480004,0.4910592836230746,book,-295.69098901686743,-145.20180524042135,-150.48918377644608,-1386.8434823001678
underlying,NBIS,NBIS,NBIS (spot),22661.866644480004,22661.866644480004,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,18725.746124,18725.746124,0.5005942053217168,book,-799.6094540839916,-400.27985923490763,-399.329594849084,-1770.4653781263669
underlying,QBTS,QBTS,QBTS (spot),18725.746124,18725.746124,1.0,book,0.0,0.0,0.0,478.2292524070654
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RKLZ,RKLB,RKLZ|RKLB,2133.0612919,2133.0612919,0.4993433634770277,book,-65.71585990793565,-32.81477852021374,-32.90108138772191,66.9978227185004
underlying,RKLB,RKLB,RKLB (spot),2133.0612919,2133.0612919,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
