symbol,underlying,bucket,leg_class,total_pnl
AALG,AAL,bucket_1,core_levered_etf,-53.049505280000005
AAOX,AAOI,bucket_1,core_levered_etf,19706.69986787806
AAPB,AAPL,bucket_1,core_levered_etf,-2512.78475693
AAPU,AAPL,bucket_1,core_levered_etf,-526.41102638
AAPX,AAPL,bucket_1,core_levered_etf,-285.34401598000005
ABNG,ABNB,bucket_1,core_levered_etf,-306.98013925
ADBG,ADBE,bucket_1,core_levered_etf,197.99087195682964
AFRU,AFRM,bucket_1,core_levered_etf,-1446.0402079243122
AIYY,AI,bucket_2,yieldboost_etf,733.4852614600001
ALBG,ALB,bucket_1,core_levered_etf,647.8586226718146
AMA,AMAT,bucket_1,core_levered_etf,410.67409648154
AMDG,AMD,bucket_1,core_levered_etf,-12223.85310778018
AMDL,AMD,bucket_1,core_levered_etf,-12689.446541362424
AMDY,AMD,bucket_2,yieldboost_etf,762.54158561
AMKL,AMKR,bucket_1,core_levered_etf,580.6692858877665
AMPU,AMPX,bucket_1,core_levered_etf,2046.2431054803158
AMUU,AMD,bucket_1,core_levered_etf,-12799.188022573286
AMYY,AMD,bucket_2,yieldboost_etf,-10320.684599069353
AMZO,AMZN,bucket_3,flow_inverse,3216.5912974652597
AMZU,AMZN,bucket_1,core_levered_etf,-1444.7056536922057
AMZW,AMZN,bucket_2,yieldboost_etf,808.3839427500001
AMZY,AMZN,bucket_2,yieldboost_etf,603.20038009
AMZZ,AMZN,bucket_1,core_levered_etf,-3324.226588739192
ANEL,ANET,bucket_1,core_levered_etf,373.64161613825536
APHU,APH,bucket_1,core_levered_etf,-260.47334137501093
APLY,AAPL,bucket_2,yieldboost_etf,-103.76495595
APPX,APP,bucket_1,core_levered_etf,-760.458822183925
ARCX,ACHR,bucket_1,core_levered_etf,951.3789433488928
ARMG,ARM,bucket_1,core_levered_etf,-1798.0204083017
ARMW,ARM,bucket_2,yieldboost_etf,-394.01817473
ASMG,ASML,bucket_1,core_levered_etf,-480.20748736
ASMU,ASML,bucket_1,core_levered_etf,-1049.2516401629214
ASTN,ASTS,bucket_4,inverse_b4_etf,952.3320060192352
ASTX,ASTS,bucket_1,core_levered_etf,5664.05450732312
AVGG,AVGO,bucket_1,core_levered_etf,-2916.881525170532
AVL,AVGO,bucket_1,core_levered_etf,-2509.677705835647
AVXX,AVAV,bucket_1,core_levered_etf,-159.14905322511663
AXTU,AXTI,bucket_1,core_levered_etf,10142.969435872767
AXTX,AXTI,bucket_1,core_levered_etf,20466.77688230292
AZYY,AMZN,bucket_3,flow_low_delta,99.42178575000001
BABO,BABA,bucket_2,yieldboost_etf,143.84432341000002
BABU,BABA,bucket_1,core_levered_etf,379.6068797856768
BABX,BABA,bucket_1,core_levered_etf,2429.7679054485398
BAIG,BBAI,bucket_1,core_levered_etf,-105.5845147395099
BBYY,BABA,bucket_2,yieldboost_etf,6495.886930436635
BEG,BE,bucket_1,core_levered_etf,1080.872433205108
BEX,BE,bucket_1,core_levered_etf,-5560.44133437277
BEZ,BE,bucket_4,inverse_b4_etf,708.12144603
BIDG,BIDU,bucket_1,core_levered_etf,55.412149568683425
BITU,IBIT,bucket_1,core_levered_etf,417.45494150397235
BITX,IBIT,bucket_1,core_levered_etf,412.6097498147965
BLSG,BLSH,bucket_1,core_levered_etf,1810.6243012599264
BMNG,BMNR,bucket_1,core_levered_etf,1798.6141483967451
BMNU,BMNR,bucket_1,core_levered_etf,2583.2435830677273
BOEG,BA,bucket_1,core_levered_etf,822.2552847967271
BOEU,BA,bucket_1,core_levered_etf,974.2540033559751
BTCL,IBIT,bucket_1,core_levered_etf,424.9071707405598
BULG,BULL,bucket_1,core_levered_etf,-439.83468294109935
CCUP,CRCL,bucket_1,core_levered_etf,4335.484774262863
CEGX,CEG,bucket_1,core_levered_etf,1348.8587855455896
CHAU,ASHR,bucket_1,core_levered_etf,-194.36968233
CHNU,CHNL,bucket_1,core_levered_etf,-105.60231530719577
CIFG,CIFR,bucket_1,core_levered_etf,-2977.2272025054403
CIFU,CIFR,bucket_1,core_levered_etf,-1197.2474308600001
CLSX,CLSK,bucket_1,core_levered_etf,-4974.282002716171
CMGG,CMG,bucket_1,core_levered_etf,1473.0615410324256
CNCG,CNC,bucket_1,core_levered_etf,-3387.0588969542437
COHX,COHR,bucket_1,core_levered_etf,1339.5180984072836
COIA,COIN,bucket_1,core_levered_etf,-353.2979073672142
COIG,COIN,bucket_1,core_levered_etf,284.4444696803729
COIW,COIN,bucket_2,yieldboost_etf,1853.77306779
CONI,COIN,bucket_4,inverse_b4_etf,2020.3075979568214
