underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
CRWV,CRWV,underlying,-11672.05286508189,11672.05286508189
IBIT,IBIT,underlying,0.0,0.0
IREN,IREN,underlying,-14977.724850000002,14977.724850000002
MSTR,MSTR,underlying,-5422.83556461085,5422.83556461085
NBIS,NBIS,underlying,-15111.538200000006,15111.538200000006
NVDA,NVDA,underlying,0.0,0.0
SOEZ,SOEZ,underlying,-10333.10679975,10333.10679975
SOEZ,SOLT,etf,13777.475733,13777.475733
SOXX,SOXX,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
