underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
CLSK,CLSK,underlying,-10128.0,10128.0
CLSK,CLSZ,etf,4894.140042440001,4894.140042440001
CRWV,CRWV,underlying,0.0,0.0
DIA,DIA,underlying,-17610.48,17610.48
DIA,DXD,etf,8379.56520352,8379.56520352
DIA,SDOW,etf,9431.1716928,9431.1716928
IBIT,IBIT,underlying,0.0,0.0
MSTR,MSTR,underlying,0.0,0.0
NBIS,NBIS,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
QQQ,QQQ,underlying,0.0,0.0
QQQ,QID,etf,8372.234734919999,8372.234734919999
SPY,SPY,underlying,0.0,0.0
XLE,XLE,underlying,0.0,0.0
XLF,XLF,underlying,0.0,0.0
XLK,XLK,underlying,-16884.34,16884.34
XLK,TTXD,etf,8046.900745975,8046.900745975
XLK,WEBS,etf,8562.1924742,8562.1924742
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
