leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,3020.75549712,3020.75549712,0.4930951880812976,book,0.0,0.0,0.0,266.47230330319525
underlying,AMD,AMD,AMD (spot),3020.75549712,3020.75549712,1.0,book,0.0,0.0,0.0,0.0
etf,ASTN,ASTS,ASTN|ASTS,30273.78268668001,18067.84,0.29743446610650026,book,0.0,0.0,0.0,-308.051798194472
underlying,ASTS,ASTS,ASTS (spot),18067.84,18067.84,1.0,book,0.0,0.0,0.0,86.46890445063927
etf,BEZ,BE,BEZ|BE,11686.614912,11686.614912,0.49792861695347357,book,0.0,0.0,0.0,1327.3294930141142
underlying,BE,BE,BE (spot),11686.614912,11686.614912,1.0,book,0.0,0.0,0.0,0.0
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CONI,COIN,CONI|COIN,610.2754134,610.2754134,0.5193065180757616,book,0.0,0.0,0.0,-42.58150179909728
underlying,COIN,COIN,COIN (spot),610.2754134,610.2754134,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,9645.92183555,9645.92183555,0.5033059652326305,book,0.0,0.0,0.0,-2787.319659021606
underlying,CRCL,CRCL,CRCL (spot),9645.92183555,9645.92183555,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,15001.509093,15001.509093,0.49848584923295486,book,0.0,0.0,0.0,1995.2857228881687
underlying,CRWV,CRWV,CRWV (spot),15001.509093,15001.509093,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,16060.860207700003,16060.860207700003,0.4982111727841186,book,0.0,0.0,0.0,2249.3085316339875
underlying,IREN,IREN,IREN (spot),16060.860207700003,16060.860207700003,1.0,book,0.0,0.0,0.0,0.0
etf,LITZ,LITE,LITZ|LITE,16544.62872244,11900.0,0.3592988275625896,book,0.0,0.0,0.0,-988.6891453076338
underlying,LITE,LITE,LITE (spot),11900.0,11900.0,1.0,book,0.0,0.0,0.0,0.0
etf,MSDD,MSTR,MSDD|MSTR,3925.75,473.0972425467733,0.12051130167401727,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,6656.149474559999,802.1412373160517,0.06058815865168912,book,0.0,0.0,0.0,-1804.8232971720656
underlying,MSTR,MSTR,MSTR (spot),1275.238479862825,1275.238479862825,1.0,book,0.0,0.0,0.0,1757.2740127936152
etf,MUZ,MU,MUZ|MU,,,0.0,carry,0.0,0.0,0.0,4.4114826
etf,NBIZ,NBIS,NBIZ|NBIS,13090.073264828,13090.073264828,0.4910592836230746,book,0.0,0.0,0.0,7458.760635484169
underlying,NBIS,NBIS,NBIS (spot),13090.073264828,13090.073264828,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,21908.40381972,7579.830000000001,0.1731946793818138,book,0.0,0.0,0.0,6592.012944499509
underlying,QBTS,QBTS,QBTS (spot),7579.830000000001,7579.830000000001,1.0,book,0.0,0.0,0.0,797.8958168807003
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RGTZ,RGTI,RGTZ|RGTI,10610.641145325,4037.04,0.1915142778188068,book,0.0,0.0,0.0,-652.3601053022231
underlying,RGTI,RGTI,RGTI (spot),4037.04,4037.04,1.0,book,0.0,0.0,0.0,0.0
etf,RKLZ,RKLB,RKLZ|RKLB,10752.8614431,5898.2,0.27390169975175555,book,0.0,0.0,0.0,-1292.299208069541
underlying,RKLB,RKLB,RKLB (spot),5898.2,5898.2,1.0,book,0.0,0.0,0.0,-3.333006021475057
etf,SSPC,SPCX,SSPC|SPCX,19320.0,0.0,0.0,book,0.0,0.0,0.0,725.2593469404277
etf,UVIX,SVIX,UVIX|SVIX,5867.0245656,3682.86925912441,0.3149410584803736,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),3682.86925912441,3682.86925912441,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
