symbol,underlying,bucket,leg_class,total_pnl
AALG,AAL,bucket_1,core_levered_etf,-53.049505280000005
AAOX,AAOI,bucket_1,core_levered_etf,5.222896968240747
AAPB,AAPL,bucket_1,core_levered_etf,-2452.8385218125854
AAPU,AAPL,bucket_1,core_levered_etf,-526.41102638
AAPX,AAPL,bucket_1,core_levered_etf,-285.34401598000005
ABNG,ABNB,bucket_1,core_levered_etf,-306.98013925
ADBG,ADBE,bucket_1,core_levered_etf,416.36463248309
AFRU,AFRM,bucket_1,core_levered_etf,-1263.749444184926
ALBG,ALB,bucket_1,core_levered_etf,405.3760107309667
AMDG,AMD,bucket_1,core_levered_etf,-12287.42010953423
AMDL,AMD,bucket_1,core_levered_etf,-12744.055386426888
AMUU,AMD,bucket_1,core_levered_etf,-12853.854440592762
AMYY,AMD,bucket_2,yieldboost_etf,-8323.412370002354
AMZO,AMZN,bucket_3,flow_inverse,2398.9536178221174
AMZU,AMZN,bucket_1,core_levered_etf,-1421.3499511123064
AMZZ,AMZN,bucket_1,core_levered_etf,-3265.0747758141933
ANEL,ANET,bucket_1,core_levered_etf,405.3745407530197
APHU,APH,bucket_1,core_levered_etf,-265.4785117695595
APPX,APP,bucket_1,core_levered_etf,720.7003985490074
ARCX,ACHR,bucket_1,core_levered_etf,807.5839874795931
ARMG,ARM,bucket_1,core_levered_etf,-2338.9941594890656
ASMG,ASML,bucket_1,core_levered_etf,-480.20748736
ASMU,ASML,bucket_1,core_levered_etf,-1067.8162713842473
ASTN,ASTS,bucket_4,inverse_b4_etf,-5730.523963779894
ASTX,ASTS,bucket_1,core_levered_etf,9830.910711223181
AVGG,AVGO,bucket_1,core_levered_etf,-2942.1908089194912
AVL,AVGO,bucket_1,core_levered_etf,-2545.4115458921137
AVXX,AVAV,bucket_1,core_levered_etf,1470.2120566007752
AZYY,AMZN,bucket_3,flow_low_delta,99.42178575000001
BABU,BABA,bucket_1,core_levered_etf,374.45552814631213
BABX,BABA,bucket_1,core_levered_etf,2410.491543792548
BAIG,BBAI,bucket_1,core_levered_etf,-273.13634349861906
BBYY,BABA,bucket_2,yieldboost_etf,7093.643441414536
BEG,BE,bucket_1,core_levered_etf,-1676.4834163044109
BEX,BE,bucket_1,core_levered_etf,-11606.786357183126
BEZ,BE,bucket_4,inverse_b4_etf,1288.6539221294743
BIDG,BIDU,bucket_1,core_levered_etf,99.79794404672764
BITU,IBIT,bucket_1,core_levered_etf,450.0532148423731
BITX,IBIT,bucket_1,core_levered_etf,468.55194301590205
BLSG,BLSH,bucket_1,core_levered_etf,2784.366838249737
BMNG,BMNR,bucket_1,core_levered_etf,3203.41324057465
