underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-3190.9148325600004,3190.9148325600004
AMD,DAMD,etf,3190.9148325600004,3190.9148325600004
ASTS,ASTS,underlying,-15234.240000000002,15234.240000000002
ASTS,ASTN,etf,40440.29913846,40440.29913846
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-11580.144782399997,11580.144782399997
BE,BEZ,etf,11580.144782399997,11580.144782399997
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-712.56835848,712.56835848
COIN,CONI,etf,712.56835848,712.56835848
CRCL,CRCL,underlying,-12067.618312749999,12067.618312749999
CRCL,CRCD,etf,12067.618312749999,12067.618312749999
CRWV,CRWV,underlying,-22796.638764821808,22796.638764821808
CRWV,CORD,etf,20086.82195772,20086.82195772
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-22173.8136282,22173.8136282
IREN,IREZ,etf,22173.8136282,22173.8136282
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-11795.42,11795.42
LITE,LITZ,etf,16438.363601920002,16438.363601920002
MSTR,MSTR,underlying,-5651.80491130886,5651.80491130886
MSTR,MSTZ,etf,9128.85399968,9128.85399968
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-15900.342019497,15900.342019497
NBIS,NBIZ,etf,15900.342019497,15900.342019497
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-7054.860000000001,7054.860000000001
QBTS,QBTZ,etf,24599.161578420004,24599.161578420004
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,-3691.17,3691.17
RGTI,RGTZ,etf,12364.15757161,12364.15757161
RKLB,RKLB,underlying,-4697.55,4697.55
RKLB,RKLZ,etf,16081.22236692,16081.22236692
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPCX,SSPC,etf,25740.0,25740.0
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-5059.320000000001,5059.320000000001
SVIX,UVIX,etf,6359.263490719999,6359.263490719999
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
