underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-5989.907560000001,5989.907560000001
AMD,DAMD,etf,5989.907560000001,5989.907560000001
ASTS,ASTS,underlying,-20897.821364490002,20897.821364490002
ASTS,ASTN,etf,20897.821364490002,20897.821364490002
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-12315.843703800003,12315.843703800003
COIN,CONI,etf,12315.843703800001,12315.843703800001
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-1.0785845898039066,1.0785845898039066
CRWV,CORD,etf,95654.0093355,95654.0093355
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-35283.5405676,35283.5405676
IREN,IREZ,etf,35283.5405676,35283.5405676
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-22023.374869405838,22023.374869405838
LITE,LITZ,etf,77106.9544425,77106.9544425
MSTR,MSTR,underlying,-2621.9929139329324,2621.9929139329324
MSTR,MSTZ,etf,20005.399026689996,20005.399026689996
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-6047.80044246191,6047.80044246191
NBIS,NBIZ,etf,44165.72795354501,44165.72795354501
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-28965.559115316526,28965.559115316526
QBTS,QBTZ,etf,29267.1091944,29267.1091944
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,-13963.61637294,13963.61637294
RGTI,RGTZ,etf,13963.61637294,13963.61637294
RKLB,RKLB,underlying,-2347.8364696118497,2347.8364696118497
RKLB,RKLZ,etf,10269.858558150001,10269.858558150001
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-17838.485350558374,17838.485350558374
SNDK,SNDQ,etf,54198.25885264001,54198.25885264001
SPCX,SPCX,underlying,-1444.0549710221546,1444.0549710221546
SPCX,SPCG,etf,1355.7599999999998,1355.7599999999998
SPCX,SSPC,etf,1699.36,1699.36
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-22120.56,22120.56
SVIX,UVIX,etf,18728.996151215997,18728.996151215997
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
