underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
CLSK,CLSK,underlying,-15030.412649999995,15030.412649999995
COIN,COIN,underlying,-1216.2865884142648,1216.2865884142648
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-14950.527074999998,14950.527074999998
IBIT,IBIT,underlying,0.0,0.0
IREN,IREN,underlying,-14979.759299999994,14979.759299999994
MSTR,MSTR,underlying,-10660.539252082126,10660.539252082126
NBIS,NBIS,underlying,-15182.023724999995,15182.023724999995
NVDA,NVDA,underlying,0.0,0.0
QBTS,QBTS,underlying,-14899.264875,14899.264875
SOXX,SOXX,underlying,0.0,0.0
XLE,XLE,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
