symbol,underlying,bucket,leg_class,total_pnl
AALG,AAL,bucket_1,core_levered_etf,310.09437731513964
AAOX,AAOI,bucket_1,core_levered_etf,-1795.7971272280863
AAPB,AAPL,bucket_1,core_levered_etf,-58.229497775194204
AAPU,AAPL,bucket_1,core_levered_etf,-7.739233847644659
AAPX,AAPL,bucket_1,core_levered_etf,-285.34401598000005
ABNG,ABNB,bucket_1,core_levered_etf,34.27083793937044
ABNY,ABNB,bucket_2,yieldboost_etf,420.66797475000004
ADBG,ADBE,bucket_1,core_levered_etf,241.702929550251
AFRU,AFRM,bucket_1,core_levered_etf,145.85154453
AIYY,AI,bucket_2,yieldboost_etf,686.9660137200001
ALBG,ALB,bucket_1,core_levered_etf,41.426353999999996
AMDG,AMD,bucket_1,core_levered_etf,635.4607859762812
AMDL,AMD,bucket_1,core_levered_etf,337.69993159887264
AMDY,AMD,bucket_2,yieldboost_etf,762.54158561
AMUU,AMD,bucket_1,core_levered_etf,325.1108839311648
AMZU,AMZN,bucket_1,core_levered_etf,385.3490236603778
AMZW,AMZN,bucket_2,yieldboost_etf,808.3839427500001
AMZY,AMZN,bucket_2,yieldboost_etf,603.20038009
AMZZ,AMZN,bucket_1,core_levered_etf,377.631745198917
APHU,APH,bucket_1,core_levered_etf,151.11953474902765
APLY,AAPL,bucket_2,yieldboost_etf,-103.76495595
APPX,APP,bucket_1,core_levered_etf,1959.9993453234729
ARCX,ACHR,bucket_1,core_levered_etf,437.01900213126765
ARMG,ARM,bucket_1,core_levered_etf,55.570763926001966
ARMW,ARM,bucket_2,yieldboost_etf,-394.01817473
ASMG,ASML,bucket_1,core_levered_etf,-480.20748736
ASMU,ASML,bucket_1,core_levered_etf,684.5386969406367
ASTX,ASTS,bucket_1,core_levered_etf,1580.5180322320798
AVGG,AVGO,bucket_1,core_levered_etf,348.9201056878661
AVL,AVGO,bucket_1,core_levered_etf,513.6735122059205
AZYY,AMZN,bucket_2,flow_low_delta,99.42178575000001
BABO,BABA,bucket_2,yieldboost_etf,143.84432341000002
BABU,BABA,bucket_1,core_levered_etf,261.93998575
BABX,BABA,bucket_1,core_levered_etf,2551.152646661531
BEX,BE,bucket_1,core_levered_etf,780.6228550449648
BIDG,BIDU,bucket_1,core_levered_etf,160.40341139118047
BITU,IBIT,bucket_1,core_levered_etf,1797.9015230230384
BITX,IBIT,bucket_1,core_levered_etf,1654.2009106526987
BMNG,BMNR,bucket_1,core_levered_etf,1091.0877361863804
BOEG,BA,bucket_1,core_levered_etf,1427.3925555700769
BOEU,BA,bucket_1,core_levered_etf,1429.7050888908711
BTCL,IBIT,bucket_1,core_levered_etf,1675.8782304168317
BULG,BULL,bucket_1,core_levered_etf,564.2283531959393
CEGX,CEG,bucket_1,core_levered_etf,1055.9705651843299
CHAU,ASHR,bucket_1,core_levered_etf,400.46382882033663
CIFG,CIFR,bucket_1,core_levered_etf,1398.0392920287045
CLSX,CLSK,bucket_1,core_levered_etf,652.983711050534
CLSZ,CLSK,bucket_4,inverse_b4_etf,341.43757941
CMGG,CMG,bucket_1,core_levered_etf,1366.6324746932344
CNCG,CNC,bucket_1,core_levered_etf,791.07991375
COIA,COIN,bucket_1,core_levered_etf,-563.99063842
COIG,COIN,bucket_1,core_levered_etf,89.57890475
COIW,COIN,bucket_2,yieldboost_etf,1853.77306779
CONX,COIN,bucket_1,core_levered_etf,917.8748172057425
CONY,COIN,bucket_2,yieldboost_etf,58.32352075000001
COPZ,COPX,bucket_1,core_levered_etf,1618.5716076808524
COTG,COST,bucket_1,core_levered_etf,-160.08546776441636
COZX,CORZ,bucket_1,core_levered_etf,1055.398854831142
CRCG,CRCL,bucket_1,core_levered_etf,1619.4423228707476
CRDU,CRDO,bucket_1,core_levered_etf,375.5113214582096
CRMG,CRM,bucket_1,core_levered_etf,1414.781897631991
