symbol,underlying,bucket,leg_class,total_pnl
AALG,AAL,bucket_1,core_levered_etf,-53.049505280000005
AAOX,AAOI,bucket_1,core_levered_etf,-14374.623938761426
AAPB,AAPL,bucket_1,core_levered_etf,-2490.552402731591
AAPU,AAPL,bucket_1,core_levered_etf,-526.41102638
AAPX,AAPL,bucket_1,core_levered_etf,-285.34401598000005
ABNG,ABNB,bucket_1,core_levered_etf,-306.98013925
ADBG,ADBE,bucket_1,core_levered_etf,299.078622025779
AFRU,AFRM,bucket_1,core_levered_etf,-1073.6512342455862
AIYY,AI,bucket_2,yieldboost_etf,733.4852614600001
ALBG,ALB,bucket_1,core_levered_etf,162.1662730333744
AMDG,AMD,bucket_1,core_levered_etf,-12244.516668095815
AMDL,AMD,bucket_1,core_levered_etf,-12672.523304097907
AMDY,AMD,bucket_2,yieldboost_etf,762.54158561
AMUU,AMD,bucket_1,core_levered_etf,-12754.955363639665
AMYY,AMD,bucket_2,yieldboost_etf,-5411.078137672495
AMZO,AMZN,bucket_3,flow_inverse,4728.346251445238
AMZU,AMZN,bucket_1,core_levered_etf,-1444.1676148077013
AMZW,AMZN,bucket_2,yieldboost_etf,808.3839427500001
AMZY,AMZN,bucket_2,yieldboost_etf,603.20038009
AMZZ,AMZN,bucket_1,core_levered_etf,-3518.564516319574
ANEL,ANET,bucket_1,core_levered_etf,455.64642869623697
APHU,APH,bucket_1,core_levered_etf,-42.35684089053956
APLY,AAPL,bucket_2,yieldboost_etf,-103.76495595
APPX,APP,bucket_1,core_levered_etf,-150.48146310177344
ARCX,ACHR,bucket_1,core_levered_etf,-245.6982303606821
ARMG,ARM,bucket_1,core_levered_etf,-1815.4934176542845
ARMW,ARM,bucket_2,yieldboost_etf,-394.01817473
ASMG,ASML,bucket_1,core_levered_etf,-480.20748736
ASMU,ASML,bucket_1,core_levered_etf,-929.8458198576944
ASTN,ASTS,bucket_4,inverse_b4_etf,6468.235991302333
ASTX,ASTS,bucket_1,core_levered_etf,-8627.213630657667
AVGG,AVGO,bucket_1,core_levered_etf,-3100.0841295582973
AVL,AVGO,bucket_1,core_levered_etf,-2690.085912861039
AVXX,AVAV,bucket_1,core_levered_etf,271.03124881802444
AZYY,AMZN,bucket_3,flow_low_delta,99.42178575000001
BABO,BABA,bucket_2,yieldboost_etf,143.84432341000002
BABU,BABA,bucket_1,core_levered_etf,271.0378291408657
BABX,BABA,bucket_1,core_levered_etf,2096.787879068511
BAIG,BBAI,bucket_1,core_levered_etf,-1802.5380160747006
BBYY,BABA,bucket_2,yieldboost_etf,1009.9840934156213
BEG,BE,bucket_1,core_levered_etf,-168.24402775017444
BEX,BE,bucket_1,core_levered_etf,-6049.925754386093
BEZ,BE,bucket_4,inverse_b4_etf,-1288.5488145396746
BIDG,BIDU,bucket_1,core_levered_etf,-91.71433125
BITU,IBIT,bucket_1,core_levered_etf,291.025580312625
BITX,IBIT,bucket_1,core_levered_etf,198.81612917565545
BLSG,BLSH,bucket_1,core_levered_etf,1263.0248230431723
BMNG,BMNR,bucket_1,core_levered_etf,818.9258770264615
BMNU,BMNR,bucket_1,core_levered_etf,1017.1299903429136
BOEG,BA,bucket_1,core_levered_etf,847.8848939898112
BOEU,BA,bucket_1,core_levered_etf,1005.3507103976214
BTCL,IBIT,bucket_1,core_levered_etf,233.823016035408
BULG,BULL,bucket_1,core_levered_etf,-188.0396827193221
CCUP,CRCL,bucket_1,core_levered_etf,-239.62982753560377
CEGX,CEG,bucket_1,core_levered_etf,1075.058552634548
CHAU,ASHR,bucket_1,core_levered_etf,-194.36968233
CHNU,CHNL,bucket_1,core_levered_etf,-105.51749225
CIFG,CIFR,bucket_1,core_levered_etf,-4714.008802355941
CIFU,CIFR,bucket_1,core_levered_etf,-979.3586327770552
CLSX,CLSK,bucket_1,core_levered_etf,-8766.645439185102
CMGG,CMG,bucket_1,core_levered_etf,1520.8786607232691
CNCG,CNC,bucket_1,core_levered_etf,-3107.2686694539752
COHX,COHR,bucket_1,core_levered_etf,-255.662340828262
COIA,COIN,bucket_1,core_levered_etf,-40.326485199286566
COIG,COIN,bucket_1,core_levered_etf,513.6598969015222
COIW,COIN,bucket_2,yieldboost_etf,1853.77306779
CONL,COIN,bucket_1,core_levered_etf,484.6713037455476
CONX,COIN,bucket_1,core_levered_etf,695.5521404205581
CONY,COIN,bucket_2,yieldboost_etf,58.32352075000001
COPZ,COPX,bucket_1,core_levered_etf,1111.1998489351352
CORD,CRWV,bucket_4,inverse_b4_etf,-1309.723423177913
COTG,COST,bucket_1,core_levered_etf,-90.86399459
COYY,COIN,bucket_2,yieldboost_etf,11452.709858062075
COZX,CORZ,bucket_1,core_levered_etf,-4104.5084932609925
CRCA,CRCL,bucket_1,core_levered_etf,-406.1947794790395
CRCD,CRCL,bucket_4,inverse_b4_etf,-1067.7077326154513
CRCG,CRCL,bucket_1,core_levered_etf,1187.4724600733152
CRDU,CRDO,bucket_1,core_levered_etf,-7526.2880593903155
CRMG,CRM,bucket_1,core_levered_etf,2112.3481157174588
CRMU,CRML,bucket_1,core_levered_etf,-4974.661526669101
CRMX,CRML,bucket_1,core_levered_etf,-2352.350631084103
CRWG,CRWV,bucket_1,core_levered_etf,2327.5239645530946
CRWL,CRWD,bucket_1,core_levered_etf,-404.05428037690615
CRWU,CRWV,bucket_1,core_levered_etf,1371.8691092814051
CSCL,CSCO,bucket_1,core_levered_etf,-1110.90422257
CSEX,CLS,bucket_1,core_levered_etf,410.9905929911252
CVNY,CVNA,bucket_2,yieldboost_etf,896.02958389
