underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,-4406.4,4406.4
ASTS,ASTN,etf,9325.403945,9325.403945
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-17334.2,17334.2
BE,BEZ,etf,18180.316799999997,18180.316799999997
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
CLSK,CLSK,underlying,-13908.84,13908.84
CLSK,CLSZ,etf,4315.179999999999,4315.179999999999
COIN,COIN,underlying,-732.8916688062777,732.8916688062777
CRCL,CRCL,underlying,-6801.866531460001,6801.866531460001
CRCL,CRCD,etf,6801.86653146,6801.86653146
CRWV,CRWV,underlying,-12420.153038828865,12420.153038828865
CRWV,CORD,etf,16583.88099225,16583.88099225
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-14977.72485,14977.72485
IREN,IREZ,etf,11975.644718399999,11975.644718399999
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-5758.674744007669,5758.674744007669
MSTR,MSDD,etf,2087.9273999999996,2087.9273999999996
MSTR,MSTZ,etf,3678.9982416000003,3678.9982416000003
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-15111.5382,15111.5382
NBIS,NBIZ,etf,22465.077777590002,22465.077777590002
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-12448.44,12448.44
QBTS,QBTZ,etf,9821.248323959999,9821.248323959999
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-2974.86221441817,2974.86221441817
RKLB,RKLZ,etf,1424.8512187,1424.8512187
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
