underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-5206.4875096,5206.4875096
AMD,DAMD,etf,5206.4875096,5206.4875096
ASTS,ASTS,underlying,-22946.158500360005,22946.158500360005
ASTS,ASTN,etf,22946.158500360005,22946.158500360005
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-11818.828124880003,11818.828124880003
COIN,CONI,etf,11818.828124880001,11818.828124880001
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-6669.6970185009695,6669.6970185009695
CRWV,CORD,etf,84850.10057765999,84850.10057765999
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-26216.521664,26216.521664
IREN,IREZ,etf,26216.521664,26216.521664
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-25738.66457600836,25738.66457600836
LITE,LITZ,etf,76492.55150711999,76492.55150711999
MSTR,MSTR,underlying,-19951.97936172,19951.97936172
MSTR,MSTZ,etf,19951.97936172,19951.97936172
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-21829.576234085034,21829.576234085034
NBIS,NBIZ,etf,45351.906501924,45351.906501924
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-34123.3366745519,34123.3366745519
QBTS,QBTZ,etf,49811.302363200004,49811.302363200004
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,-13865.218192800003,13865.218192800003
RGTI,RGTZ,etf,13865.218192800003,13865.218192800003
RKLB,RKLB,underlying,-10519.17,10519.17
RKLB,RKLZ,etf,16411.785676440002,16411.785676440002
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-1522.2184019134584,1522.2184019134584
SNDK,SNDQ,etf,54386.42251756001,54386.42251756001
SPCX,SPCX,underlying,-1629.6522248427352,1629.6522248427352
SPCX,SPCG,etf,1373.7599999999998,1373.7599999999998
SPCX,SSPC,etf,1725.2,1725.2
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-24577.920000000002,24577.920000000002
SVIX,UVIX,etf,20655.323637509,20655.323637509
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
