leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,5206.4875096,5206.4875096,0.4933844545412832,book,389.08123321508805,191.96663202207603,197.11460119301202,691.1681511211975
underlying,AMD,AMD,AMD (spot),5206.4875096,5206.4875096,1.0,book,0.0,0.0,0.0,0.0
etf,ASTN,ASTS,ASTN|ASTS,22946.158500360005,22946.158500360005,0.49918682466262454,book,-1107.299938661511,-552.7495403295586,-554.5503983319525,2698.128267302152
underlying,ASTS,ASTS,ASTS (spot),22946.158500360005,22946.158500360005,1.0,book,0.0,0.0,0.0,437.2897160519913
etf,BEZ,BE,BEZ|BE,,,0.496781353609961,carry,0.0,0.0,0.0,708.12144603
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CONI,COIN,CONI|COIN,11818.82812488,11818.828124880005,0.518098743403308,book,226.2262791977414,117.20755097715573,109.01872822058567,2413.529105239198
underlying,COIN,COIN,COIN (spot),11818.828124880005,11818.828124880005,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,,,0.5018430184853876,carry,0.0,0.0,0.0,-4281.42007207
etf,CORD,CRWV,CORD|CRWV,84850.10057765999,6669.6970185009695,0.03931298569807564,book,5337.7926885984325,209.8445676261629,5127.94812097227,-8953.060643256362
underlying,CRWV,CRWV,CRWV (spot),6669.6970185009695,6669.6970185009695,1.0,book,469.57695703509376,469.57695703509376,0.0,479.0729002916536
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,26216.521664,26216.521664,0.49831171989300255,book,4408.730880588448,2196.922267651421,2211.8086129370267,-3317.107296437821
underlying,IREN,IREN,IREN (spot),26216.521664,26216.521664,1.0,book,0.0,0.0,0.0,0.0
etf,LITZ,LITE,LITZ|LITE,76492.55150711999,25738.66457600836,0.1685823876230596,book,242.56191278581173,40.89166640384849,201.67024638196324,-9788.453500572505
underlying,LITE,LITE,LITE (spot),25738.66457600836,25738.66457600836,1.0,book,-104.00011439029049,-104.00011439029049,0.0,2750.9795490139604
etf,MSTZ,MSTR,MSTZ|MSTR,19951.97936172,19951.97936172,0.5014660359561177,book,28.94510963639641,14.51498938967893,14.430120246717479,1428.910466708366
underlying,MSTR,MSTR,MSTR (spot),19951.97936172,19951.97936172,1.0,book,0.0,0.0,0.0,2293.5238830255494
etf,MUZ,MU,MUZ|MU,,,0.0,carry,0.0,0.0,0.0,4.4114826
etf,NBIZ,NBIS,NBIZ|NBIS,45351.906501924,21829.576234085034,0.23769122442513976,book,-596.7299420424572,-141.83747057521433,-454.8924714672429,1101.7358582809984
underlying,NBIS,NBIS,NBIS (spot),21829.576234085034,21829.576234085034,1.0,book,263.2476405964466,263.2476405964466,0.0,129.19356193737764
etf,QBTZ,QBTS,QBTZ|QBTS,49811.3023632,34123.3366745519,0.34329330438113415,book,26.76064479809702,9.186750180108534,17.573894617988486,5531.050185415566
underlying,QBTS,QBTS,QBTS (spot),34123.3366745519,34123.3366745519,1.0,book,-45.698774535139364,-45.698774535139364,0.0,2458.770703405286
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RGTZ,RGTI,RGTZ|RGTI,13865.218192800005,13865.218192800005,0.5036869887577065,book,-19.170640570659998,-9.656002221592054,-9.514638349067944,-2601.698217964228
underlying,RGTI,RGTI,RGTI (spot),13865.218192800005,13865.218192800005,1.0,book,0.0,0.0,0.0,0.0
etf,RKLZ,RKLB,RKLZ|RKLB,16411.785676440002,10519.17,0.3204623160001197,book,-828.0786401625762,-265.36799885672895,-562.7106413058473,-2117.2331981141656
underlying,RKLB,RKLB,RKLB (spot),10519.17,10519.17,1.0,book,0.0,0.0,0.0,-13.58415458809937
etf,SNDQ,SNDK,SNDQ|SNDK,54386.42251756001,1522.2184019134584,0.013854011884298776,book,-160.48701699629964,-2.223389040742395,-158.26362795555724,-8433.584386262866
underlying,SNDK,SNDK,SNDK (spot),1522.2184019134584,1522.2184019134584,1.0,book,0.5889196678008375,0.5889196678008375,0.0,1285.7839834283047
etf,SPCG,SPCX,SPCG|SPCX,1373.7599999999998,722.4201152644615,0.26293534360603804,book,-12.822851737972556,-3.371580927733096,-9.45127081023946,107.129126435584
etf,SSPC,SPCX,SSPC|SPCX,1725.2,907.2321095782736,0.26293534360603804,book,-17.05711750640694,-4.484919052475675,-12.572198453931264,-2777.9173166499527
underlying,SPCX,SPCX,SPCX (spot),1629.6522248427352,1629.652224842735,0.9999999999999999,book,15.777082191908988,15.777082191908987,1.7763568394002505e-15,-59.04484201403527
etf,UVIX,SVIX,UVIX|SVIX,20655.323637509,24577.92,0.5971184938977732,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),24577.92,24577.92,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
