leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,ASTN,ASTS,ASTN|ASTS,20857.522519920003,9526.44,0.2276248437693411,book,-2325.977149241621,-529.4501852071814,-1796.5269640344397,4812.813848361141
underlying,ASTS,ASTS,ASTS (spot),9526.44,9526.44,1.0,book,0.0,0.0,0.0,86.46890445063927
etf,BEZ,BE,BEZ|BE,19358.196479999995,17385.0,0.44717435400966343,book,-437.641160730675,-195.70190333777887,-241.9392573928961,-1931.514966439541
underlying,BE,BE,BE (spot),17385.0,17385.0,1.0,book,0.0,0.0,0.0,0.0
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CLSZ,CLSK,CLSZ|CLSK,4192.576,2469.2810858853045,0.5889651340572728,book,0.0,0.0,0.0,0.0
underlying,CLSK,CLSK,CLSK (spot),2469.2810858853045,2469.2810858853045,1.0,book,-24.06019918011135,-24.06019918011135,0.0,28.73742506553609
etf,CONI,COIN,CONI|COIN,492.272272929,0.0,0.0,book,21.760551795029553,0.0,21.760551795029553,30.899135057275213
etf,CRCD,CRCL,CRCD|CRCL,5509.11412051,5509.11412051,0.5033059652326305,book,278.93155773971887,140.3879169020304,138.54364083768846,-439.5915045926264
underlying,CRCL,CRCL,CRCL (spot),5509.11412051,5509.11412051,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,17137.256781,17137.256781,0.49848584923295486,book,421.4118829149587,210.06786033172173,211.34402258323698,-526.7823235660937
underlying,CRWV,CRWV,CRWV (spot),17137.256781,17137.256781,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,16749.182788030004,16749.182788030004,0.49821117278411864,book,-163.71456433548065,-81.56442509942086,-82.15013923605979,2347.3403076529903
underlying,IREN,IREN,IREN (spot),16749.182788030004,16749.182788030004,1.0,book,0.0,0.0,0.0,0.0
etf,MSDD,MSTR,MSDD|MSTR,1680.501,1680.501,1.0,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,3423.9059136,3423.9059136,0.5027591421722413,book,186.46284931726785,93.74590216974147,92.71694714752638,-441.170804418739
underlying,MSTR,MSTR,MSTR (spot),5104.4069136,5104.4069136,1.0,book,0.0,0.0,0.0,74.35194977886471
etf,NBIZ,NBIS,NBIZ|NBIS,18015.12626893,18015.12626893,0.4910592836230746,book,346.10041475155776,169.95582172954894,176.14459302200882,2402.9452862601515
underlying,NBIS,NBIS,NBIS (spot),18015.12626893,18015.12626893,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,18754.05248442,1154.8584212168953,0.03082616059160738,book,420.1759056571973,12.952409944512835,407.22349571268444,8445.449961968703
underlying,QBTS,QBTS,QBTS (spot),1154.8584212168953,1154.8584212168953,1.0,book,-26.216619771466753,-26.216619771466753,0.0,429.30543317323605
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RKLZ,RKLB,RKLZ|RKLB,5446.1923376,2582.64,0.2367937201458837,book,-164.11946196415855,-38.86245794683396,-125.25700401732459,232.48128855312584
underlying,RKLB,RKLB,RKLB (spot),2582.64,2582.64,1.0,book,0.0,0.0,0.0,0.0
etf,UVIX,SVIX,UVIX|SVIX,4313.0682867000005,3969.093909908135,0.46170643549282386,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),3969.093909908135,3969.093909908135,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
