leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,AXUP,AXON,AXUP|AXON,832.24,0.0,0.0,book,0.0,0.0,0.0,0.0
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,BLSX,BLSH,BLSX|BLSH,5209.049999999999,0.0,0.0,book,0.0,0.0,0.0,0.0
etf,CELT,CELH,CELT|CELH,3136.64,0.0,0.0,book,0.0,0.0,0.0,0.0
underlying,CELH,CELH,CELH (spot),,,0.0,carry,0.0,0.0,0.0,-347.24881525
etf,DASX,DASH,DASX|DASH,4179.6,0.0,0.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,DKUP,DKNG,DKUP|DKNG,1785.0816,0.0,0.0,book,0.0,0.0,0.0,0.0
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
