underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,0.0,0.0
AXON,AXON,underlying,-624.1800000000001,624.1800000000001
AXON,AXUP,etf,832.24,832.24
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,-3906.7874999999995,3906.7874999999995
BLSH,BLSX,etf,5209.049999999999,5209.049999999999
BMNR,BMNR,underlying,0.0,0.0
CELH,CELH,underlying,-2352.48,2352.48
CELH,CELT,etf,3136.64,3136.64
CLSK,CLSK,underlying,-15030.412649999995,15030.412649999995
COIN,COIN,underlying,-1216.2865884142648,1216.2865884142648
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-14950.527075,14950.527075
DASH,DASH,underlying,-3134.7000000000003,3134.7000000000003
DASH,DASX,etf,4179.6,4179.6
DKNG,DKNG,underlying,-1338.8112,1338.8112
DKNG,DKUP,etf,1785.0816,1785.0816
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IREN,IREN,underlying,-14979.759299999994,14979.759299999994
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-10660.539252082126,10660.539252082126
NBIS,NBIS,underlying,-15182.023724999995,15182.023724999995
NEM,NEM,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-14899.264875,14899.264875
SMCI,SMCI,underlying,0.0,0.0
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XLE,XLE,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
