symbol,underlying,bucket,leg_class,total_pnl
AALG,AAL,bucket_1,core_levered_etf,234.84985717674826
AAOX,AAOI,bucket_1,core_levered_etf,-11132.814230165326
AAPB,AAPL,bucket_1,core_levered_etf,-148.83854287840728
AAPU,AAPL,bucket_1,core_levered_etf,-104.52388235310026
AAPX,AAPL,bucket_1,core_levered_etf,-285.34401598000005
ABNG,ABNB,bucket_1,core_levered_etf,-55.1546602239848
ABNY,ABNB,bucket_2,yieldboost_etf,420.66797475000004
ADBG,ADBE,bucket_1,core_levered_etf,274.63364996429596
AFRU,AFRM,bucket_1,core_levered_etf,47.49998110894789
AIYY,AI,bucket_2,yieldboost_etf,686.9660137200001
ALBG,ALB,bucket_1,core_levered_etf,41.426353999999996
AMDG,AMD,bucket_1,core_levered_etf,-705.7444083991288
AMDL,AMD,bucket_1,core_levered_etf,-998.4974420446941
AMDY,AMD,bucket_2,yieldboost_etf,762.54158561
AMUU,AMD,bucket_1,core_levered_etf,-997.5115828996502
AMZO,AMZN,bucket_3,flow_inverse,2781.628277005365
AMZU,AMZN,bucket_1,core_levered_etf,-852.893192259604
AMZW,AMZN,bucket_2,yieldboost_etf,808.3839427500001
AMZY,AMZN,bucket_2,yieldboost_etf,603.20038009
AMZZ,AMZN,bucket_1,core_levered_etf,-1018.645266121483
APHU,APH,bucket_1,core_levered_etf,-140.89849776744367
APLY,AAPL,bucket_2,yieldboost_etf,-103.76495595
APPX,APP,bucket_1,core_levered_etf,1764.7672835431088
ARCX,ACHR,bucket_1,core_levered_etf,428.91311397774973
ARMG,ARM,bucket_1,core_levered_etf,-56.83331641257546
ARMW,ARM,bucket_2,yieldboost_etf,-394.01817473
ASMG,ASML,bucket_1,core_levered_etf,-480.20748736
ASMU,ASML,bucket_1,core_levered_etf,-428.22993029600616
ASTX,ASTS,bucket_1,core_levered_etf,884.6135665692193
AVGG,AVGO,bucket_1,core_levered_etf,-1591.232069238096
AVL,AVGO,bucket_1,core_levered_etf,-1263.505760467317
AZYY,AMZN,bucket_2,flow_low_delta,99.42178575000001
BABO,BABA,bucket_2,yieldboost_etf,143.84432341000002
BABU,BABA,bucket_1,core_levered_etf,261.93998575
BABX,BABA,bucket_1,core_levered_etf,2238.5031569176685
BAIG,BBAI,bucket_1,core_levered_etf,749.0224340076953
BEX,BE,bucket_1,core_levered_etf,-348.03315494750467
BIDG,BIDU,bucket_1,core_levered_etf,139.414488970646
BITU,IBIT,bucket_1,core_levered_etf,986.6034454012112
BITX,IBIT,bucket_1,core_levered_etf,852.0108017750367
BLSG,BLSH,bucket_1,core_levered_etf,187.55450908305897
