underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-3038.3180290799996,3038.3180290799996
AMD,DAMD,etf,3038.3180290799996,3038.3180290799996
ASTS,ASTS,underlying,-35697.28,35697.28
ASTS,ASTN,etf,43486.92195294001,43486.92195294001
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-17382.418255499502,17382.418255499502
COIN,CONI,etf,17382.418255499502,17382.418255499502
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-23109.84,23109.84
CRWV,CORD,etf,70564.85164850001,70564.85164850001
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-24419.062968850005,24419.062968850005
IREN,IREZ,etf,24419.062968850005,24419.062968850005
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-861.97,861.97
LITE,LITZ,etf,57793.43564208,57793.43564208
MSTR,MSTR,underlying,-474.81125731954535,474.81125731954535
MSTR,MSTZ,etf,31126.216685759995,31126.216685759995
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-20017.14,20017.14
NBIS,NBIZ,etf,35946.953023190006,35946.953023190006
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-1270.78,1270.78
QBTS,QBTZ,etf,32576.56566264,32576.56566264
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,-13710.194741099998,13710.194741099998
RGTI,RGTZ,etf,13710.194741099998,13710.194741099998
RKLB,RKLB,underlying,-9521.42,9521.42
RKLB,RKLZ,etf,17921.4357385,17921.4357385
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-14010.0,14010.0
SNDK,SNDQ,etf,35831.9320524,35831.9320524
SPCX,SPCX,underlying,-2754.0,2754.0
SPCX,SPCG,etf,1577.52,1577.52
SPCX,SSPC,etf,1980.56,1980.56
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-21077.84,21077.84
SVIX,UVIX,etf,20983.801225080002,20983.801225080002
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
