underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,0.0,0.0
ASTS,ASTN,etf,23793.775690200004,23793.775690200004
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BE,BEZ,etf,20894.561279999998,20894.561279999998
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
CLSK,CLSK,underlying,-22455.391881918815,22455.391881918815
CLSK,CLSZ,etf,3906.6202000000003,3906.6202000000003
COIN,COIN,underlying,0.0,0.0
COIN,CONI,etf,527.469982497,527.469982497
CRCL,CRCL,underlying,0.0,0.0
CRCL,CRCD,etf,6324.54256434,6324.54256434
CRWV,CRWV,underlying,0.0,0.0
CRWV,CORD,etf,12311.603247000001,12311.603247000001
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,0.0,0.0
IREN,IREZ,etf,15749.476183265,15749.476183265
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,0.0,0.0
MSTR,MSDD,etf,1873.4696999999999,1873.4696999999999
MSTR,MSTZ,etf,3832.0536384,3832.0536384
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,0.0,0.0
NBIS,NBIZ,etf,12345.026765960001,12345.026765960001
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QBTS,QBTZ,etf,19901.08933362,19901.08933362
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,0.0,0.0
RKLB,RKLZ,etf,7044.531393199999,7044.531393199999
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-3416.3999999999996,3416.3999999999996
SVIX,UVIX,etf,4527.032509799999,4527.032509799999
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
