underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,-15628.017514140003,15628.017514140003
ASTS,ASTN,etf,20837.356685520004,20837.356685520004
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-14536.301188500001,14536.301188500001
BE,BEZ,etf,19381.734918000002,19381.734918000002
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
CLSK,CLSK,underlying,-15035.528475000006,15035.528475000006
CLSK,CLSZ,etf,8489.911896512,8489.911896512
COIN,COIN,underlying,-1212.1015766498049,1212.1015766498049
COIN,CONI,etf,492.12016700999993,492.12016700999993
CRCL,CRCL,underlying,-4180.907380650001,4180.907380650001
CRCL,CRCD,etf,5574.543174200001,5574.543174200001
CRWV,CRWV,underlying,-14950.207800000006,14950.207800000006
CRWV,CORD,etf,17200.652009280002,17200.652009280002
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-14980.650300000008,14980.650300000008
IREN,IREZ,etf,16836.092109480003,16836.092109480003
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-10684.4330585489,10684.4330585489
MSTR,MSDD,etf,3343.5735241290004,3343.5735241290004
MSTR,MSTZ,etf,3446.1429588000005,3446.1429588000005
NBIS,NBIS,underlying,-15179.662575000004,15179.662575000004
NBIS,NBIZ,etf,18085.765531504996,18085.765531504996
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-14899.331699999995,14899.331699999995
QBTS,QBTZ,etf,18838.715001480003,18838.715001480003
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-5219.602241658648,5219.602241658648
RKLB,RKLZ,etf,5476.4334,5476.4334
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-7536.249157323349,7536.249157323349
SVIX,UVIX,etf,4294.8521556,4294.8521556
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
