date,plan_date,n_pairs,turnover_step,turnover_usd,txn_cost_usd,target_planned_gross_usd,target_tradeable_gross_usd,deployed_gross_usd,untradeable_plan_gross_usd,blocked_pairs,n_added,n_exited,n_resize_candidates,n_resized,equity
2026-03-05,2026-03-04,122,2.7851444130420777,2907720.117735448,6286.757071530993,2231463.7471679207,2188439.519124412,2212422.3612824916,43024.228043508716,0,82,9,38,36,1038406.0084565216
2026-03-06,2026-03-05,126,0.22444346564221263,233063.44328167845,521.1311599357306,2192939.6941585755,2137316.3618611135,2129621.6191713866,55623.33229746204,0,10,6,68,15,1037802.5876651474
2026-03-09,2026-03-06,131,0.10720566470415063,111258.31624232969,249.54151876316482,2213291.513939525,2159793.226168315,2258711.8792851926,53498.287771210074,0,7,2,91,12,1035935.6241832617
2026-03-11,2026-03-10,120,0.3384412143606291,350435.09148890356,746.8746410653735,2210215.11049561,2152192.63756035,2093829.4081782172,58022.47293526027,0,4,15,78,23,1033998.0272763552
2026-03-12,2026-03-11,131,0.5366915980350473,554938.0536240335,1271.8768887126944,2182561.380301994,2118239.1238743905,2200265.9334157156,64322.25642760331,0,15,4,81,17,1032137.8675724586
2026-03-13,2026-03-12,126,0.4507838220729844,465271.0528505727,1005.4035656387838,2206073.861318542,2131962.0875784103,2172363.456071306,74111.77374013187,0,7,12,74,12,1031800.711283866
2026-03-19,2026-03-18,132,0.6849761354956746,708051.7966161667,1535.7992728360116,2213653.9840685637,2099259.8442408945,2175179.9173509427,114394.13982766913,0,16,10,102,66,1046595.8219717491
2026-03-20,2026-03-18,132,0.023035928094720444,24109.30609917605,55.328272508367604,2208543.715609552,2094413.6571463882,2110512.224098337,114130.05846316367,0,0,0,81,8,1045656.6582850446
2026-03-23,2026-03-21,123,0.31458912759578966,328952.2158946209,719.0452089893791,2212385.1154565043,2087314.2427975736,2006882.5118650626,125070.87265893072,0,5,14,80,21,1046811.7859730676
2026-03-24,2026-03-23,163,1.013438448063562,1060879.3117911913,2443.8958339105366,2210426.7980558365,2068972.0102070747,2147383.3011758677,141454.78784876177,0,41,1,115,101,1044159.7017304058
2026-03-25,2026-03-24,167,0.2668516174202739,278635.7052518296,623.9376734403387,2205633.8383911657,2094776.646725589,2235197.727943875,110857.19166557677,0,5,1,142,57,1043710.2661102556
2026-03-26,2026-03-25,163,0.5311659456182382,554383.3504499169,1294.113749806958,2204210.1068881545,2082329.4391014795,1984904.5539598428,121880.66778667504,0,6,10,105,54,1042365.9747389026
2026-03-27,2026-03-26,165,0.09068028920559905,94522.04804739985,211.03030274582798,2204222.7223499087,2085386.9252338174,1975709.690885551,118835.79711609124,0,2,0,106,32,1043455.0314159609
2026-03-30,2026-03-28,169,0.4106986518706618,428545.57469019416,997.5670473011872,2205451.3710106653,2086125.0829300578,1980879.083768512,119326.28808060754,0,8,4,122,61,1043250.241196385
2026-04-01,2026-03-31,165,0.37989428665939556,396455.54839665804,940.4250769280399,2203083.963139981,2116055.8958076397,2220474.448660988,87028.06733234134,0,5,9,124,45,1042186.4514098056
2026-04-02,2026-04-01,197,1.1395987139926338,1187674.339767161,2757.334776944564,2204833.8923252067,2177176.715345108,2279820.8751347484,27657.17698009871,0,36,4,151,113,1041198.1066649145
2026-04-06,2026-04-04,195,0.19888521768064515,207078.9120927271,483.10697662170276,2220647.634927657,2165905.948036017,2278549.992778846,54741.68689164007,0,3,5,170,26,1039145.9355925061
2026-04-08,2026-04-07,212,0.6813976208512206,708674.0129491051,1608.8059791579233,2216827.7506457157,2166873.2146394458,2294492.685259969,49954.53600626998,0,17,0,181,127,1037637.302020206
2026-04-09,2026-04-08,213,0.06081433780663178,63103.22540581881,137.67948000439895,2227079.336492579,2174714.0142479194,2262087.9190852903,52365.32224465953,0,1,0,174,32,1035999.1161338118
2026-04-10,2026-04-09,214,0.21382438576463966,221521.8746600219,503.95610445805585,2209052.4589590454,2184171.70120474,2288828.422638773,24880.757754305378,0,3,2,182,57,1036099.1043443602
2026-04-13,2026-04-11,215,0.3061391494710779,317190.498571728,724.5404761709274,2228262.8435987565,2180018.416582769,2317798.8761765473,48244.42701598769,0,7,6,182,67,1035676.7821279018
2026-04-15,2026-04-14,211,0.43717190006115375,452225.1103349967,1006.8569518525725,2190911.871703262,2098713.8655405454,2223842.823975228,92198.00616271654,0,2,6,191,128,1030149.1370843517
2026-04-16,2026-04-15,214,0.2671255198962319,275179.1238143121,622.6543033009333,2200657.532711091,2101259.928734293,2211060.7633326366,99397.60397679778,0,5,2,176,33,1028004.894117286
2026-04-17,2026-04-16,211,0.44768154441845576,460218.8186681577,1043.657572126236,2178710.262409062,2116647.816191912,2178447.10422014,62062.44621714996,0,1,4,175,56,1030542.640917013
2026-04-20,2026-04-18,252,1.5442597500162538,1591425.5210435966,3588.491599465588,1954059.473566327,1887662.9930911174,1923902.9148692186,66396.48047520965,1,45,4,184,154,1027188.9247505184
2026-04-21,2026-04-20,279,0.4823161439112295,495429.80125399213,1096.7332140484973,1900088.2921845084,1837923.262083095,1913551.752710974,62165.03010141337,3,32,3,186,86,1001210.5799202061
2026-04-22,2026-04-21,285,0.26946216823477287,269788.3737248931,613.9616964063285,1898812.6833208855,1807887.395719381,1908438.6874459952,90925.28760150447,38,9,5,208,83,1001020.460552742
2026-04-23,2026-04-22,235,1.3685803850332343,1369976.9673294171,3059.617097389655,2170365.7140516695,2072083.3013552765,2022801.189041813,98282.41269639297,4,2,53,210,163,1006412.8080429217
2026-04-24,2026-04-23,237,1.2977996462711396,1306122.1862808482,2946.0042304687313,2376032.9234774066,2243104.0623760307,2225345.7774841418,132928.8611013759,3,16,14,203,150,994987.8236300418
2026-04-27,2026-04-26,233,1.8800397540439227,1870616.6632141217,4233.573646850425,3126183.5389480805,3102054.3672535373,3075032.4612371363,24129.171694543213,1,16,20,212,195,996628.8476348184
2026-04-28,2026-04-27,229,1.4561312635136967,1451222.4231606876,3355.487930637856,2703380.9015753195,2678583.1049285,2633812.5784576475,24797.79664681945,35,3,7,194,51,998766.467841621
2026-04-29,2026-04-28,248,1.9351433283677073,1932756.2668410933,4383.824378258192,2374738.133819894,2304944.9308377546,2253039.668597405,69793.20298213931,4,31,11,204,177,993006.1918260971
2026-04-30,2026-04-29,246,0.23694285566288015,235285.7227821972,520.7561952193703,2353154.865808041,2281816.583929266,2236373.3528847173,71338.28187877499,4,2,3,195,68,987804.2874441579
2026-05-01,2026-04-30,252,0.23654058952806176,233655.80849038807,535.7064615476431,2348995.703735442,2304143.283663899,2276836.0410038233,44852.42007154273,25,10,2,175,49,986042.4891073379
2026-05-04,2026-05-03,209,0.7443379238572061,733948.8191771477,1598.8165169707863,2355763.61112803,2355763.61112803,2274416.5776180597,0.0,0,2,45,192,159,987821.9001568016
2026-05-05,2026-05-04,219,0.47388931082834884,468118.23948645673,1027.1640048948414,2351615.905443373,2351615.9054433727,2382501.4838027954,4.656612873077393e-10,3,13,3,166,71,986651.5162813216
2026-05-06,2026-05-05,229,0.7182636335767661,708675.9031582479,1565.2447319167727,2354881.086452457,2354881.086452457,2379529.2425451307,0.0,2,15,4,184,116,987484.8115781151
2026-05-07,2026-05-06,232,1.4600098255059275,1441737.5274419175,3189.5653021682774,2033523.4237484473,2033523.423748447,1998445.4241838842,2.3283064365386963e-10,2,4,0,211,181,982163.5776237227
2026-05-08,2026-05-07,231,0.22171898859400435,217764.3150646007,474.7886961426284,2141665.4443013,2141665.4443013,2105756.7885499424,0.0,2,1,1,201,49,990022.1839771648
2026-05-11,2026-05-09,233,0.663990846918572,657365.668407172,1440.834183793403,2159633.3588565476,2159633.3588565476,2188961.545416681,0.0,3,5,2,197,81,992345.9563675877
2026-05-12,2026-05-11,247,2.1807728198520517,2164081.0895365253,4796.035686565818,2714199.474093576,2714199.474093576,2751857.2844301555,0.0,2,15,2,225,208,980649.6359761709
2026-05-13,2026-05-12,250,0.532524547354933,522220.00351199025,1227.0690353698399,2678009.4827293456,2678009.4827293456,2756125.093253002,0.0,1,4,2,222,45,978034.6551481964
2026-05-14,2026-05-13,243,2.4688437746851433,2414614.7697889553,5379.680567050077,310425.633455452,310425.633455452,457152.5783198846,0.0,1,3,11,237,197,981492.6195270232
2026-05-15,2026-05-14,245,1.9223562358907054,1886778.4576284764,4189.530358535002,2409089.5924299415,2409089.5924299415,2316662.904672892,0.0,1,5,4,210,159,978641.9296472541
2026-05-18,2026-05-16,242,0.8428559886119034,824854.2111098971,1862.5474173523291,1848516.6135413903,1848516.6135413903,1790376.0906701474,0.0,41,9,15,191,92,977008.8965460315
2026-05-19,2026-05-18,236,0.6074318086026316,593466.2810498172,1349.2225835348831,2127443.609854248,2127443.609854248,2015169.243114169,0.0,17,8,15,193,79,970484.9637281958
2026-05-20,2026-05-19,240,1.7809752862575137,1728409.7360844363,3842.64746930004,265318.7190860484,265318.7190860484,499312.57491275866,0.0,26,14,11,221,154,966731.3751706657
2026-05-21,2026-05-20,251,1.4800784105441027,1430838.2371857136,3151.244853571817,2022793.9547138587,2022793.9547138587,1911931.5573399295,0.0,30,17,5,209,147,963548.0046866348
2026-05-22,2026-05-21,251,0.08597870410550004,82844.60878639713,181.5838437003065,2022270.1107575663,2022270.110757566,1940997.3215574017,2.3283064365386963e-10,99,7,10,193,24,964733.2478968187
2026-05-26,2026-05-25,251,0.0,0.0,0.0,1980005.983093799,1980005.9830937993,1940997.3215574017,0.0,253,2,22,193,0,964167.6981019741
2026-05-27,2026-05-26,242,0.500889295943403,482941.27947366936,1080.696297502078,2124191.414982626,2124191.414982626,2082089.1617045668,0.0,31,4,15,186,72,962914.9549809071
2026-05-28,2026-05-27,241,0.6264880726952098,603254.7343153832,1323.260983681518,2020230.4282463372,2020230.4282463372,1980970.5887568952,0.0,17,8,10,168,34,974244.0620964953
2026-05-29,2026-05-28,235,0.09592893758471473,93458.19782513364,203.83371761278573,1801713.9304161835,1801713.9304161838,1972165.315287109,0.0,95,8,15,178,26,976335.6899634601
2026-06-01,2026-05-30,234,0.5169350563889547,504702.1449458102,1176.4254394251352,2207011.201274697,2201830.9455241635,2190756.9966001636,5180.255750533659,69,13,14,160,32,977792.8972477535
2026-06-02,2026-06-01,242,0.7549933573867708,738227.1423220191,1698.1864211226066,1896993.772992617,1896993.7729926168,1865527.0648365193,2.3283064365386963e-10,38,20,9,166,41,978045.9363138196
2026-06-03,2026-06-02,242,0.44261864845356164,432901.37045672105,969.3077321701893,1722685.2835155553,1722685.2835155553,1676166.5524032712,0.0,32,11,11,180,70,991608.8932666295
2026-06-04,2026-06-03,248,0.17664392225949074,175161.68425401015,400.140070070513,1756721.0281661015,1754190.2769929576,1782198.6972772207,2530.7511731439736,42,12,5,152,20,982980.7416116423
2026-06-05,2026-06-04,245,0.3788057577829459,372358.7647122403,855.4296770555433,2024628.9367392673,2024628.9367392673,1941684.6461930878,0.0,60,8,11,177,63,999716.0637621158
2026-06-08,2026-06-06,242,0.2107979494709807,210738.0962942542,472.4704894342899,2160569.9424680653,1998296.1286473218,1931819.18473499,162273.81382074347,45,12,17,163,42,946387.7041601837
2026-06-10,2026-06-09,251,0.4450887159456882,420504.8504277965,947.2738992362717,1817284.9865922253,1817284.9865922253,1773804.839649372,0.0,71,22,13,173,48,959553.840155961
2026-06-11,2026-06-10,252,0.11400198567194379,109391.04313691851,248.84023906557238,1805772.3570085424,1805772.3570085429,1798642.7866198581,0.0,42,8,8,159,24,948348.860893362
2026-06-12,2026-06-11,253,0.24110043236954526,228647.3203985553,521.4023174671775,1910891.7753320315,1910891.7753320318,1870377.9761852007,0.0,40,10,9,165,43,958728.1471283692
2026-06-15,2026-06-14,254,0.20773248792308466,199158.9832448653,447.2802571390053,2012027.8396142935,2012027.8396142933,1953398.2729902072,2.3283064365386963e-10,64,9,11,169,49,956165.0405109625
2026-06-17,2026-06-16,255,0.5533003550778782,530775.7663403958,1180.325981531096,1991954.269071856,1991954.269071856,1873067.5412208603,0.0,39,12,12,183,95,954567.7084221643
2026-06-18,2026-06-17,261,0.14474735896820592,138171.15475044074,310.5041503217611,1969469.4168715882,1969469.4168715882,1948538.326373295,0.0,41,8,9,173,40,954293.138237682
2026-06-22,2026-06-20,257,0.6518556545588273,622061.3782669217,1402.4480543189204,1951099.6793477423,1951099.6793477426,1911099.2328038034,0.0,35,7,14,187,111,960421.121993529
2026-06-23,2026-06-22,265,0.4263051009250857,409432.42334203544,916.9421035811008,2194283.0219018385,2194283.0219018385,2092343.79283171,0.0,18,8,9,183,100,968293.9105028842
2026-06-24,2026-06-23,270,0.5014962002217348,485595.7168150409,1085.9212862829954,2072626.2131713224,2072626.2131713224,2139751.0832537725,0.0,32,11,16,167,80,975055.9711645442
2026-06-25,2026-06-24,249,1.0252183304886593,999645.2548903124,2313.763466369159,2128388.2287299926,2112023.78564011,2040081.3191985453,16364.443089882843,32,7,40,206,152,966495.0421974395
2026-06-26,2026-06-25,250,0.5327874073513401,514936.38775029784,1166.485750757788,2413130.9676317363,2409529.662041871,2213314.3393448247,3601.3055898654275,32,7,21,167,90,947850.021501465
2026-06-29,2026-06-27,249,0.5643023351742685,534873.9805282573,1214.9545389584896,2222457.6391950087,2221757.382931038,2411741.957762068,700.2562639708631,42,9,26,155,79,938702.459972102
2026-06-30,2026-06-29,246,0.5994410436233861,562696.7822575166,1241.824958001897,2637073.3606473557,2634196.034324836,2612163.5287818797,2877.326322519686,23,9,23,156,94,952887.7330183955
2026-07-01,2026-06-30,235,0.8228440934827527,784078.0428663569,1733.4723321250929,2157358.2553557367,2157358.2553557367,2177945.522665591,0.0,8,8,27,152,103,970207.3707202302
2026-07-02,2026-07-01,256,0.8168945910047342,792557.1532942809,1801.4928686704257,2338726.263544453,2338146.791486024,2378353.7416521925,579.4720584289171,8,22,9,164,96,973058.949749451
2026-07-06,2026-07-05,249,0.6087351211548798,592335.1576665721,1331.1717755297527,2486696.142058988,2478175.0917932987,2506390.325599058,8521.05026568938,18,3,18,170,80,939620.2141806702
2026-07-07,2026-07-06,247,0.6994020700004826,657172.3228122576,1499.745418582029,2355118.379039173,2179994.852299416,2212275.230167648,175123.52673975704,18,4,14,173,85,980252.5454982725
2026-07-08,2026-07-07,252,0.5241610512901889,513810.20477825816,1142.5138204934642,2630831.485921994,2428619.4725974137,2449803.26648225,202212.01332458016,21,8,13,169,72,951252.5975958838
2026-07-09,2026-07-08,252,0.0013608160284712607,1294.4797819334008,2.60642807843653,2368357.4921809807,2168081.624754209,2449091.3473009523,200275.86742677167,238,5,16,163,1,950698.3099117998
