underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,-98728.55582701838,98728.55582701838
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-66262.73695581501,66262.73695581501
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,-69973.63243365465,69973.63243365465
CLSK,CLSK,underlying,-188445.4633234084,188445.4633234084
COIN,COIN,underlying,-6710.482142857142,6710.482142857142
CRCL,CRCL,underlying,-109646.24898367692,109646.24898367692
CRWV,CRWV,underlying,-67808.13538361317,67808.13538361317
DKNG,DKNG,underlying,0.0,0.0
ETHA,ETHA,underlying,-79711.1640986676,79711.1640986676
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-44813.95451659745,44813.95451659745
IWM,IWM,underlying,0.0,0.0
MSTR,MSTR,underlying,-261790.17543519317,261790.17543519317
NBIS,NBIS,underlying,0.0,0.0
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
PLTR,PLTR,underlying,-42695.85689819707,42695.85689819707
QBTS,QBTS,underlying,-196256.63607740487,196256.63607740487
QQQ,QQQ,underlying,0.0,0.0
SLV,SLV,underlying,0.0,0.0
SLV,ZSL,etf,10242.1629765,10242.1629765
SMCI,SMCI,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
