underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-1367.7125897735896,1367.7125897735896
AMD,DAMD,etf,4931.3131920000005,4931.3131920000005
ASTS,ASTS,underlying,-27014.16934755,27014.16934755
ASTS,ASTN,etf,27014.16934755,27014.16934755
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-13230.9326029125,13230.9326029125
COIN,CONI,etf,13230.9326029125,13230.9326029125
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,10.07707969536232,10.07707969536232
CRWV,CORD,etf,78432.07015314001,78432.07015314001
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-28433.827418920006,28433.827418920006
IREN,IREZ,etf,28433.827418920002,28433.827418920002
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-9624.119999999999,9624.119999999999
LITE,LITZ,etf,60719.16583979999,60719.16583979999
MSTR,MSTR,underlying,-12303.2,12303.2
MSTR,MSTZ,etf,22550.310286875,22550.310286875
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-27456.25,27456.25
NBIS,NBIZ,etf,40325.070253215,40325.070253215
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QBTS,QBTZ,etf,60099.16713962,60099.16713962
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,-14670.98,14670.98
RGTI,RGTZ,etf,15739.16817616,15739.16817616
RKLB,RKLB,underlying,-8104.000000000001,8104.000000000001
RKLB,RKLZ,etf,20775.74119638,20775.74119638
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-26822.88,26822.88
SNDK,SNDQ,etf,42753.165233750005,42753.165233750005
SPCX,SPCX,underlying,-2740.073462599264,2740.073462599264
SPCX,SPCG,etf,1647.36,1647.36
SPCX,SSPC,etf,2058.08,2058.08
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-22581.96,22581.96
SVIX,UVIX,etf,19969.014166212997,19969.014166212997
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
