underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,-10557.54,10557.54
ASTS,ASTN,etf,21211.897902540004,21211.897902540004
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-17526.52,17526.52
BE,BEZ,etf,18118.862208,18118.862208
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-646.5210589769999,646.5210589769999
COIN,CONI,etf,646.5210589769999,646.5210589769999
CRCL,CRCL,underlying,-8194.061435560001,8194.061435560001
CRCL,CRCD,etf,8194.061435560001,8194.061435560001
CRWV,CRWV,underlying,-15281.236191000004,15281.236191000004
CRWV,CORD,etf,15281.236191000002,15281.236191000002
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-15634.75575321,15634.75575321
IREN,IREZ,etf,15634.75575321,15634.75575321
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-9658.854449104918,9658.854449104918
MSTR,MSDD,etf,2516.1564,2516.1564
MSTR,MSTZ,etf,5164.2024624,5164.2024624
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-14010.169911136,14010.169911136
NBIS,NBIZ,etf,14010.169911136,14010.169911136
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-1748.7353450106093,1748.7353450106093
QBTS,QBTZ,etf,21965.75566218,21965.75566218
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-7877.595919016524,7877.595919016524
RKLB,RKLZ,etf,7902.8986638,7902.8986638
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-13068.490701469747,13068.490701469747
SVIX,UVIX,etf,4380.6359361,4380.6359361
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
