underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AAOI,AAOI,underlying,0.0,0.0
AMD,AMD,underlying,-6148.794600000001,6148.794600000001
AMD,DAMD,etf,6148.794600000001,6148.794600000001
ASTS,ASTS,underlying,-20287.8,20287.8
ASTS,ASTN,etf,37983.679697370004,37983.679697370004
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-13412.046408600001,13412.046408600001
COIN,CONI,etf,13412.0464086,13412.0464086
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-0.5200069159230827,0.5200069159230827
CRWV,CORD,etf,112355.24184092999,112355.24184092999
DKNG,DKNG,underlying,0.0,0.0
EWJ,EWJ,underlying,-1691.1,1691.1
EWJ,EWV,etf,3380.4666224999996,3380.4666224999996
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-40998.15126846,40998.15126846
IREN,IREZ,etf,40998.15126846,40998.15126846
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-13923.580000000002,13923.580000000002
LITE,LITZ,etf,69213.1067244,69213.1067244
MSTR,MSTR,underlying,-14701.75,14701.75
MSTR,MSTZ,etf,21997.46229408,21997.46229408
MU,MU,underlying,-5813.5,5813.5
MU,MUZ,etf,5813.5,5813.5
NBIS,NBIS,underlying,-29499.86,29499.86
NBIS,NBIZ,etf,55983.77644398001,55983.77644398001
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,-2030.9596209999997,2030.9596209999997
NVDA,NVDQ,etf,6183.00885384,6183.00885384
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
ORCL,ORCL,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QBTS,QBTZ,etf,82786.11675012,82786.11675012
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-9128.7,9128.7
RKLB,RKLZ,etf,27981.7822872,27981.7822872
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-33870.5,33870.5
SNDK,SNDQ,etf,74849.24153524001,74849.24153524001
SPCX,SPCX,underlying,-2740.0734900000007,2740.0734900000007
SPCX,SPCG,etf,2222.64,2222.64
SPCX,SSPC,etf,2775.5200000000004,2775.5200000000004
SPY,SPY,underlying,-1486.58,1486.58
SPY,SDS,etf,10778.87383264,10778.87383264
SVIX,SVIX,underlying,-19701.22,19701.22
SVIX,UVIX,etf,22451.217506489997,22451.217506489997
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XLF,XLF,underlying,0.0,0.0
XLF,FAZ,etf,8352.5159,8352.5159
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
