underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,-1137.0871340677425,1137.0871340677425
ASTS,ASTN,etf,12589.40568556,12589.40568556
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
CLSK,CLSK,underlying,-1415.8237234460182,1415.8237234460182
CLSK,CLSZ,etf,8406.0668,8406.0668
COIN,COIN,underlying,0.0,0.0
CRCL,CRCL,underlying,-298.1192081242018,298.1192081242018
CRCL,CRCD,etf,5886.99559448,5886.99559448
CRWV,CRWV,underlying,-818.8386534230312,818.8386534230312
CRWV,CORD,etf,17099.5826925,17099.5826925
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-1189.3302189734218,1189.3302189734218
IREN,IREZ,etf,20577.29846304,20577.29846304
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-425.4804052261641,425.4804052261641
MSTR,MSDD,etf,1808.5978,1808.5978
MSTR,MSTZ,etf,3174.482304,3174.482304
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-1460.5351200000002,1460.5351200000002
NBIS,NBIZ,etf,22062.346362880005,22062.346362880005
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-1272.4169991577005,1272.4169991577005
QBTS,QBTZ,etf,17147.122177499998,17147.122177499998
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-110.61559562603826,110.61559562603826
RKLB,RKLZ,etf,2007.1010717379997,2007.1010717379997
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
