leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,ASTN,ASTS,ASTN|ASTS,16200.017491200002,4525.06,0.13920684928122437,book,670.5550063004293,93.34584969683432,577.209156603595,7138.790997602762
underlying,ASTS,ASTS,ASTS (spot),4525.06,4525.06,1.0,book,0.0,0.0,0.0,86.46890445063927
etf,BEZ,BE,BEZ|BE,18538.80192,14500.5,0.38946496873374237,book,-205.32499116919143,-79.96689126596507,-125.35809990322636,-1493.873805708866
underlying,BE,BE,BE (spot),14500.5,14500.5,1.0,book,0.0,0.0,0.0,0.0
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CLSZ,CLSK,CLSZ|CLSK,4242.6994,2909.680087514826,0.6858086829141904,book,0.0,0.0,0.0,0.0
underlying,CLSK,CLSK,CLSK (spot),2909.680087514826,2909.680087514826,1.0,book,-12.636079077421527,-12.636079077421527,0.0,52.79762424564744
etf,CONI,COIN,CONI|COIN,534.3664875,534.3664875,0.5193065180757616,book,9.13858326224566,4.745725854062228,4.392857408183432,9.13858326224566
underlying,COIN,COIN,COIN (spot),534.3664875,534.3664875,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,6085.880580780001,6085.880580780001,0.5033059652326305,book,349.184670283106,175.7467275212765,173.4379427618295,-718.5230623323453
underlying,CRCL,CRCL,CRCL (spot),6085.880580780001,6085.880580780001,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,18003.399723000002,18003.399723000002,0.4984858492329549,book,361.52921669686054,180.2171986076595,181.31201808920105,-948.1942064810524
underlying,CRWV,CRWV,CRWV (spot),18003.399723000002,18003.399723000002,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,16454.18739646,16454.18739646,0.4982111727841186,book,-715.6379192448662,-356.53880703577113,-359.0991122090951,2511.054871988471
underlying,IREN,IREN,IREN (spot),16454.18739646,16454.18739646,1.0,book,0.0,0.0,0.0,0.0
etf,MSDD,MSTR,MSDD|MSTR,1866.498,1866.498,1.0,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,3798.041328,3798.0413280000002,0.5027591421722413,book,-60.1079008210653,-30.219796654572946,-29.888104166492354,-627.6336537360069
underlying,MSTR,MSTR,MSTR (spot),5664.539328000001,5664.539328000001,1.0,book,0.0,0.0,0.0,74.35194977886471
etf,NBIZ,NBIS,NBIZ|NBIS,18732.86038323,18732.86038323,0.49105928362307466,book,1825.095723008003,896.2301982838475,928.8655247241555,2056.8448715085938
underlying,NBIS,NBIS,NBIS (spot),18732.86038323,18732.86038323,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,19614.33012132,1189.427872400849,0.0303564127293241,book,589.6682868364669,17.900213888601257,571.7680729478657,8025.274056311506
underlying,QBTS,QBTS,QBTS (spot),1189.427872400849,1189.427872400849,1.0,book,-32.84944262303242,-32.84944262303242,0.0,455.5220529447028
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RKLZ,RKLB,RKLZ|RKLB,5120.6047522,2368.48,0.23096583836507706,book,-2.5107720686362995,-0.5799025757762017,-1.9308694928600978,396.6007505172844
underlying,RKLB,RKLB,RKLB (spot),2368.48,2368.48,1.0,book,0.0,0.0,0.0,0.0
etf,UVIX,SVIX,UVIX|SVIX,4459.4648604,7245.111860763501,0.8151231670472505,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),7245.111860763501,7245.111860763501,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
