underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,-3599.24,3599.24
ASTS,ASTN,etf,15202.063827499998,15202.063827499998
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-16939.440000000002,16939.440000000002
BE,BEZ,etf,17156.0736,17156.0736
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,0.0,0.0
CRCL,CRCL,underlying,-5727.88760544,5727.88760544
CRCL,CRCD,etf,5727.88760544,5727.88760544
CRWV,CRWV,underlying,-16231.032460499999,16231.032460499999
CRWV,CORD,etf,16231.0324605,16231.0324605
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-18281.404548000002,18281.404548000002
IREN,IREZ,etf,18281.404548000002,18281.404548000002
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-5384.0133504,5384.0133504
MSTR,MSDD,etf,1948.77,1948.77
MSTR,MSTZ,etf,3435.2433504,3435.2433504
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-21244.92978328,21244.92978328
NBIS,NBIZ,etf,21244.92978328,21244.92978328
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-8575.26905898,8575.26905898
QBTS,QBTZ,etf,8575.26905898,8575.26905898
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-1778.9562553,1778.9562553
RKLB,RKLZ,etf,1778.9562552999998,1778.9562552999998
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
