leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,4931.3131920000005,1049.4430419569553,0.10502263185946693,book,100.44075516614953,10.548552453501374,89.89220271264816,824.9130546579182
underlying,AMD,AMD,AMD (spot),1049.4430419569553,1049.4430419569553,1.0,book,-21.44110107305229,-21.44110107305229,0.0,-31.51396828308738
etf,ASTN,ASTS,ASTN|ASTS,27013.4938143,27013.4938143,0.500145042062198,book,-227.85220269765136,-113.9591495021813,-113.89305319547006,537.4895261660276
underlying,ASTS,ASTS,ASTS (spot),27013.4938143,27013.4938143,1.0,book,0.0,0.0,0.0,437.2897160519913
etf,BEZ,BE,BEZ|BE,,,0.496781353609961,carry,0.0,0.0,0.0,708.12144603
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CONI,COIN,CONI|COIN,13230.9326029125,13230.9326029125,0.5185578905065014,book,56.13149812488837,29.107431258611747,27.02406686627662,1643.7251634073705
underlying,COIN,COIN,COIN (spot),13230.9326029125,13230.9326029125,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,,,0.5018430184853876,carry,0.0,0.0,0.0,-4281.42007207
etf,CORD,CRWV,CORD|CRWV,78432.07015314001,10.077078657966725,6.418397015217671e-05,book,-594.0766163171866,-0.03813019580980844,-594.0384861213768,-5852.551175496888
underlying,CRWV,CRWV,CRWV (spot),10.077078657966725,10.077078657966725,1.0,book,0.02759753705194612,0.02759753705194612,0.0,-78.35619105413824
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,28433.82741892,28433.82741892001,0.4985062260935109,book,-470.01787682277063,-234.30683797140406,-235.71103885136657,-4574.278000791592
underlying,IREN,IREN,IREN (spot),28433.82741892001,28433.82741892001,1.0,book,0.0,0.0,0.0,0.0
etf,LITZ,LITE,LITZ|LITE,60719.16583979999,9624.12,0.07925374373730637,book,1297.3096995607457,102.81665047690926,1194.4930490838365,-2013.211280306135
underlying,LITE,LITE,LITE (spot),9624.12,9624.12,1.0,book,0.0,0.0,0.0,3598.288574343557
etf,MSTZ,MSTR,MSTZ|MSTR,22550.310286875,12303.2,0.27363933396937784,book,171.63272576867053,46.96546476668787,124.66726100198265,122.30143265804858
underlying,MSTR,MSTR,MSTR (spot),12303.2,12303.2,1.0,book,0.0,0.0,0.0,2460.352425004378
etf,MUZ,MU,MUZ|MU,,,0.0,carry,0.0,0.0,0.0,4.4114826
etf,NBIZ,NBIS,NBIZ|NBIS,40325.070253215,27456.25,0.33608170202163384,book,601.9642049120607,202.30915454294492,399.65505036911577,3537.96632366576
underlying,NBIS,NBIS,NBIS (spot),27456.25,27456.25,1.0,book,0.0,0.0,0.0,621.8682718918602
etf,QBTZ,QBTS,QBTZ|QBTS,60099.16713962,0.0,0.0,book,-2815.316959739305,-0.0,-2815.316959739305,278.15005876241645
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RGTZ,RGTI,RGTZ|RGTI,15739.16817616,14670.98,0.47031380085342256,book,-396.6610003113592,-186.555142706756,-210.10585760460322,-3628.431965213502
underlying,RGTI,RGTI,RGTI (spot),14670.98,14670.98,1.0,book,0.0,0.0,0.0,0.0
etf,RKLZ,RKLB,RKLZ|RKLB,20775.74119638,8104.000000000001,0.19545871864116468,book,-377.8576003576154,-73.8555623947248,-304.0020379628906,-4364.503803509295
underlying,RKLB,RKLB,RKLB (spot),8104.000000000001,8104.000000000001,1.0,book,0.0,0.0,0.0,211.4191815727873
etf,SNDQ,SNDK,SNDQ|SNDK,42756.29850475,26822.88,0.31062860725675223,book,1518.7938708411348,471.7808248094733,1047.0130460316614,-2829.7491197568743
underlying,SNDK,SNDK,SNDK (spot),26822.88,26822.88,1.0,book,0.0,0.0,0.0,2277.9401003324188
etf,SPCG,SPCX,SPCG|SPCX,1647.36,1218.1826669608652,0.3697378432646371,book,-67.63489191216348,-25.007179065040173,-42.627712847123306,-34.02633511578155
etf,SSPC,SPCX,SSPC|SPCX,2058.08,1521.9001209321684,0.36973784326463704,book,-77.83918312175092,-28.780091688917324,-49.0590914328336,-2948.806787093024
underlying,SPCX,SPCX,SPCX (spot),2740.0827878930336,2740.0827878930336,1.0,book,123.53422663608158,123.53422663608158,0.0,126.33953314046629
etf,UVIX,SVIX,UVIX|SVIX,19969.014166213,22581.96,0.5676647294563275,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),22581.96,22581.96,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
